number,song name,artist,year,genre,lyrics,view record
11,dont,ed sheeran,2014,Pop/R&B,ahlahmlahlahahlahmlahlahimetthisgirllatelastyearshesaiddontyouworryifidisappearitoldherimnotreallylookingforanothermistakeicalledanoldfriendthinkingthatthetroublewouldwaitbutthenijumprightinaweeklaterreturnedireckonshewasonlylookingforalovertoburnbutigavehermytimefortwoorthreenightstheniputitonpauseuntilthemomentwasrightiwentawayformonthsuntilourpathscrossedagainshetoldmeiwasneverlookingforafriendmaybeyoucouldswingbymyroomaround1000babybringalemonandabottleofginwellbeinbetweenthesheetstilthelateambabyifyouwantedmethenyoushouldvejustsaidshessingingahlahmlahlahdontfuckwithmylovethatheartissocoldallovermyhomeidontwannaknowthatbabeahlahmlahlahdontfuckwithmyloveitoldhersheknowstakeaimandreloadidontwannaknowthatbabeahlahmlahlahandforacoupleweeksionlywannaseeherwedrinkawaythedayswithatakeawaypizzabeforeatextmessagewastheonlywaytoreachhernowshesstayingatmyplaceandlovesthewayitreathersingingoutarethaalloverthetracklikeafeatureandneverwantstosleepiguessthatidontwanttoeitherbutmeandherwemakemoneythesamewayfourcitiestwoplanesthesamedayandthoseshowshaveneverbeenwhatitsaboutbutmaybewellgotogetherandjustfigureitoutidratherputonafilmwithyouandsitonacouchbutweshouldgetonaplaneorwellbemissingitnowwishidhavewrittenitdownthewaythatthingsplayedoutwhenshewaskissinghimhowiwasconfusedaboutnowsheshouldfigureitoutwhileimsatheresingingahlahmlahlahdontfuckwithmylovethatheartissocoldallovermyhomeidontwannaknowthatbabeahlahmlahlahdontfuckwithmyloveitoldhersheknowstakeaimandreloadidontwannaknowthatbabeahlahmlahlahknockknockknockonmyhoteldooridontevenknowifsheknowswhatforshewascryingonmyshoulderialreadytoldyatrustandrespectiswhatwedothisforineverintendedtobenextbutyoudidntneedtotakehimtobedthatsallandineversawhimasathreatuntilyoudisappearedwithhimtohavesexofcourseitsnotlikewewerebothontourwewerestayingonthesamefuckinghotelfloorandiwasntlookingforapromiseorcommitmentbutitwasneverjustfunandithoughtyouweredifferentthisisnotthewayyourealizewhatyouwanteditsabittoomuchtoolateifimhonestandallthistimegodknowsimsingingahlahmlahlahdontfuckwithmylovethatheartissocoldallovermyhomeidontwannaknowthatbabeahlahmlahlahdontfuckwithmyloveitoldhersheknowstakeaimandreloadidontwannaknowthatbabeahlahmlahlah,"200,627,169"
12,sing,ed sheeran,2014,Pop,itslateintheeveningglassonthesideivebeensatwithyouformostofthenightignoringeverybodyherewewishtheywoulddisappearsomaybewecouldgetdownnowidontwannaknowifyouregettingaheadoftheprogramiwantyoutobemineladytoholdyourbodyclosetakeanotherstepintothenomanslandforthelongesttimeladyineedyoudarlingcomeonsetthetoneifyoufeelyourefallingwontyouletmeknowohohohoohoohohohoohohifyoulovemecomeongetinvolvedfeelitrushingthroughyoufromyourheadtotoeohohohoohoohohohoohohsingohohohoohoohohohoohohlouderohohohoohoohohohoohohsingohohohohohohohohohohohohohthisloveisablazeisawflamesfromthesideofthestageandthefirebrigadecomesinacoupleofdaysuntilthenwegotnothingtosayandnothingtoknowbutsomethingtodrinkandmaybesomethingtosmokeletitgountilourroadsarechangedsingingwefoundloveinalocalravenoidontreallyknowwhatimsupposedtosaybuticanjustfigureitoutandhopeandprayitoldhermynameandsaiditsnicetomeetyathenshehandedmeabottleofwaterfilledwithtequilaialreadyknowshesakeeperjustfromthisonesmallactofkindnessimindeepshitifanybodyfindsoutimmeanttodrivehomebutivedrunkallofitnownotsoberingupwejustsitonthecouchonethingledtoanothernowsheskissingmymouthineedyoudarlingcomeonsetthetoneifyoufeelyourefallingwontyouletmeknowohohohoohoohohohoohohifyoulovemecomeongetinvolvedfeelitrushingthroughyoufromyourheadtotoeohohohoohoohohohoohohsingohohohoohoohohohoohohlouderohohohoohoohohohoohohsingohohohohohohohohohohohohohcanyoufeelitalltheguysinheredontevenwannadancecanyoufeelitallthaticanhearismusicfromthebackcanyoufeelitfoundyouhidingheresowontyoutakemyhanddarlingbeforethebeatkicksinagaincanyoufeelitcanyoufeelitsingohohohohohohohohohohohohohx7ineedyoudarlingcomeonsetthetoneifyoufeelyourefallingwontyouletmeknowlouderohohohohoohohohohohoohsingifyoulovemecomeongetinvolvedfeelitrushingthroughyoufromyourheadtotoelouderohohohohoohohohohohoohs,"229,412,485"
13,afterglow,ed sheeran,2020,Pop,stoptheclocksitsamazingyoushouldseethewaythelightdancesoffyourhairamillioncoloursofhazelgoldenandredsaturdaymorningisfadingthesunsreflectedbythecoffeeinyourhandmyeyesarecaughtinyourgazealloveragainwewerelovedrunkwaitingonamiracletryingtofindourselvesinthewintersnowsoaloneinloveliketheworldhaddisappearedohiwontbesilentandiwontletgoiwillholdontightertiltheafterglowandwellburnsobrighttilthedarknesssoftlyclearsohiwillholdontotheafterglowohiwillholdontotheafterglowtheweatheroutsideschangingtheleavesareburiedundersixinchesofwhitetheradioisplayingironwinethisisanewdimensionthisisalevelwherewerelosingtrackoftimeimholdingnothingagainstitexceptyouandiwewerelovedrunkwaitingonamiracletryingtofindourselvesinthewintersnowsoaloneinloveliketheworldhaddisappearedohiwontbesilentandiwontletgoiwillholdontightertiltheafterglowandwellburnsobrighttilthedarknesssoftlyclearsohiwillholdontotheafterglowohiwillholdontotheafterglowohiwillholdontotheafterglow,"121,048,561"
14,i see fire,ed sheeran,2013,Pop/Folk,ohmistyeyeofthemountainbelowkeepcarefulwatchofmybrotherssoulsandshouldtheskybefilledwithfireandsmokekeepwatchingoverdurinssonsifthisistoendinfirethenweshouldallburntogetherwatchtheflamesclimbhighintothenightcallingoutfatherohstandbyandwewillwatchtheflamesburnauburnonthemountainsideandifweshoulddietonightthenweshouldalldietogetherraiseaglassofwineforthelasttimecallingoutfatherohstandbyandwewillwatchtheflamesburnauburnonthemountainsidedesolationcomesupontheskynowiseefireinsidethemountainiseefireburningthetreesandiseefirehollowingsoulsiseefirebloodinthebreezeandihopethatyouremembermeohshouldmypeoplefallthensurelyilldothesameconfinedinmountainhallswegottooclosetotheflamecallingoutfatherohstandbyandwewillwatchtheflamesburnauburnonthemountainsidedesolationcomesupontheskynowiseefireinsidethemountainiseefireburningthetreesandiseefirehollowingsoulsiseefirebloodinthebreezeandihopethatyouremembermeandifthenightisburningiwillcovermyeyesforifthedarkreturnsthenmybrotherswilldieandastheskyisfallingdownitcrashedintothislonelytownandwiththatshadowuponthegroundihearmypeoplescreamingoutnowiseefireinsidethemountainiseefireburningthetreesandiseefirehollowingsoulsiseefirebloodinthebreezeiseefireohyouknowisawacityburningoutfireandiseefirefeeltheheatuponmyskinyeahfireandiseefireuhuhuhuhfireandiseefireburnauburnonthemountainsid,"430,739,715"
15,happier,ed sheeran,2018,Pop,walkingdown29thandparkisawyouinanothersarmsonlyamonthwevebeenapartyoulookhappiersawyouwalkinsideabarhesaidsomethintomakeyoulaughisawthatbothyoursmilesweretwiceaswideasoursyeahyoulookhappieryoudoaintnobodyhurtyoulikeihurtyoubutaintnobodyloveyoulikeidopromisethatiwillnottakeitpersonalbabyifyouremovinonwithsomeonenewcausebabyyoulookhappieryoudomyfriendstoldmeonedayillfeelittooanduntilthenillsmiletohidethetruthbutiknowiwashappierwithyousatinthecorneroftheroomeverythingsremindingmeofyounursinganemptybottleandtellingmyselfyourehappierarentyouheyyeahheyyeahheyyeahohaintnobodyhurtyoulikeihurtyouheyyeahheyyeahbutaintnobodyneedyoulikeidoheyyeahheyyeahiknowthattheresothersthatdeserveyouheyyeahheyyeahbutmydarliniamstillinlovewithyoubutiguessyoulookhappieryoudomyfriendstoldmeonedayillfeelittooicouldtrytosmiletohidethetruthbutiknowiwashappierwithyouheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahcausebabyyoulookhappieryoudoiknewonedayyoudfallforsomeonenewbutifhebreaksyourheartlikeloversdojustknowthatillbewaitinherefory,"409,651,145"
16,give me love,ed sheeran,2012,Pop,givemelovelikehercauselatelyivebeenwakingupalonepaintsplatteredteardropsonmyshirttoldyouidletthemgoandthatillfightmycornermaybetonightillcallyaaftermybloodturnsintoalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovegivemelovelikeneverbeforecauselatelyivebeencravingmoreanditsbeenawhilebutistillfeelthesamemaybeishouldletyougoyouknowillfightmycornerandthattonightillcallyaaftermybloodisdrowninginalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovegivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovemmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemeloveloverlovemelovemelovememmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovelovememmymymmymymmymygivemelovelovergivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovegivemelovelikehercauselatelyivebeenwakingupalonepaintsplatteredteardropsonmyshirttoldyouidletthemgoandthatillfightmycornermaybetonightillcallyaaftermybloodturnsintoalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovegivemelovelikeneverbeforecauselatelyivebeencravingmoreanditsbeenawhilebutistillfeelthesamemaybeishouldletyougoyouknowillfightmycornerandthattonightillcallyaaftermybloodisdrowninginalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovegivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemeloveloverlovemelovemelovememmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovelovememmymymmymymmymygivemelovelovergivemelovemymymymyohgivemelovemymymymyohgivemelov,"663,967,483"
17,galway girl,ed sheeran,2017,Pop/Folk,sheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodanceimetherongraftonstreetrightoutsideofthebarshesharedacigarettewithmewhileherbrotherplayedtheguitarsheaskedmewhatdoesitmeanthegaelicinkonyourarmsaiditwasoneofmyfriendssongsdoyouwanttodrinkonshetookjamieasachaserjackforthefunshegotarthuronthetablewithjohnnyridingashotgunchattedsomemoreonemoredrinkatthebarthenputvanonthejukeboxgotuptodanceyouknowsheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodancewithmyprettylittlegalwaygirlyouremyprettylittlegalwaygirlyouknowshebeatmeatdartsandthenshebeatmeatpoolandthenshekissedmeliketherewasnobodyelseintheroomaslastorderswerecalledwaswhenshestoodonthestoolafterdancingtocå¹ilidhsingingtotradtunesineverheardcarrickferguseversangsosweetacapellainthebarusingherfeetforabeatohicouldhavethatvoiceplayingonrepeatforaweekandinthispackedoutroomswearshewassingingtomeyouknowsheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodancemyprettylittlegalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirlandnowweveoutstayedourwelcomeanditsclosingtimeiwasholdingherhandherhandwasholdingmineourcoatsbothsmellofsmokewhiskyandwineaswefillupourlungswiththecoldairofthenightiwalkedherhomethenshetookmeinsidetofinishsomedoritosandanotherbottleofwineiswearimgonnaputyouinasongthatiwriteaboutagalwaygirlandaperfectnightsheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodancemyprettylittlegalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirl,"587,767,339"
18,supermarket flowers,ed sheeran,2016,Pop,itookthesupermarketflowersfromthewindowsillithrewthedayoldteafromthecuppackedupthephotoalbummatthewhadmadememoriesofalifethatsbeenlovedtookthegetwellsooncardsandstuffedanimalspouredtheoldgingerbeerdownthesinkdadalwaystoldmedontyoucrywhenyouredownbutmumtheresateareverytimethatiblinkohiminpiecesitstearingmeupbutiknowaheartthatsbrokeisaheartthatsbeenlovedsoillsinghallelujahyouwereanangelintheshapeofmymumwhenifelldownyoudbethereholdingmeupspreadyourwingsasyougoandwhengodtakesyoubackwellsayhallelujahyourehomefluffedthepillowsmadethebedsstackedthechairsupfoldedyournightgownsneatlyinacasejohnsaysheddrivethenputhishandonmycheekandwipedatearfromthesideofmyfaceihopethatiseetheworldasyoudidcauseiknowalifewithloveisalifethatsbeenlivedsoillsinghallelujahyouwereanangelintheshapeofmymumwhenifelldownyoudbethereholdingmeupspreadyourwingsasyougoandwhengodtakesyoubackwellsayhallelujahyourehomehallelujahyouwereanangelintheshapeofmymumyougottoseethepersonihavebecomespreadyourwingsandiknowthatwhengodtookyoubackhesaidhallelujahyourehom,"1,337,533,025"
19,wildest dream,taylor swift,2014,Pop,hesaidletsgetoutofthistowndriveoutofthecityawayfromthecrowdsithoughtheavencanthelpmenownothinglastsforeverbutthisisgonnatakemedownhessotallandhandsomeashellhessobadbuthedoesitsowellicanseetheendasitbeginsmyoneconditionissayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustinyourwildestdreamsahahhawildestdreamsahahhaisaidnoonehastoknowwhatwedohishandsareinmyhairhisclothesareinmyroomandhisvoiceisafamiliarsoundnothinglastsforeverbutthisisgettinggoodnowhessotallandhandsomeashellhessobadbuthedoesitsowellandwhenwevehadourverylastkissmylastrequestissayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustinyourwildestdreamsahahhahaahhawildestdreamsahahhayoullseemeinhindsighttangledupwithyouallnightburningitdownsomedaywhenyouleavemeibetthesememoriesfollowyouaroundyoullseemeinhindsighttangledupwithyouallnightburningburningititdowndownsomedaywhenyouleavemeibetthesememoriesfollowfollowyouyouaroundfollowyouaroundsayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustpretendsayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustpretendjustpretendinyourwildestdreamsahahhaahinyourwildestdreamsahahhaevenifitsjuststayedinyourwildestdreamsahahhainyourwildestdreamsahahha,"902,073,308"
20,long live ,taylor swift,2010,Pop/Country,isaidrememberthismomentinthebackofmymindthetimewestoodwithourshakinghandsthecrowdsinstandswentwildwewerethekingsandthequeensandtheyreadoffournamesthenightyoudancedlikeyouknewourliveswouldneverbethesameyouheldyourheadlikeaheroonahistorybookpageitwastheendofadecadebutthestartofanagelonglivethewallswecrashedthroughhowthekingdomlightsshinedjustformeandyouiwasscreaminglongliveallthemagicwemadeandbringonallthepretendersonedaywewillberememberedisaidrememberthisfeelingipassedthepicturesaroundofalltheyearsthatwestoodthereonthesidelineswishingforrightnowwearethekingsandthequeensyoutradedyourbaseballcapforacrownwhentheygaveusourtrophiesandweheldthemupforourtownandthecynicswereoutragedscreamingthisisabsurdcauseforamomentabandofthievesinrippedupjeansgottoruletheworldlonglivethewallswecrashedthroughhowthekingdomlightsshinedjustformeandyouiwasscreaminglongliveallthemagicwemadeandbringonallthepretendersimnotafraidlongliveallthemountainswemovedihadthetimeofmylifefightingdragonswithyouiwasscreaminglonglivethelookonyourfaceandbringonallthepretendersonedaywewillberememberedholdontospinningaroundconfettifallstothegroundmaythesememoriesbreakourfallwillyoutakeamomentpromisemethisthatyoullstandbymeforeverbutifgodforbidfateshouldstepinandforceusintoagoodbyeifyouhavechildrensomedaywhentheypointtothepicturespleasetellthemmynametellthemhowthecrowdswentwildtellthemhowihopetheyshinelonglivethewallswecrashedthroughihadthetimeofmylifewithyoulonglonglivethewallswecrashedthroughhowthekingdomlightsshinedjustformeandyouandiwasscreaminglongliveallthemagicwemadeandbringonallthepretendersimnotafraidsinginglongliveallthemountainswemovedihadthetimeofmylifefightingdragonswithyouandlonglonglivethelookonyourfaceandbringonallthepretendersonedaywewillberememb,"9,924,010"
21,out of the woods ,taylor swift,2014,Pop/Electropop,lookingatitnowitallseemssosimplewewerelyingonyourcouchirememberyoutookapolaroidofusthendiscoveredthendiscoveredtherestoftheworldwasblackandwhitebutwewereinscreamingcolorandirememberthinkingareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodslookingatitnowlastdecemberlastdecemberwewerebuilttofallapartthenfallbacktogetherbacktogetheroohyournecklacehangingfrommyneckthenightwecouldntquiteforgetwhenwedecidedwedecidedtomovethefurnituresowecoulddancebabylikewestoodachancetwopaperairplanesflyingflyingflyingandirememberthinkingareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsrememberwhenyouhitthebrakestoosoontwentystitchesinahospitalroomwhenyoustartedcryingbabyididtoobutwhenthesuncameupiwaslookingatyourememberwhenwecouldnttaketheheatiwalkedoutisaidimsettingyoufreebutthemonstersturnedouttobejusttreeswhenthesuncameupyouwerelookingatmeyouwerelookingatmeohyouwerelookingatmeareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsirememberareweintheclearyetareweintheclearyetohirememberareweoutofthewoodsyetareweoutofthewoodsyetyeahareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetyeahareweintheclearyetyeahareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgood,"196,733,304"
22,enchanted ,taylor swift,2010,Pop/Country,thereiwasagaintonightforcinglaughterfakingsmilessameoldtiredlonelyplacewallsofinsincerityshiftingeyesandvacancyvanishedwhenisawyourfaceallicansayisitwasenchantingtomeetyouyoureyeswhisperedhavewemetcrosstheroomyoursilhouettestartstomakeitswaytometheplayfulconversationstartscounterallyourquickremarkslikepassingnotesinsecrecyanditwasenchantingtomeetyouallicansayisiwasenchantedtomeetyouthisnightissparklingdontyouletitgoimwonderstruckblushingallthewayhomeillspendforeverwonderingifyouknewiwasenchantedtomeetyouthelingeringquestionkeptmeup2amwhodoyouloveiwondertilimwideawakeandnowimpacingbackandforthwishingyouwereatmydooridopenupandyouwouldsayheyitwasenchantingtomeetyoualliknowisiwasenchantedtomeetyouthisnightissparklingdontyouletitgoimwonderstruckblushingallthewayhomeillspendforeverwonderingifyouknewthatthisnightisflawlessdontyouletitgoimwonderstruckdancingaroundallaloneillspendforeverwonderingifyouknewiwasenchantedtomeetyouthisismeprayingthatthiswastheveryfirstpagenotwherethestorylineendsmythoughtswillechoyournameuntiliseeyouagainthesearethewordsiheldbackasiwasleavingtoosooniwasenchantedtomeetyoupleasedontbeinlovewithsomeoneelsepleasedonthavesomebodywaitingonyoupleasedontbeinlovewithsomeoneelsepleasedonthavesomebodywaitingonyouthisnightissparklingdontyouletitgoimwonderstruckblushingallthewayhomeillspendforeverwonderingifyouknewthisnightisflawlessdontyouletitgoimwonderstruckdancingaroundallaloneillspendforeverwonderingifyouknewiwasenchantedtomeetyoupleasedontbeinlovewithsomeoneelsepleasedonthavesomebodywaitingony,"129,821,421"
23,ivy,taylor swift,2020,Alternative/Indie,howsonetoknowidmeetyouwherethespiritmeetsthebonesinafaithforgottenlandinfromthesnowyourtouchbroughtforthanincandescentglowtarnishedbutsograndandtheoldwidowgoestothestoneeverydaybutidontijustsithereandwaitgrievingforthelivingohgoddamnmypainfitsinthepalmofyourfreezinghandtakingminebutitsbeenpromisedtoanotherohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredinyouiwishtoknowthefatalflawthatmakesyoulongtobemagnificentlycursedhesintheroomyouropaleyesarealliwishtoseehewantswhatsonlyyoursohgoddamnmypainfitsinthepalmofyourfreezinghandtakingminebutitsbeenpromisedtoanotherohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredcloverbloomsinthefieldsspringbreaksloosethetimeisnearwhatwouldhedoifhefoundusoutcrescentmooncoastisclearspringbreaksloosebutsodoesfearhesgonnaburnthishousetothegroundhowsonetoknowidliveanddieformomentsthatwestoleonbeggedandborrowedtimesotellmetorunordaretositandwatchwhatwellbecomeanddrinkmyhusbandswineohgoddamnmypainfitsinthepalmofyourfreezinghandtakingminebutitsbeenpromisedtoanotherohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredinyouandimcoveredinyousoyeahitsafireitsagoddamnblazeinthedarkandyoustartedityoustarteditsoyeahitsawaritsthegoddamnfightofmylifeandyoustartedityoustarteditohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredinyouinyouyounowimcoveredinyouiny,"13,888,836"
24,style,taylor swift,2014,Pop,midnightyoucomeandpickmeupnoheadlightslongdrivecouldendinburningflamesorparadisefadeintoviewohitsbeenawhilesinceihaveevenheardfromyouheardfromyouandishouldjusttellyoutoleavecauseiknowexactlywhereitleadsbutiwatchusgoroundandroundeachtimeyougotthatjamesdeandaydreamlookinyoureyeandigotthatredlipclassicthingthatyoulikeandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergooutofstyleyougotthatlonghairslickedbackwhitetshirtandigotthatgoodgirlfaithandatightlittleskirtandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergooutofstylesoitgoeshecantkeephiswildeyesontheroadmmtakesmehomethelightsareoffhestakingoffhiscoatmmyeahisayiheardohthatyouvebeenoutandaboutwithsomeothergirlsomeothergirlhesayswhatyouheardistruebuticantstopthinkinboutyouandiisaidivebeentheretooafewtimescauseyougotthatjamesdeandaydreamlookinyoureyeandigotthatredlipclassicthingthatyoulikeandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergooutofstyleyougotthatlonghairslickedbackwhitetshirtandigotthatgoodgirlfaithandatightlittleskirtatightlittleskirtandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergowenevergooutofstyletakemehomejusttakemehomeyeahjusttakemehomeohwhoaohoutofstyleohyougotthatjamesdeandaydreamlookinyoureyeandigotthatredlipclassicthingthatyoulikemandwhenwegocrashingdownnowwegowecomebackeverytimecausewenevergooutofstylewenevergooutofstyl,"810,083,507"
25,seven,taylor swift,2020,Alternative/Indie,pleasepicturemeinthetreesihitmypeakatsevenfeetintheswingoverthecreekiwastooscaredtojumpinbutiiwashighintheskywithpennsylvaniaundermearetherestillbeautifulthingssweetteainthesummercrossyourheartwonttellnootherandthoughicantrecallyourfaceistillgotloveforyouyourbraidslikeapatternloveyoutothemoonandtosaturnpasseddownlikefolksongsthelovelastssolongandivebeenmeaningtotellyouithinkyourhouseishauntedyourdadisalwaysmadandthatmustbewhyandithinkyoushouldcomelivewithmeandwecanbepiratesthenyouwonthavetocryorhideintheclosetandjustlikeafolksongourlovewillbepassedonpleasepicturemeintheweedsbeforeilearnedcivilityiusedtoscreamferociouslyanytimeiwantediisweetteainthesummercrossmyheartwonttellnootherandthoughicantrecallyourfaceistillgotloveforyoupackyourdollsandasweaterwellmovetoindiaforeverpasseddownlikefolksongsourlovelastssolong,"18,617,946"
26,cowboy like me,taylor swift,2019,Alternative/Indie,andthetenniscourtwascoveredupwithsometentlikethingandyouaskedmetodancebutisaiddancingisadangerousgameohithoughtthisisgonnabeoneofthosethingsnowiknowimnevergonnaloveagainivegotsometricksupmysleevetakesonetoknowoneyoureacowboylikemeneverwantedlovejustafancycarnowimwaitingbythephonelikeimsittinginanairportbaryouhadsometricksupyoursleevetakesonetoknowoneyoureacowboylikemeperchedinthedarktellingalltherichfolksanythingtheywannahearlikeitcouldbeloveicouldbethewayforwardonlyiftheypayforityoureabanditlikemeeyesfullofstarshustlingforthegoodlifeneverthoughtidmeetyouhereitcouldbelovewecouldbethewayforwardandiknowillpayforityoureacowboylikemeperchedinthedarktellingalltherichfolksanythingtheywannahearlikeitcouldbeloveicouldbethewayforwardonlyiftheypayforityoureabanditlikemeeyesfullofstarshustlingforthegoodlifeneverthoughtidmeetyouhereitcouldbelovewecouldbethewayforwardandiknowillpayforitandtheskeletonsinbothourclosetsplottedhardtofuckthisupandtheoldmenthativeswindledreallydidbelieveiwastheoneandtheladieslunchinghavetheirstoriesaboutwhenyoupassedthroughtownbutthatwasallbeforeilockeditdownnowyouhangfrommylipslikethegardensofbabylonwithyourbootsbeneathmybedforeveristhesweetestconivehadsometricksupmysleevetakesonetoknowoneyoureacowboylikemeandimnevergonnaloveagainimnevergonnaloveagainmmmmohohimnevergonnaloveagain,"10,349,049"
27,bigger than the whole sky,taylor swift,2022,Pop/Country,nowordsappearbeforemeintheaftermathsaltstreamsoutmyeyesandintomyearseverysinglethingitouchbecomessickwithsadnesscauseitsallovernowallouttoseagoodbyegoodbyegoodbyeyouwerebiggerthanthewholeskyyouweremorethanjustashorttimeandivegotalottopineaboutivegotalottolivewithoutimnevergonnameetwhatcouldvebeenwouldvebeenwhatshouldvebeenyouwhatcouldvebeenwouldvebeenyoudidsomebirdflapitswingsoverinasiadidsomeforcetakeyoubecauseididntprayeverysinglethingtocomehasturnedintoashescauseitsalloveritsnotmeanttobesoillsaywordsidontbelievegoodbyegoodbyegoodbyeyouwerebiggerthanthewholeskyyouweremorethanjustashorttimeandivegotalottopineaboutivegotalottolivewithoutimnevergonnameetwhatcouldvebeenwouldvebeenwhatshouldvebeenyouwhatcouldvebeenwouldvebeenwhatshouldvebeenyouwhatcouldvebeenwouldvebeenwhatcouldvebeenwouldvebeenyoucouldvebeenwouldvebeencouldvebeenwouldvebeengoodbyegoodbyegoodbyeyouwerebiggerthanthewholeskyyouweremorethanjustashorttimeandivegotalottopineaboutivegotalottolivewithoutimnevergonnameetwhatcouldvebeenwouldvebeenwhatshouldvebeeny,"7,380,088"
