number,song name,artist,year,genre,lyrics,view record
12,sing,ed sheeran,2014,Pop,late even glass side ive sat night ignor everybodi wish would disappear mayb could get dont wanna know get ahead program want mine ladi hold bodi close take anoth step noman land longest time ladi need darl come set tone feel fall wont let knowohohohoohoohohohoohoh love come get involv feel rush head toe ohohohoohoohohohoohoh sing ohohohoohoohohohoohoh louder ohohohoohoohohohoohoh sing ohohohohohohohohohohohohoh thi love blaze saw flame side stage fire brigad come coupl day got noth say noth know someth drink mayb someth smoke let go road chang sing found love local rave dont realli know im suppos say figur hope pray told name said nice meet ya hand bottl water fill tequila alreadi know keeper thi one small act kind im deep shit anybodi find im meant drive home ive drunk sober sit couch one thing led anoth kiss mouth need darl come set tone feel fall wont let know ohohohoohoohohohoohoh love come get involv feel rush head toe ohohohoohoohohohoohoh sing ohohohoohoohohohoohoh louder ohohohoohoohohohoohoh sing ohohohohohohohohohohohohoh feel guy dont even wanna danc feel hear music back feel found hide wont take hand darl befor beat kick feel feel sing ohohohohohohohohohohohohoh x7 need darl come set tone feel fall wont let know louder ohohohohooh ohohohohooh sing love come get involv feel rush head toe louder ohohohohooh ohohohohooh sing,"229,412,485"
13,afterglow,ed sheeran,2020,Pop,stop clock amaz see way light danc hair million colour hazel golden red saturday morn fade sun reflect coffe hand eye caught gaze love drunk wait miracl tri find ourselv winter snow alon love like world disappear oh wont silent wont let go hold tighter til afterglow well burn bright til dark softli clear oh hold afterglow oh hold afterglow weather outsid chang leav buri six inch white radio play iron wine thi new dimens thi level lose track time im hold noth except love drunk wait miracl tri find ourselv winter snow alon love like world disappear oh wont silent wont let go hold tighter til afterglow well burn bright til dark softli clear oh hold afterglow oh hold afterglow oh hold afterglow,"121,048,561"
14,i see fire,ed sheeran,2013,Pop/Folk,oh misti eye mountain keep care watch brother soul sky fill fire smoke keep watch durin son thi end fire burn togeth watch flame climb high night call father oh stand watch flame burn auburn mountain side die tonight die togeth rais glass wine last time call father oh stand watch flame burn auburn mountain side desol come upon sky see fire insid mountain see fire burn tree see fire hollow soul see fire blood breez hope rememb oh peopl fall sure ill confin mountain hall got close flame call father oh stand watch flame burn auburn mountain side desol come upon sky see fire insid mountain see fire burn tree see fire hollow soul see fire blood breez hope rememb night burn cover eye dark return brother die sky fall crash thi lone town shadow upon ground hear peopl scream see fire insid mountain see fire burn tree see fire hollow soul see fire blood breez see fire oh know saw citi burn fire see fire feel heat upon skin yeah fire see fire uhuhuhuh fire see fire burn auburn mountain side,"430,739,715"
15,happier,ed sheeran,2018,Pop,walk 29th park saw anoth arm onli month weve apart look happier saw walk insid bar said somethin make laugh saw smile twice wide yeah look happier aint nobodi hurt like hurt aint nobodi love like promis take person babi movin someon new caus babi look happier friend told one day ill feel ill smile hide truth know wa happier sat corner room everyth remind nurs empti bottl tell happier arent hey yeah hey yeah hey yeah oh aint nobodi hurt like hurt hey yeah hey yeah aint nobodi need like hey yeah hey yeah know deserv hey yeah hey yeah darlin still love guess look happier friend told one day ill feel could tri smile hide truth know wa happier hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah caus babi look happier knew one day youd fall someon new break heart like lover know ill waitin,"409,651,145"
16,give me love,ed sheeran,2012,Pop,give love like caus late ive wake alon paint splatter teardrop shirt told id let go ill fight corner mayb tonight ill call ya blood turn alcohol wanna hold ya give littl time burn thi well play hide seek turn thi around want tast lip allow oh give love oh give love oh give love oh give love oh give love give love like never befor caus late ive crave still feel mayb let go know ill fight corner tonight ill call ya blood drown alcohol wanna hold ya give littl time burn thi well play hide seek turn thi around want tast lip allow oh give love give littl time burn thi well play hide seek turn thi around want tast lip allow oh give love oh give love oh give love oh give love oh give love mmi mmi mmi give love lover mmi mmi mmi give love love mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover love love love mmi mmi mmi give love lover give love mmi mmi mmi give love lover give love mmi mmi mmi give love lover give love love mmi mmi mmi give love lover give love oh give love oh give love oh give love oh give love give love like caus late ive wake alon paint splatter teardrop shirt told id let go ill fight corner mayb tonight ill call ya blood turn alcohol wanna hold ya give littl time burn thi well play hide seek turn thi around want tast lip allow oh give love oh give love oh give lovemi oh give love oh give love give love like never befor caus late ive crave still feel mayb let go know ill fight corner tonight ill call ya blood drown alcohol wanna hold ya give littl time burn thi well play hide seek turn thi around want tast lip allow oh give love give littl time burn thi well play hide seek turn thi around want tast lip allow oh give love oh give love oh give love oh give love oh give love mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover mmi mmi mmi give love lover love love love mmi mmi mmi give love lover give love mmi mmi mmi give love lover give love mmi mmi mmi give love lover give love love mmi mmi mmi give love lover give love oh give love oh give love,"663,967,483"
17,galway girl,ed sheeran,2017,Pop/Folk,play fiddl irish band fell love english man kiss neck took hand said babi want danc met grafton street right outsid bar share cigarett brother play guitar ask doe mean gaelic ink arm said wa one friend song want drink took jami chaser jack fun got arthur tabl johnni ride shotgun chat one drink bar put van jukebox got danc know play fiddl irish band fell love english man kiss neck took hand said babi want danc pretti littl galway girl pretti littl galway girl know beat dart beat pool kiss like wa nobodi els room last order call wa stood stool danc cå¹ilidh sing trad tune never heard carrickfergu ever sang sweet capella bar use feet beat oh could voic play repeat week thi pack room swear wa sing know play fiddl irish band fell love english man kiss neck took hand said babi want danc pretti littl galway girl galway girl galway girl galway girl weve outstay welcom close time wa hold hand hand wa hold mine coat smell smoke whiski wine fill lung cold air night walk home took insid finish dorito anoth bottl wine swear im gonna put song write galway girl perfect night play fiddl irish band fell love english man kiss neck took hand said babi want danc pretti littl galway girl galway girl galway girl galway girl,"587,767,339"
18,supermarket flowers,ed sheeran,2016,Pop,took supermarket flower windowsil threw day old tea cup pack photo album matthew made memori life love took get well soon card stuf anim pour old ginger beer sink dad alway told dont cri mum tear everi time blink oh im piec tear know heart broke heart love ill sing hallelujah angel shape mum fell youd hold spread wing go god take back well say hallelujah home fluf pillow made bed stack chair fold nightgown neatli case john say hed drive put hi hand cheek wipe tear side face hope see world caus know life love life live ill sing hallelujah angel shape mum fell youd hold spread wing go god take back well say hallelujah home hallelujah angel shape mum got see person becom spread wing know god took back said hallelujah home,"1,337,533,025"
19,wildest dream,taylor swift,2014,Pop,said let get thi town drive citi away crowd thought heaven cant help noth last forev thi gonna take tall handsom hell bad doe well see end begin one condit say youll rememb stand nice dress stare sunset babe red lip rosi cheek say youll see even wildest dream ahah ha wildest dream ahah ha said one ha know hi hand hair hi cloth room hi voic familiar sound noth last forev thi get good tall handsom hell bad doe well weve veri last kiss last request say youll rememb stand nice dress stare sunset babe red lip rosi cheek say youll see even wildest dream ahah ha haah ha wildest dream ahah ha youll see hindsight tangl night burn someday leav bet memori follow around youll see hindsight tangl night burn burn someday leav bet memori follow follow around follow around say youll rememb stand nice dress stare sunset babe red lip rosi cheek say youll see even pretend say youll rememb stand nice dress stare sunset babe red lip rosi cheek say youll see even pretend pretend wildest dream ahah ha ah wildest dream ahah ha even stay wildest dream ahah ha wildest dream ahah ha,"902,073,308"
20,long live ,taylor swift,2010,Pop/Country,said rememb thi moment back mind time stood shake hand crowd stand went wild king queen read name night danc like knew live would never held head like hero histori book page wa end decad start age long live wall crash kingdom light shine wa scream long live magic made bring pretend one day rememb said rememb thi feel pass pictur around year stood sidelin wish right king queen trade basebal cap crown gave us trophi held town cynic outrag scream thi absurd caus moment band thiev rip jean got rule world long live wall crash kingdom light shine wa scream long live magic made bring pretend im afraid long live mountain move time life fight dragon wa scream long live look face bring pretend one day rememb hold spin around confetti fall ground may memori break fall take moment promis thi youll stand forev god forbid fate step forc us goodby children someday point pictur pleas tell name tell crowd went wild tell hope shine long live wall crash time life long long live wall crash kingdom light shine wa scream long live magic made bring pretend im afraid sing long live mountain move time life fight dragon long long live look face bring pretend one day rememb,"9,924,010"
21,out of the woods ,taylor swift,2014,Pop/Electropop,look seem simpl lie couch rememb took polaroid us discov discov rest world wa black white scream color rememb think wood yet wood yet wood yet wood clear yet clear yet clear yet clear yet good wood yet wood yet wood yet wood clear yet clear yet clear yet clear yet good wood look last decemb last decemb built fall apart fall back togeth back togeth ooh necklac hang neck night couldnt quit forget decid decid move furnitur could danc babi like stood chanc two paper airplan fli fli fli rememb think wood yet wood yet wood yet wood clear yet clear yet clear yet clear yet good wood yet wood yet wood yet wood clear yet clear yet clear yet clear yet good wood rememb hit brake soon twenti stitch hospit room start cri babi sun came wa look rememb couldnt take heat walk said im set free monster turn tree sun came look look oh look wood yet wood yet wood yet wood rememb clear yet clear yet oh rememb wood yet wood yet yeah wood yet wood clear yet clear yet clear yet clear yet good wood yet wood yet wood yet wood clear yet yeah clear yet yeah clear yet clear yet good wood yet wood yet wood yet wood clear yet clear yet clear yet clear yet good wood yet wood yet wood yet wood clear yet clear yet clear yet clear yet good,"196,733,304"
22,enchanted ,taylor swift,2010,Pop/Country,wa tonight forc laughter fake smile old tire lone place wall insincer shift eye vacanc vanish saw face say wa enchant meet eye whisper met cross room silhouett start make way play convers start counter quick remark like pass note secreci wa enchant meet say wa enchant meet thi night sparkl dont let go im wonderstruck blush way home ill spend forev wonder knew wa enchant meet linger question kept 2 love wonder til im wide awak im pace back forth wish door id open would say hey wa enchant meet know wa enchant meet thi night sparkl dont let go im wonderstruck blush way home ill spend forev wonder knew thi night flawless dont let go im wonderstruck danc around alon ill spend forev wonder knew wa enchant meet thi pray thi wa veri first page stori line end thought echo name see word held back wa leav soon wa enchant meet pleas dont love someon els pleas dont somebodi wait pleas dont love someon els pleas dont somebodi wait thi night sparkl dont let go im wonderstruck blush way home ill spend forev wonder knew thi night flawless dont let go im wonderstruck danc around alon ill spend forev wonder knew wa enchant meet pleas dont love someon els pleas dont somebodi wait,"129,821,421"
23,ivy,taylor swift,2020,Alternative/Indie,one know id meet spirit meet bone faith forgotten land snow touch brought forth incandesc glow tarnish grand old widow goe stone everi day dont sit wait griev live oh goddamn pain fit palm freez hand take mine promis anoth oh cant stop put root dreamland hous stone ivi grow im cover wish know fatal flaw make long magnific curs room opal eye wish see want onli oh goddamn pain fit palm freez hand take mine promis anoth oh cant stop put root dreamland hous stone ivi grow im cover clover bloom field spring break loos time near would found us crescent moon coast clear spring break loos doe fear gonna burn thi hous ground one know id live die moment stole beg borrow time tell run dare sit watch well becom drink husband wine oh goddamn pain fit palm freez hand take mine promis anoth oh cant stop put root dreamland hous stone ivi grow im cover im cover yeah fire goddamn blaze dark start start yeah war goddamn fight life start start oh cant stop put root dreamland hous stone ivi grow im cover im cover,"13,888,836"
24,style,taylor swift,2014,Pop,midnight come pick headlight long drive could end burn flame paradis fade view oh sinc even heard heard tell leav caus know exactli lead watch us go round round time got jame dean daydream look eye got red lip classic thing like go crash come back everi time caus never go style never go style got long hair slick back white tshirt got good girl faith tight littl skirt go crash come back everi time caus never go style never go style goe cant keep hi wild eye road mm take home light take hi coat mm yeah say heard oh youv girl girl say heard true cant stop thinkin bout said ive time caus got jame dean daydream look eye got red lip classic thing like go crash come back everi time caus never go style never go style got long hair slick back white tshirt got good girl faith tight littl skirt tight littl skirt go crash come back everi time caus never go style never go never go style take home take home yeah take home oh whoa oh style oh got jame dean daydream look eye got red lip classic thing likem go crash go come back everi time caus never go style never go style,"810,083,507"
25,seven,taylor swift,2020,Alternative/Indie,pleas pictur tree hit peak seven feet swing creek wa scare jump wa high sky pennsylvania still beauti thing sweet tea summer cross heart wont tell though cant recal face still got love braid like pattern love moon saturn pass like folk song love last long ive mean tell think hous haunt dad alway mad must whi think come live pirat wont cri hide closet like folk song love pass pleas pictur weed befor learn civil use scream feroci ani time want sweet tea summer cross heart wont tell though cant recal face still got love pack doll sweater well move india forev pass like folk song love last long,"18,617,946"
26,cowboy like me,taylor swift,2019,Alternative/Indie,tenni court wa cover tentlik thing ask danc said danc danger game oh thought thi gonna one thing know im never gonna love ive got trick sleev take one know one cowboy like never want love fanci car im wait phone like im sit airport bar trick sleev take one know one cowboy like perch dark tell rich folk anyth wanna hear like could love could way forward onli pay bandit like eye full star hustl good life never thought id meet could love could way forward know ill pay cowboy like perch dark tell rich folk anyth wanna hear like could love could way forward onli pay bandit like eye full star hustl good life never thought id meet could love could way forward know ill pay skeleton closet plot hard fuck thi old men ive swindl realli believ wa one ladi lunch stori pass town wa befor lock hang lip like garden babylon boot beneath bed forev sweetest con ive trick sleev take one know one cowboy like im never gonna love im never gonna love mm mm oh oh im never gonna love,"10,349,049"
27,bigger than the whole sky,taylor swift,2022,Pop/Country,word appear befor aftermath salt stream eye ear everi singl thing touch becom sick sad caus sea goodby goodby goodby bigger whole sky short time ive got lot pine ive got lot live without im never gonna meet couldv wouldv shouldv couldv wouldv bird flap wing asia forc take becaus didnt pray everi singl thing come ha turn ash caus meant ill say word dont believ goodby goodby goodby bigger whole sky short time ive got lot pine ive got lot live without im never gonna meet couldv wouldv shouldv couldv wouldv shouldv couldv wouldv couldv wouldv couldv wouldv couldv wouldv goodby goodby goodby bigger whole sky short time ive got lot pine ive got lot live without im never gonna meet couldv wouldv shouldv,"7,380,088"
28,fifteen,taylor swift,2008,Pop,take deep breath walk door mornin veri first day say hi friend aint seen tri stay everybodi way freshman year gonna next four year thi town hopin one senior boy wink say know havent seen around befor caus 15 somebodi tell love gonna believ 15 feelin like nothin figur well count ten take thi life befor know gonna 15 sit class next redhead name abigail soon enough best friend laughin girl think theyr cool well outta soon veri first date got car feelin like flyin mama waitin thinkin one dancin round room night end night end caus 15 somebodi tell love gonna believ 15 first kiss make head spin round well life youll thing greater date boy footbal team didnt know 15 want wa want wish could go back tell know back swore wa gonna marri someday realiz bigger dream mine abigail gave everyth boy chang hi mind cri caus 15 somebodi tell love gonna believ 15 dont forget look befor fall ive found time heal anyth might find suppos didnt know wa suppos 15 lalala lalala lalalala lalala lalala lalalala lalala lalala veri first day take deep breath girl take deep breath walk door,"166,774,842"
29,cruel summer,taylor swift,2020,Pop/Electropop,fever dream high quiet night know caught bad bad boy shini toy price know bought kill slow window im alway wait wait devil roll dice angel roll eye doesnt kill make want new shape bodi blue feel ive got ooh whoa oh cruel summer cool tell em rule breakabl heaven ooh whoa oh cruel summer hang head low glow vend machin im die say well screw tri time tri cut headlight summer knife im alway wait cut bone devil roll dice angel roll eye bleed youll last know oh new shape bodi blue feel ive got ooh whoa oh cruel summer cool tell em rule breakabl heaven ooh whoa oh cruel summer im drunk back car cri like babi come home bar oh said im fine wasnt true dont wanna keep secret keep snuck garden gate everi night summer seal fate oh scream whatev worth love aint worst thing ever heard look grin like devil new shape bodi blue feel ive got ooh whoa oh cruel summer cool tell em rule breakabl heaven ooh whoa oh cruel summer im drunk back car cri like babi come home bar oh said im fine wasnt true dont wanna keep secret keep snuck garden gate everi night summer seal fate oh scream whatev worth love aint worst thing ever heard,"129,533,237"
30,love story,taylor swift,2021,Pop/Country,young first saw close eye flashback start im stand balconi summer air see light see parti ball gown see make way crowd say hello littl kno romeo throw pebbl daddi said stay away juliet wa cri staircas beg pleas dont go said romeo take somewher alon ill wait left run youll princ ill princess love stori babi say ye sneak garden see keep quiet caus dead knew close eye escap thi town littl oh oh caus romeo wa scarlet letter daddi said stay away juliet everyth wa beg pleas dont go said romeo take somewher alon ill wait left run youll princ ill princess love stori babi say ye romeo save theyr tri tell feel thi love difficult real dont afraid well make thi mess love stori babi say ye oh ohoh got tire wait wonder ever come around faith wa fade met outskirt town said romeo save ive feel alon keep wait never come thi head dont know think knelt ground pull ring said marri juliet youll never alon love realli know talk dad go pick white dress love stori babi say ye oh ohoh oh ohoh oh caus young first saw,"705,661,625"
31,blank space,taylor swift,2014,Pop,nice meet could show incred thing magic mad heaven sin saw thought oh god look face look like next mistak love game wanna play ay new money suit tie read like magazin aint funni rumor fli know heard hey let friend im die see thi one end grab passport hand make bad guy good weekend gonna forev gonna go flame tell mm high wa worth pain got long list exlov theyll tell im insan caus know love player love game caus young reckless well take thi way far itll leav breathless mm nasti scar got long list exlov theyll tell im insan ive got blank space babi ill write name cherri lip crystal sky could show incred thing stolen kiss pretti lie king babi im queen find want girl month wait worst yet come oh scream cri perfect storm make tabl turn rose garden fill thorn keep second guess like oh god get drunk jealousi youll come back time leav caus darl im nightmar dress like daydream gonna forev gonna go flame tell mm high wa worth pain got long list exlov theyll tell im insan caus know love player love game caus young reckless oh well take thi way far itll leav breathless mm oh nasti scar got long list exlov theyll tell im insan insan ive got blank space babi ill write name boy onli want love tortur dont say didnt say didnt warn ya boy onli want love tortur dont say didnt say didnt warn ya gonna forev gonna go flame tell high wa worth pain got long list exlov theyll tell im insan im insan caus know love player love game caus young reckless well take thi way far ooh itll leav breathless mm nasti scar leav nasti scar got long list exlov theyll tell im insan ive got blank space babi ill write name,"3,294,814,684"
32,back to december,taylor swift,2010,Pop/Country,im glad made time see life tell famili havent seen youv good busier ever small talk work weather guard know whi becaus last time saw still burn back mind gave rose left die thi swallowin pride standin front sayin im sorri night go back decemb time turn freedom aint nothin missin wishin id realiz mine id go back decemb turn around make alright go back decemb time day havent sleepin stayin playin back leavin birthday pass didnt call think summer beauti time watch laughin passeng side realiz love fall cold came dark day fear crept mind gave love gave wa goodby thi swallowin pride standin front sayin im sorri night go back decemb time turn freedom aint nothin missin wishin id realiz mine id go back decemb turn around chang mind go back decemb time miss tan skin sweet smile good right held arm septemb night first time ever saw cri mayb thi wish thinkin probabl mindless dreamin love swear id love right id go back time chang cant chain door understand thi swallowin pride standin front sayin im sorri night go back decemb turn freedom aint nothin missin wishin id realiz mine id go back decemb turn around make alright id go back decemb turn around chang mind go back decemb time time,"318,466,277"
