number,song name,artist,year,genre,lyrics,view record
33,safe  sound,taylor swift,2011,Folk/Country,rememb tear stream face said ill never let go shadow almost kill light rememb said dont leav alon dead gone pass tonight close eye sun go youll alright one hurt come morn light ill safe sound dont dare look window darl everyth fire war outsid door keep rage hold onto thi lullabi even music gone gone close eye sun go youll alright one hurt come morn light ill safe sound ooh ooh ooh ooh oh whoa oh whoa oh whoa oh whoa ooh ooh ooh ooh oh whoa oh whoa close eye youll alright come morn light ill safe sound ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh,"202,350,892"
34,shake it off,taylor swift,2014,Pop,stay late got nothin brain peopl say mmmm peopl say mmmm go mani date cant make em stay least peopl say mmmm peopl say mmmm keep cruisin cant stop wont stop movin like got thi music mind sayin gonna alright caus player gonna play play play play play hater gonna hate hate hate hate hate babi im gonna shake shake shake shake shake shake shake oohoohooh heartbreak gonna break break break break break faker gonna fake fake fake fake fake babi im gonna shake shake shake shake shake shake shake oohoohooh never miss beat im lightnin feet dont see mmmm dont see mmmm im dancin dancin ill make move go move go dont know mmmm dont know mmmm keep cruisin cant stop wont stop groovin like got thi music mind sayin gonna alright caus player gonna play play play play play hater gonna hate hate hate hate hate babi im gonna shake shake shake shake shake shake shake oohoohooh heartbreak gonna break break break break break faker gonna fake fake fake fake fake babi im gonna shake shake shake shake shake shake shake oohoohooh shake shake shake shake shake shake shake shake oohoohooh hey hey hey think youv gettin liar dirti dirti cheat world couldv gettin thi sick beat exman brought hi new girlfriend like oh god im gonna shake fella hella good hair wont come babi shake shake shake yeah oh caus player gonna play play play play play hater gonna hate hate hate hate hate hater gonna hate babi im gonna shake shake shake shake shake shake shake oohoohooh heartbreak gonna break break break break break mmmm faker gonna fake fake fake fake fake fake fake fake babi im gonna shake shake shake shake shake shake shake oohoohooh shake shake shake shake shake shake shake shake oohoohooh shake shake shake shake got shake shake shake shake,"3,359,729,829"
35,cardigan,taylor swift,2020,Alternative/Indie/Folk,vintag tee brand new phone high heel cobbleston young assum know noth sequin smile black lipstick sensual polit young assum know noth knew dancin levi drunk streetlight knew hand sweatshirt babi kiss better felt like wa old cardigan someon bed put said wa favorit friend friend none chase two girl lose one young assum know nothin knew play hideandseek give weekend knew heartbeat high line onc 20 lifetim felt like wa old cardigan someon bed put said wa favorit kiss car downtown bar wa need drew star around scar im bleedin caus knew steppin last train mark like bloodstain knew tri chang end peter lose wendi knew leavin like father run like water young assum know noth knew youd linger like tattoo kiss knew youd haunt whatif smell smoke would hang around thi long caus knew everyth wa young knew id curs longest time chasin shadow groceri line knew youd miss onc thrill expir youd standin front porch light knew youd come back youd come back youd come back youd come back felt like wa old cardigan someon bed put said wa favorit,"154,392,204"
36,maniac,conan gray,2019,Pop/indie Pop,friend parti alcohol kick said want dead show home alon shovel rose think im joke caus peopl like alway want back cant im past know turn back rat pack tell em im trash tell friend im crazi drive mad im stalker watcher psychopath tell hate date laugh whi call tell want back maniac maniac maniac may say im maniac maniac may say im maniac maniac may say im went far wreck car call cri dark break heart show place right away wipe tear face beg stay well peopl like alway want back cant im past know turn back rat pack tell em im trash tell friend im crazi drive mad im stalker watcher psychopath tell hate date laugh whi call tell want back maniac maniac maniac may say im maniac maniac may say im maniac maniac may say im psychopath dont dramat magic made tragic manic honestli ive listen think need get help tell friend im crazi drive mad im stalker watcher psychopath tell hate date laugh whi call tell want back maniac maniac maniac may say im maniac maniac may say im maniac maniac may say im,"92,642,271"
37,checkmate,conan gray,2019,Pop/indie Pop,think funni right call drunk late night tell truth know lie yeah think funni right think super sli flirt tell mine buildin buttercup lie im gonna ruin life caus ive gotten tire game play tell love throw away cri river till drown lake caus may think win checkmat yeah may think win checkmat thi get fun saw kiss someon els tongu said im onli one love babi thi get fun ill let think date park ill play super dumb hold hand one im hold load gun yeah babi realli run caus ive gotten tire game play tell love throw away cri river till drown lake caus may think win checkmat yeah may think win check ima get gone cant play like pawn set fire lawn like heart ima wreck car ima wreck car max credit card max credit card lover larg lover larg gonna wish never harm caus ive gotten tire game play tell love throw away cri river till drown lake caus may think win checkmat damag im make pay one ever gonna love anyway caus narcissist total fake yeah may think win thi heartbreak arent gonna win caus checkmat,"9,986,286"
38,the story,conan gray,2018,Pop/indie Pop,let tell stori boy girl kinda short kinda bore end whirl sixteen peopl mean didnt love themselv theyr gone headston lawn wa younger knew boy boy best friend alway wish caus love one anoth never discov caus afraid theyd say move differ state oh im afraid way world work aint funni aint pretti aint sweet oh im afraid way world work think could work wait see end stori sequel friend parent evil made bet work save could run away wed better life wa right wonder alright oh im afraid way world work aint funni aint pretti aint sweet oh im afraid way world work think could work wait see end stori okay movi alway run head peopl lover friend hope get happi end end oh im afraid way world work aint funni aint pretti aint sweet oh im afraid way world work think could work wait see end stori,"21,177,146"
39,wish you were sober,conan gray,2020,Pop/indie Pop,thi parti shit wish could dip go anywher dont take hit dont kiss lip pleas dont drink beer ima crawl outta window caus dont like anyon around kinda hope followin thi definit crowd nineteen act twentyf knee weak talk pretti fli wow rip jean cup take music aint loud trade drink dont even know save til parti kiss seat rover real sweet wish sober wish sober wish wish wish sober wish sober trip road walk home kiss door pullin close beg stay im thi rollercoast ima crawl outta window get good say gotta bounc honestli alway let know hangin nineteen act twentyf knee weak talk pretti fli wow rip jean cup take music aint loud trade drink dont even know save til parti kiss seat rover real sweet wish sober wish sober wish wish wish sober wish sober wish wish wish wish wish wish sober wish wish wish wish wish oh wish sober nineteen act twentyf knee weak talk pretti fli wow rip jean cup take music aint loud trade drink dont even know save til parti kiss seat rover real sweet wish sober,"20,432,062"
40,generation why,conan gray,2017,Pop/indie Pop,whi whi whi whi whi whi whi whi whi whi whi wa key car park radium lawn suburbian mom call friend let meet ten go wherev want caus one care gone thi town dont got much havent got much lose wanna rot room like alway talk fast grew big dream wont pursu get car laugh til turn blue caus helpless selfish one kind millennium kid wanna die walk street light insid eye worthless curs much time get troubl lose mind someth ive heard million time life gener whi parent think fast asleep soon home sneak window caus thi rate earth decay world end noon could move moon thi town dont got much havent got much lose wanna leav everyon thi place good caus helpless selfish one kind millennium kid wanna die walk street light insid eye worthless curs much time get troubl lose mind someth ive heard million time life gener whi whi whi whi whi whi whi whi whi whi livin night night whi whi whi whi whi whi whi whi whi sinc bound die oh whi whi whi whi whi whi whi whi whi oh use tri whi whi whi whi whi whi whi whi whi exactli whi helpless selfish one kind millennium kid wanna die walk street light insid eye worthless curs much time get troubl lose mind someth ive heard million time life gener whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi whi,"36,071,739"
41,people watching,conan gray,2018,Pop/indie Pop,wasnt funni laugh hard almost cri theyr count month theyv togeth almost 49 make fun act round holiday wear ring tell peopl theyr engag met class metaphys philosophi tell hi friend like caus much smarter theyr talk futur 4 im happi im happi wanna feel love emot attach person im hold someday ill fall without caution im onli peopl watch im onli look live vicari ive never realli love serious dream hous behind picket fenc next one choos trust hope use common sens cut peopl like tag cloth end alon still keep hope wanna feel love emot attach person im hold someday ill fallin without caution im onli peopl watch cut peopl like tag cloth end alon still keep hope wont scare let someon know life feel monoton still keep hope cut peopl like tag cloth feel end alon still keep hope love emot wont scare let someon know feel life feel monoton still keep hope love emot feel love emot wanna feel love emot attach person im hold someday ill fall without caution im onli peopl watch,"19,481,558"
42,crush culture,conan gray,2018,Pop/indie Pop,god dont look phone one gonna call quit check volum crush dont care im forev alon im fall caus thi babi loveproof cultur dont care sayin dont wanna particip game manipul crush dont want sympathi thi love suffoc let sad lone caus crush cultur make wanna spill gut know doin tri get pursu crush cultur make wanna spill gut spill gut spill gut oh dont look eye caus get kiss forget crush feedin beauti lie hide bathroom til find someon els new cultur dont care say dont wanna particip game manipul crush dont want sympathi thi love suffoc let sad lone caus crush cultur make wanna spill gut know doin tri get pursu ya crush cultur make wanna spill gut spill gut spill gut shut damn mouth talk loud one care two made im sick kiss cult crush cultur make wanna spill gut know doin tri get pursu ya crush cultur make wanna spill gut spill gut spill gut crush cultur make wanna spill gut know doin tri get pursu ya crush cultur make wanna spill gut spill gut spill gut,"24,540,147"
43,overdrive,conan gray,2021,Pop/indie Pop,onli met weekend said im catch feel oh guess lie dive deep end cant think reason take time oh noth let trust night hoo hoo hoo hoo burn street left right left right dont wanna see red light red light fast lane beat go tenfiv tenfiv right next feel heat go overdr go overdr yeah yeah know stranger im like danger dont know dont give fuck label throw dice tabl let roll oh noth let trust night hoo hoo hoo hoo burn street left right left right dont wanna see red light red light fast lane beat go tenfiv tenfiv right next feel heat go overdr go overdr yeah noth let trust night night noth ride die hoo hoo hoo hoo burn street left right left right dont wanna see red light red light fast lane beat go tenfiv tenfiv right next feel heat go overdr go overdr yeah go overdr go overdr yeah,"12,875,504"
44,idle town,conan gray,2017,Pop/indie Pop,thi town never chang peopl come go speed road doubt day ani place far away never learn anybodi name vow wouldnt stay kiss sign interst sit wait idl town idl town yeah invent littl game idl town light stadium fade idl town make life spin arcad idl town curfew midnight watch sunris watch sunris watch sun springtim air thin get antsi theyr notic everybodi parti watch star ice cream kick seventh gear breath atmospher dont even need sip beer feel idl town idl town yeah invent littl game idl town light stadium fade idl town make life spin arcad idl town curfew midnight watch sunris watch sunris watch sun watch sunris blink red eye sore mind airplan keep fli cri caus theyv never even touch sky theyll never even touch sky yeah invent littl game idl town everybodi tri escap idl town kill time yellow cafe idl town curfew midnight idl town yeah think well okay idl town idl town stay stay idl town everyon love thi place idl town curfew midnight watch sunris,"21,652,024"
45,heather,conan gray,2020,Pop/indie Pop,still rememb third decemb sweater said look better onli knew much like watch eye walk sight sore eye brighter blue sky got mesmer die whi would ever kiss im even half pretti gave sweater polyest like better wish heather watch stand hold hand put arm round shoulder im get colder could hate angel kinda wish dead walk sight sore eye brighter blue sky got mesmer die whi would ever kiss im even half pretti gave sweater polyest like better wish heather wish heather oh oh wish heather whi would ever kiss im even half pretti gave sweater polyest like better wish,"152,746,405"
46,side to side,ariana grande feat nicki minaj,2016,Pop/R&B,ive night ariana ive day nicki minaj boy got walkin side side let hoe know im talkin ya see stand bodi feel like wanna rock bodi dont gotta think bout nothin bout nothin im comin ya caus know got bad reput doesnt matter caus give temptat dont gotta think bout nothin bout nothin friend keep talkin way much say give cant hear caus ive night ive day boy got walkin side side ive night ive day boy got walkin side side side side tryna hide babi gonna hurt dont know makin everybodi think solo long know got got boy got ya caus tonight im make deal devil know gonna get troubl long know got friend keep talkin way much say give cant hear caus ive night ive day boy got walkin side side side side ive night night babi ive day day babi boy got walkin side side side side thi new style fresh type flow wrist icicl ride dick bicycl come true yo get thi type blow wanna menag got tricycl bitch flow minim bodi smoke call young nicki chimney rapper feel caus feelin uh ii give zero fuck got zero chill kiss cop blue box say tiffani curri shot tell em call stephani gun pop make gum pop im queen rap young ariana run pop friend keep talkin way much say give cant hear caus ive night ive day boy got walkin side side side side ive night night babi ive day day babi boy got walkin side side side side thi new style fresh type flow wrist icicl ride dick bicycl come true yo get thi type blow wanna menag got tricycl,"2,169,111,680"
47,7 rings,ariana grande ,2019,Pop/R&B,breakfast tiffani bottl bubbl girl tattoo like get troubl lash diamond atm machin buy favorit thing yeah bad shit sad bitch would thought itd turn savag rather tie call string write check like write sing yeah yeah wrist stop watchin neck flossi make big deposit gloss poppin like hair gee thank bought see like want got yeah want got want got want got want got like hair gee thank bought see like want got yep wearin ring aint gon mr bought match diamond six bitch id rather spoil friend rich think retail therapi new addict whoever said money cant solv problem must enough money solv em say one say nah want em happi price redbottom smile beamin yeah skin gleamin gleamin way shine know youv seen youv seen bought crib closet closet hi want got yeah want got want got want got want got babi like hair gee thank bought oh yeah see like want got yep yeah receipt lookin like phone number aint money wrong number black card busi card way settin tone dont mean brag like put bag yeah see rack stack like ass yeah shoot go store booth make back one loop gimm loot never mind got juic nothin net shoot look neck look jet aint got enough money pay respect aint budget im set like get yeah want got want got oh yeah yeah want got want got oh yeah yeah like hair gee thank bought see like want got see yep,"1,334,107,583"
48,into you,ariana grande ,2016,Pop/R&B,im bare breath wanna fall deep close aint close enough til cross line hey yeah name game play ill roll dice hey oh babi look start temperatur rise thi gonna happen wait wait make move ooh ooh befor make move ooh ooh babi come light mayb ill let littl bit danger babi want littl less convers littl touch bodi caus im got everyon watchin us babi let keep secret littl bit scandal babi dont let see littl less convers littl touch bodi caus im ooh yeah thi could take time hey made mani mistak better get thi right right babi oh babi look start temperatur rise thi gonna happen wait wait make move ooh ooh befor make move ooh ooh babi come light mayb ill let littl bit danger babi want littl less convers littl touch bodi caus im got everyon watchin us babi let keep secret littl bit scandal babi dont let see littl less convers littl touch bodi caus im caus im tell came caus cant cant wait im edg control need need know know oh yeah babi come light light mayb ill let littl bit danger danger babi want want littl less convers littl touch bodi caus im got everyon watchin us watchin us babi let keep secret littl bit scandal scandal babi dont let see littl less convers littl touch bodi caus im come light come light babi littl danger littl danger babi littl less convers littl touch bodi caus im,"1,021,752,019"
49,thank u next,ariana grande ,2018,Pop/R&B,thought id end sean wasnt match wrote song ricki listen laugh even almost got marri pete im thank wish could say thank malcolm caus wa angel one taught love one taught patienc one taught pain im amaz say ive love ive lost see look got look taught say thank next next thank next next thank next im grate ex thank next next thank next next thank next next im spend time friend aint worri bout nothin plu met someon els havin better discuss know say move fast thi one gon last caus name ari im good good taught love love taught patienc patienc handl pain pain amaz yeah amaz ive love ive lost yeah yeah see yeah yeah caus look ive found yeah yeah aint need search say thank next thank next thank next thank next thank next thank im grate ex thank next thank next thank next said thank next thank next next im grate ex thank next thank next thank next im one day ill walk aisl hold hand mama ill thank dad caus grew drama onli wanna onc real bad gon make last god forbid someth happen least thi song smash song smash ive got much love love got much patienc patienc ive learn pain pain turn amaz turn amaz ive love ive lost yeah yeah see yeah yeah caus look ive found yeah yeah aint need search ill say thank next thank next thank next thank next thank next im grate ex thank next thank next thank next said thank next thank next next im grate ex thank next thank next thank next yeah yee thank next thank next thank next yeah yee,"784,948,463"
50,dangerous woman,ariana grande ,2016,Pop/R&B,oh yeah dont need permiss made decis test limit caus busi god wit start finish dont need hold take control thi kind moment im lock load complet focus mind open got skin skin oh god dont stop boy somethin bout make feel like danger woman somethin bout somethin bout somethin bout make wanna thing shouldnt somethin bout somethin bout somethin bout nothin prove im bulletproof know im way movin like introduc us new thing wanna savor save later tast flavor caus im taker caus im giver onli natur live danger got skin skin oh god dont stop boy oh yeah somethin bout make feel like danger woman somethin bout somethin bout somethin bout make wanna thing shouldnt somethin bout somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid somethin bout somethin bout somethin bout make feel like danger woman somethin bout somethin bout somethin bout make wanna thing shouldnt somethin bout somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid know im feel insid babi somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid somethin bout somethin bout somethin bout somethin bout somethin bout yeah somethin bout boy yeah somethin bout boy yeah somethin bout boy somethin bout somethin bout somethin bout,"706,462,145"
51,position,ariana grande ,2020,Pop/R&B,heaven sent im hopin dont repeat histori boy im tryna meet mama sunday make lotta love monday ahah never need one els babe caus ill switchin posit cookin kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin perfect perfect good true good true get tire runnin fuck im runnin wit said boy im tryna meet mama sunday make lotta love monday ahah never need one els bab_ caus ill switchin posit ah cookin th_ kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin cookin kitchen im bedroom bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin thi shit usual dont yeah kinda kinda want caus im im yeah im switch posit thi shit yeah usual dont dont kinda kinda want caus im switchin posit cookin kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin cookin kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin yeah ah yeah ah ah yeah,"541,089,957"
52,god is woman,ariana grande ,2018,Pop/R&B,love move love touch one said done youll believ god woman feel midnight feelin cant fight one linger done youll believ god woman dont wanna wast time yeah aint got onetrack mind yeah ani way like yeah tell know know want aint nobodi els relat boy like aint afraid babi lay let pray im tellin way like want thing told yeah tri come keep flourish yeah see univers im compani love move love touch one said done youll believ god woman feel midnight feelin cant fight one linger done youll believ god woman ill tell thing know babi take hand save soul make last take slow hmm tell know know want yeah differ rest boy confess might get bless see deserv come next im tellin way like want thing told yeah tri come keep flourish yeah see univers im compani love move love touch one said done youll believ god woman feel midnight feelin cant fight one linger done youll believ god woman yeah yeah yeah yeah god woman yeah one one said done youll believ god woman youll believ god god woman oh yeah god woman yeah one linger done youll believ god woman,"392,973,256"
53,one last time,ariana grande ,2015,Pop/R&B,wa liar gave fire know shouldv fought least im honest feel like failur caus know fail shouldv done better caus dont want liar know know know give everyth boy couldnt give know know know got everyth got noth without one last time need one take home one time promis ill let go babi dont care got heart realli care wake arm one last time need one take home dont deserv know dont deserv stay minut swear ill make worth cant forgiv least temporarili know thi fault shouldv care know know know give everyth boy couldnt give know know know got everyth got noth without babi one last time need one take home one time promis ill let go babi dont care got heart realli care wake arm one last time need one take home know shouldv fought least im honest yeah stay minut swear ill make worth babe caus dont wanna without ya one last time need one take home babe one time promis ill let go babi dont care got heart babe realli care wake arm one last time need one take home yeah one last time need one take home,"363,535,925"
54,mean it,lany lauv,2017,Pop/Alternative,small talk convers look make impati cant tell think pleas tell think last night fine tell chang mind chang mind caus im im im call answer would text feel like feel right im im im fall faster look heart doubt dont kiss right dont tell need dont show hous caught feel dont run round round dont build let let hey dont mess head dont tell fall feet still ledg im breath babi dont run round round dont kiss dont kiss right lip leav dont mean oh yeah know youv got palm hand love hand ohh yeah onli let hold cant yeah dont understand caus im im im call answer would text feel like feel right im im im fall faster look heart doubt dont kiss right dont tell need dont show hous caught feel dont run round round dont build let let hey dont mess head dont tell fall feet still ledg im breath babi dont run round round dont kiss dont kiss right lip leav dont mean hurri home let never leav hous dont mean let stay bed friend go dont mean whi let word come mouth dont mean youv stare heart doubt dont kiss right dont tell need dont show hous caught feel dont run round round dont build let let hey dont mess head dont tell fall feet still ledg im breath babi dont run round round dont kiss dont kiss right lip leav dont mean,"86,467,742"
55,super far,lany,2018,Pop/Alternative,night mind got think wanna stay give reason dont think dont think im love someon im sure love someon back way love dont think dont think dont mean wanna go leav leav heart alon wake noth super far home watch fall asleep night lay got beg affect roll eye broken ive enough thi love dont want give time cmon babe ten month know know know want dont think dont think make work hurt ill go show care god hope dont think dont mean good im gonna need littl wake noth super far home watch fall asleep night lay got beg affect roll eye broken ive enough thi love dont want friend keep say im way good heart invest dont wanna face truth im happi know still dont even tri broken ive enough thi love dont want wake noth super far home watch fall asleep night lay got beg affect roll eye broken ive enough thi love dont want friend keep say im way good heart invest dont wanna face truth im happi know still dont even tri broken ive enough thi love dont want,"82,600,543"
56,malibu nights,lany,2019,Pop/Alternative,reason rhyme found blindsid feel ive never known im deal phone quiet wall bare drink sleep care one even ha know im deal got way much time thi hurt somebodi help get wors broken heart onc light fade everyth dark way much whiskey blood feel bodi give hold anoth night thi time yeah heavi thought get late put fragil state wish wasnt go home deal im pray enough im done dont believ love learn let go deal got way much time thi hurt somebodi help get wors broken heart onc light fade everyth dark way much whiskey blood feel bodi give hold anoth night thi time yeah drive circl street light noth seem clear mind cant forget get thi head drive chase malibu night noth seem heal mind cant forget got way much time thi hurt somebodi help get wors broken heart onc light fade everyth dark way much whiskey blood feel bodi give hold anoth night thi time yeah drive circl street light noth seem clear mind cant forget get thi head drive chase malibu night noth seem heal mind cant forget get thi head drive chase malibu night hey hey nana oh yeah,"78,828,497"
57,thick and thin,lany,2017,Pop/Alternative,late night eye fell floor im tri make sens lose patienc hand talk wont stop go war heat moment think broken could see whole life babi got think im crazi caus door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin cant sleep cant eat mind mess think happi last weekend good time howd forget wa best friend yeah rememb said could see whole life babi got think im crazi caus door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin thought youd thick thin thought youd thick thin thought youd thick thin said youd everyth said youd back anyth said youd everyth said youd back anyth door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin said youd everyth said youd back anyth said youd everyth said youd back anyth,"32,668,917"
58,good girls,lany,2018,Pop/Alternative,danc line danger love could break overnight one like us insati insan equal exchang danc light canyon sun race everi wave go north 1 promis make still havent chang babi come back know way around heart dont start think thing kinda chang theyr differ know better noth better built togeth home find back california sleep light wont come turn come turn come turn come turn make love west side town could draw line top ground im selfless drunk could throw away caus want took littl time let em talk much good girl dont exist expect thi babi come back know way around heart dont start think thing kinda chang theyr differ arey know better noth better built togeth home find back california sleep light wont come turn come turn come turn come turn oohoohooh oohoohooh oohoohooh oohoohooh babi come back know way around heart dont start think thing kinda chang theyr differ know better noth better built togeth home find back california sleep light wont come turn oohoohooh come turn oohoohooh come turn oohoohooh come turn oohoohooh,"35,132,192"
59,i dont wanna love you anymore,lany,2018,Pop/Alternative,use love sheet dark hair white miss watch get dress hazi bedroom light took coupl week last night final cri rememb us london chocol cover eye sick stare ceil howd chang mind like onli way get past thi feel tell comingback dont wanna love anymor dont wanna love anymor start never thought id say thi befor dont wanna love anymor got letter frame still shelf one left bed town sick stare ceil howd chang mind like onli way get past thi feel tell come back dont wanna love anymor dont wanna love anymor start never thought id say thi befor dont wanna love anymor dont wanna love anymor dont wanna love anymor cant forget way felt walk door dont wanna love anymor sometim wanna talk minut cant bring call becaus know heart realli whatev gone sometim wanna talk minut cant bring call becaus know heart realli whatev gone dont wanna love anymorei dont wanna love anymor start never thought id say thi befor dont wanna love anymor dont wanna love anymor talk minut dont wanna love anymor cant forget way felt walk door dont wanna love anymor,"24,586,082"
60,thru these tears,lany,2018,Pop/Alternative,thi hurt like hell keep tell gonna get better take forev tri go everi time leav hous someth remind meof behind everi day let go littl bit morein end im gonna alright might take hundr sleepless night make memori disappear right cant see noth tear control thought convinc loss realli mean im start believ caus everi day let go littl bit end im gonna alright might take hundr sleepless night make memori disappear right cant see noth tearsout sight mind might take somebodi els night make feel like never right cant see noth tear said wa got closer cri shoulder goodby end im gonna alright might take hundr sleepless night make memori disappear right cant see noth tear sight mind might take somebodi els nightto make feel like never right cant see noth tear drive home empti highwayi thought hit brake wa clear right cant see noth tear,"21,817,039"
61,ilysb,lany,2014,Pop/Alternative,aint never felt thi way cant get enough stay like got big plan let drive around town hold hand need know onli one alright alright need know keep night night oh heart hurt good love babe bad bad oh oh heart hurt goodi love babe bad bad mad cool cloth mad warm get close slow danc summer night disco ball kitchen light need know nobodi could take place place need know im hella obsess face face oh heart hurt good love babe bad bad oh oh heart hurt good love babe bad bad oh oh heart hurt good love babe bad bad oh need know onli one alright alright need know keep night night oh heart hurt good love babe bad bad oh oh heart hurt good love babe bad bad ohso bad oh oh heart hurt oh heart hurt oh heart hurt bad oh,"45,121,913"
62,you,lany,2015,Pop/Alternative,like water desert imposs find found wa broken put back togeth gave life like flower concret beauti rare gave hope wa empti walk fire sun moon ocean paint blue im noth without without without like angel nightmar open eye look wrong place one need thi whole time sun moon ocean paint blue im noth without without without light dark arrow heart im noth without oh oh im noth without oh oh im noth without oh oh im noth without im noth without im noth without im noth without im noth without air lung vein blood yeah im noth without sun moon ocean paint blue im noth without without without light dark arrow heart im noth without oh oh im noth without oh oh im noth without oh oh im noth without,"17,028,197"
63,good guys,lany,2019,Pop/Alternative,wanna call tell feel might scare away get real wont text back coupl hour realli wanna bring flower im gonna hold hand ask wanna danc take home know wanna give everyth show im southern gentleman wanna let good guy good guy never win wanna one call anyth need anyth wanna let good guy good guy never win stay late dont hear back alway wonder youv dont ask one want dont wanna share talk someon els act like dont care im gonna hold hand ask wanna danc take home know wanna give everyth show im southern gentleman wanna let good guy good guy never win wanna one call anyth need anyth wanna let good guy good guy never win im gonna play cool til know want im gonna play cool til know want wanna give everyth show im southern gentleman wanna let good guy good guy never win wanna one call anyth need anyth wanna let good guy good guy never win im gonna play cool til know want im gonna play cool til know want im gonna play cool til know want,"10,681,138"
64,i always wanna die sometimes,the 1975,2018,Pop/Rock,bet thought life would chang sat train memori sceneri thing said never realli meant build high say goodby becaus death wont happen happen famili friend pretend alway wanna die sometim alway wanna die sometim win lose sing blue point buy concretesho refus alway wanna die sometim alway wanna die sometim alway wanna die oh geographi face collaps entropi hardli speak tri noth squeak video live room small cant surviv tri alway wanna die sometim alway wanna die alway wanna die alway wanna die alway wanna die alway wanna die alway wanna die alway wanna die sometim sometim sometim sometim sometim alway wanna die alway wanna die alway wanna die alway wanna sometim,"14,981,476"
65,somebody else,the 1975,2016,Pop/Rock,heard found somebodi els first thought wa lie took thing make sound rest without dont want bodi hate think somebodi els love ha gone cold intertwin soul somebodi els im look look phone leav somebodi els dont want bodi im pictur bodi somebodi els dont want bodi dont want bodi dont want bodi dont want bodyi dont want bodi dont want bodi dont want bodi dont want bodi cmon babi know thi aint last time ill see face cmon babi know said youd find someon take place dont believ got caus gonna keep everi time start believ anyth say im remind gettin dont want bodi hate think somebodi els love ha gone cold intertwin soul somebodi els im look look phone leav somebodi els dont want bodi im pictur bodi somebodi els dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi get someon love get someon need fuck get money cant give soul caus never alon get someon love get someon need fuck get money cant give soul caus never alon get someon love get someon need fuck get money cant give soul caus never alon get someon love get someon need fuck get money cant give soul caus never alon dont want bodi hate think somebodi els love ha gone cold intertwin soul somebodi els im look look phone leav somebodi els dont want bodi im pictur bodi somebodi els,"80,468,550"
66,robbers,the 1975,2013,Pop/Rock,face straight magazin god onli know youll never leav balaclava start chafe get hi gun beg babe stay stay stay stay stay ill give one time well give one fight said one line know never shoot youll never know never eat youll never grow youv got pretti kind dirti face leav home beg stay stay stay stay stay ill give one time well give one fight said one line therel riot caus know well youv got gun much harder polic come ill shoot ask take mask youd find everyth gone wrong everybodi dead theyr drive past old school got hi gun got hi suit say babe look cool look cool look coolyou look cool look cool look cool,"93,713,251"
67,300 am,finding hope,2017,Electronic/Ambient,babi 300 mind first time weve gone thi want cant help think could babi could tell babi could tell could tell much care im despair still tell tell make thi work make thi work caus babi find way im sure thi love wont stray give chanc say love need stay fade away like everi day reason lie awak babi 300 mind first time weve gone thi want cant help think could babi could tell babi could tell could tell much care im despair still tell tell make thi work make thi work oh oh,"81,088,998"
68,love,finding hope,2017,Electronic/Ambient,love ooh ive said befor ill say wish friend know love way dress know love style everi moment im cant help smile ive thought befor ill think stop play pretend wish would make mind let love well alright know cant keep chase dont feel way feel know cant keep chase babe case know love ooh,"24,663,033"
69,paths,finding hope,2017,Electronic/Ambient,static radio miss exit mile ago life feel like lone road im noth like wa befor push pull make point fall away onli found disappoint wild blue sky cant escap broken path lead back cant accept thought fade came home even though could move know hope came home cant far long everi path lead back back back back back back back back im everi influenc thi aint make ani sens smoke fall heavi thi room blank face anxieti im miss came home even though could move know hope came home came home cant far long everi path lead back back back back back back back back gotta gotta get back lover noth gotta gotta get back lover noth noth,"439,929"
70,where,finding hope,2017,Electronic/Ambient,see whi wa left cuz im like child feel lost empti see eye like im stand limbo onli tell whi instead guess thi window go go babi shouldv known shouldv known late youv act real funni keep someth go come go go go go go go go go go go go go go go end night wish could hear voic thi kill insid wish could choic feel alway right id rejoic girl ive got noth hide onli could make nois go go babi shouldv known known late youv act real funni keep someth goin come go go go go go go go go go go go go go go go go babi youv act real funni go keep someth go go,"3,715,477"
71,without you,finding hope,2020,Electronic/Ambient,thi feel like lone though im afraid know wont without im far home im sure go never want hurt want hurt left cold feel like lone though im afraid know okay without im far home im sure go never want hurt want hurt left cold,"35,246,396"
