number,song name,artist,year,genre,lyrics,view record
21,Out of the Woods ,taylorswift,2014,popelectropop,lookseemsimplliecouchremembtookpolaroidusdiscovdiscovrestworldwablackwhitescreamcolorremembthinkwoodyetwoodyetwoodyetwoodclearyetclearyetclearyetclearyetgoodwoodyetwoodyetwoodyetwoodclearyetclearyetclearyetclearyetgoodwoodlooklastdecemblastdecembbuiltfallapartfallbacktogethbacktogethoohnecklachangnecknightcouldntquitforgetdeciddecidmovefurniturcoulddancbabilikestoodchanctwopaperairplanfliflifliremembthinkwoodyetwoodyetwoodyetwoodclearyetclearyetclearyetclearyetgoodwoodyetwoodyetwoodyetwoodclearyetclearyetclearyetclearyetgoodwoodremembhitbrakesoontwentistitchhospitroomstartcribabisuncamewalookremembcouldnttakeheatwalksaidimsetfreemonsterturntreesuncamelooklookohlookwoodyetwoodyetwoodyetwoodremembclearyetclearyetohremembwoodyetwoodyetyeahwoodyetwoodclearyetclearyetclearyetclearyetgoodwoodyetwoodyetwoodyetwoodclearyetyeahclearyetyeahclearyetclearyetgoodwoodyetwoodyetwoodyetwoodclearyetclearyetclearyetclearyetgoodwoodyetwoodyetwoodyetwoodclearyetclearyetclearyetclearyetgood,"196,733,304"
22,Enchanted ,taylorswift,2010,popcountry,watonightforclaughterfakesmileoldtireloneplacewallinsincershifteyevacancvanishsawfacesaywaenchantmeeteyewhispermetcrossroomsilhouettstartmakewayplayconversstartcounterquickremarklikepassnotesecreciwaenchantmeetsaywaenchantmeetthinightsparkldontletgoimwonderstruckblushwayhomeillspendforevwonderknewwaenchantmeetlingerquestionkept2lovewondertilimwideawakimpacebackforthwishdooridopenwouldsayheywaenchantmeetknowwaenchantmeetthinightsparkldontletgoimwonderstruckblushwayhomeillspendforevwonderknewthinightflawlessdontletgoimwonderstruckdancaroundalonillspendforevwonderknewwaenchantmeetthipraythiwaverifirstpagestorilineendthoughtechonameseewordheldbackwaleavsoonwaenchantmeetpleasdontlovesomeonelspleasdontsomebodiwaitpleasdontlovesomeonelspleasdontsomebodiwaitthinightsparkldontletgoimwonderstruckblushwayhomeillspendforevwonderknewthinightflawlessdontletgoimwonderstruckdancaroundalonillspendforevwonderknewwaenchantmeetpleasdontlovesomeonelspleasdontsomebodiwait,"129,821,421"
23,Ivy,taylorswift,2020,alternativeindie,oneknowidmeetspiritmeetbonefaithforgottenlandsnowtouchbroughtforthincandescglowtarnishgrandoldwidowgoestoneeveridaydontsitwaitgrievliveohgoddamnpainfitpalmfreezhandtakeminepromisanothohcantstopputrootdreamlandhousstoneivigrowimcoverwishknowfatalflawmakelongmagnificcursroomopaleyewishseewantonliohgoddamnpainfitpalmfreezhandtakeminepromisanothohcantstopputrootdreamlandhousstoneivigrowimcovercloverbloomfieldspringbreakloostimenearwouldfounduscrescentmooncoastclearspringbreakloosdoefeargonnaburnthihousgroundoneknowidlivediemomentstolebegborrowtimetellrundaresitwatchwellbecomdrinkhusbandwineohgoddamnpainfitpalmfreezhandtakeminepromisanothohcantstopputrootdreamlandhousstoneivigrowimcoverimcoveryeahfiregoddamnblazedarkstartstartyeahwargoddamnfightlifestartstartohcantstopputrootdreamlandhousstoneivigrowimcoverimcover,"13,888,836"
24,Style,taylorswift,2014,pop,midnightcomepickheadlightlongdrivecouldendburnflameparadisfadeviewohsincevenheardheardtellleavcausknowexactlileadwatchusgoroundroundtimegotjamedeandaydreamlookeyegotredlipclassicthinglikegocrashcomebackeveritimecausnevergostylenevergostylegotlonghairslickbackwhitetshirtgotgoodgirlfaithtightlittlskirtgocrashcomebackeveritimecausnevergostylenevergostylegoecantkeephiwildeyeroadmmtakehomelighttakehicoatmmyeahsayheardohyouvgirlgirlsayheardtruecantstopthinkinboutsaidivetimecausgotjamedeandaydreamlookeyegotredlipclassicthinglikegocrashcomebackeveritimecausnevergostylenevergostylegotlonghairslickbackwhitetshirtgotgoodgirlfaithtightlittlskirttightlittlskirtgocrashcomebackeveritimecausnevergostylenevergonevergostyletakehometakehomeyeahtakehomeohwhoaohstyleohgotjamedeandaydreamlookeyegotredlipclassicthinglikemgocrashgocomebackeveritimecausnevergostylenevergostyle,"810,083,507"
25,Seven,taylorswift,2020,alternativeindie,pleaspicturtreehitpeaksevenfeetswingcreekwascarejumpwahighskypennsylvaniastillbeautithingsweetteasummercrossheartwonttellthoughcantrecalfacestillgotlovebraidlikepatternlovemoonsaturnpasslikefolksonglovelastlongivemeantellthinkhoushauntdadalwaymadmustwhithinkcomelivepiratwontcrihideclosetlikefolksonglovepasspleaspicturweedbeforlearncivilusescreamferocianitimewantsweetteasummercrossheartwonttellthoughcantrecalfacestillgotlovepackdollsweaterwellmoveindiaforevpasslikefolksonglovelastlong,"18,617,946"
26,Cowboy Like Me,taylorswift,2019,alternativeindie,tennicourtwacovertentlikthingaskdancsaiddancdangergameohthoughtthigonnaonethingknowimnevergonnaloveivegottricksleevtakeoneknowonecowboylikeneverwantlovefancicarimwaitphonelikeimsitairportbartricksleevtakeoneknowonecowboylikeperchdarktellrichfolkanythwannahearlikecouldlovecouldwayforwardonlipaybanditlikeeyefullstarhustlgoodlifeneverthoughtidmeetcouldlovecouldwayforwardknowillpaycowboylikeperchdarktellrichfolkanythwannahearlikecouldlovecouldwayforwardonlipaybanditlikeeyefullstarhustlgoodlifeneverthoughtidmeetcouldlovecouldwayforwardknowillpayskeletonclosetplothardfuckthioldmeniveswindlreallibelievwaoneladilunchstoripasstownwabeforlockhangliplikegardenbabylonbootbeneathbedforevsweetestconivetricksleevtakeoneknowonecowboylikeimnevergonnaloveimnevergonnalovemmmmohohimnevergonnalove,"10,349,049"
27,Bigger than the Whole Sky,taylorswift,2022,popcountry,wordappearbeforaftermathsaltstreameyeeareverisinglthingtouchbecomsicksadcausseagoodbygoodbygoodbybiggerwholeskyshorttimeivegotlotpineivegotlotlivewithoutimnevergonnameetcouldvwouldvshouldvcouldvwouldvbirdflapwingasiaforctakebecausdidntprayeverisinglthingcomehaturnashcausmeantillsayworddontbelievgoodbygoodbygoodbybiggerwholeskyshorttimeivegotlotpineivegotlotlivewithoutimnevergonnameetcouldvwouldvshouldvcouldvwouldvshouldvcouldvwouldvcouldvwouldvcouldvwouldvcouldvwouldvgoodbygoodbygoodbybiggerwholeskyshorttimeivegotlotpineivegotlotlivewithoutimnevergonnameetcouldvwouldvshouldv,"7,380,088"
28,Fifteen,taylorswift,2008,pop,takedeepbreathwalkdoormorninverifirstdaysayhifriendaintseentristayeverybodiwayfreshmanyeargonnanextfouryearthitownhopinoneseniorboywinksayknowhaventseenaroundbeforcaus15someboditelllovegonnabeliev15feelinlikenothinfigurwellcounttentakethilifebeforknowgonna15sitclassnextredheadnameabigailsoonenoughbestfriendlaughingirlthinktheyrcoolwellouttasoonverifirstdategotcarfeelinlikeflyinmamawaitinthinkinonedancinroundroomnightendnightendcaus15someboditelllovegonnabeliev15firstkissmakeheadspinroundwelllifeyoullthinggreaterdateboyfootbalteamdidntknow15wantwawantwishcouldgobacktellknowbacksworewagonnamarrisomedayrealizbiggerdreammineabigailgaveeverythboychanghimindcricaus15someboditelllovegonnabeliev15dontforgetlookbeforfallivefoundtimehealanythmightfindsupposdidntknowwasuppos15lalalalalalalalalalalalalalalalalalalalalalalalalalaverifirstdaytakedeepbreathgirltakedeepbreathwalkdoor,"166,774,842"
29,Cruel Summer,taylorswift,2020,popelectropop,feverdreamhighquietnightknowcaughtbadbadboyshinitoypriceknowboughtkillslowwindowimalwaywaitwaitdevilrolldiceangelrolleyedoesntkillmakewantnewshapebodibluefeelivegotoohwhoaohcruelsummercooltellemrulebreakablheavenoohwhoaohcruelsummerhangheadlowglowvendmachinimdiesaywellscrewtritimetricutheadlightsummerknifeimalwaywaitcutbonedevilrolldiceangelrolleyebleedyoulllastknowohnewshapebodibluefeelivegotoohwhoaohcruelsummercooltellemrulebreakablheavenoohwhoaohcruelsummerimdrunkbackcarcrilikebabicomehomebarohsaidimfinewasnttruedontwannakeepsecretkeepsnuckgardengateeverinightsummersealfateohscreamwhatevworthloveaintworstthingeverheardlookgrinlikedevilnewshapebodibluefeelivegotoohwhoaohcruelsummercooltellemrulebreakablheavenoohwhoaohcruelsummerimdrunkbackcarcrilikebabicomehomebarohsaidimfinewasnttruedontwannakeepsecretkeepsnuckgardengateeverinightsummersealfateohscreamwhatevworthloveaintworstthingeverheard,"129,533,237"
30,Love story,taylorswift,2021,popcountry,youngfirstsawcloseeyeflashbackstartimstandbalconisummerairseelightseepartiballgownseemakewaycrowdsayhellolittlknoromeothrowpebbldaddisaidstayawayjulietwacristaircasbegpleasdontgosaidromeotakesomewheralonillwaitleftrunyoullprincillprincesslovestoribabisayyesneakgardenseekeepquietcausdeadknewcloseeyeescapthitownlittlohohcausromeowascarletletterdaddisaidstayawayjulieteverythwabegpleasdontgosaidromeotakesomewheralonillwaitleftrunyoullprincillprincesslovestoribabisayyeromeosavetheyrtritellfeelthilovedifficultrealdontafraidwellmakethimesslovestoribabisayyeohohohgottirewaitwonderevercomearoundfaithwafademetoutskirttownsaidromeosaveivefeelalonkeepwaitnevercomethiheaddontknowthinkkneltgroundpullringsaidmarrijulietyoullneveralonloverealliknowtalkdadgopickwhitedresslovestoribabisayyeohohohohohohohcausyoungfirstsaw,"705,661,625"
31,Blank space,taylorswift,2014,pop,nicemeetcouldshowincredthingmagicmadheavensinsawthoughtohgodlookfacelooklikenextmistaklovegamewannaplayaynewmoneysuittiereadlikemagazinaintfunnirumorfliknowheardheyletfriendimdieseethioneendgrabpassporthandmakebadguygoodweekendgonnaforevgonnagoflametellmmhighwaworthpaingotlonglistexlovtheylltelliminsancausknowloveplayerlovegamecausyoungrecklesswelltakethiwayfaritllleavbreathlessmmnastiscargotlonglistexlovtheylltelliminsanivegotblankspacebabiillwritenamecherrilipcrystalskycouldshowincredthingstolenkissprettiliekingbabiimqueenfindwantgirlmonthwaitworstyetcomeohscreamcriperfectstormmaketablturnrosegardenfillthornkeepsecondguesslikeohgodgetdrunkjealousiyoullcomebacktimeleavcausdarlimnightmardresslikedaydreamgonnaforevgonnagoflametellmmhighwaworthpaingotlonglistexlovtheylltelliminsancausknowloveplayerlovegamecausyoungrecklessohwelltakethiwayfaritllleavbreathlessmmohnastiscargotlonglistexlovtheylltelliminsaninsanivegotblankspacebabiillwritenameboyonliwantlovetorturdontsaydidntsaydidntwarnyaboyonliwantlovetorturdontsaydidntsaydidntwarnyagonnaforevgonnagoflametellhighwaworthpaingotlonglistexlovtheylltelliminsaniminsancausknowloveplayerlovegamecausyoungrecklesswelltakethiwayfaroohitllleavbreathlessmmnastiscarleavnastiscargotlonglistexlovtheylltelliminsanivegotblankspacebabiillwritename,"3,294,814,684"
32,Back to December,taylorswift,2010,popcountry,imgladmadetimeseelifetellfamilihaventseenyouvgoodbusiereversmalltalkworkweatherguardknowwhibecauslasttimesawstillburnbackmindgaveroseleftdiethiswallowinpridestandinfrontsayinimsorrinightgobackdecembtimeturnfreedomaintnothinmissinwishinidrealizmineidgobackdecembturnaroundmakealrightgobackdecembtimedayhaventsleepinstayinplayinbackleavinbirthdaypassdidntcallthinksummerbeautitimewatchlaughinpassengsiderealizlovefallcoldcamedarkdayfearcreptmindgavelovegavewagoodbythiswallowinpridestandinfrontsayinimsorrinightgobackdecembtimeturnfreedomaintnothinmissinwishinidrealizmineidgobackdecembturnaroundchangmindgobackdecembtimemisstanskinsweetsmilegoodrightheldarmseptembnightfirsttimeeversawcrimaybthiwishthinkinprobablmindlessdreaminloveswearidloverightidgobacktimechangcantchaindoorunderstandthiswallowinpridestandinfrontsayinimsorrinightgobackdecembturnfreedomaintnothinmissinwishinidrealizmineidgobackdecembturnaroundmakealrightidgobackdecembturnaroundchangmindgobackdecembtimetime,"318,466,277"
33,Safe & Sound,taylorswift,2011,folkcountry,remembtearstreamfacesaidillneverletgoshadowalmostkilllightremembsaiddontleavalondeadgonepasstonightcloseeyesungoyoullalrightonehurtcomemornlightillsafesounddontdarelookwindowdarleverythfirewaroutsiddoorkeeprageholdontothilullabievenmusicgonegonecloseeyesungoyoullalrightonehurtcomemornlightillsafesoundoohoohoohoohohwhoaohwhoaohwhoaohwhoaoohoohoohoohohwhoaohwhoacloseeyeyoullalrightcomemornlightillsafesoundoohoohoohoohoohoohoohoohoohoohoohooh,"202,350,892"
34,Shake It Off,taylorswift,2014,pop,staylategotnothinbrainpeoplsaymmmmpeoplsaymmmmgomanidatecantmakeemstayleastpeoplsaymmmmpeoplsaymmmmkeepcruisincantstopwontstopmovinlikegotthimusicmindsayingonnaalrightcausplayergonnaplayplayplayplayplayhatergonnahatehatehatehatehatebabiimgonnashakeshakeshakeshakeshakeshakeshakeoohoohoohheartbreakgonnabreakbreakbreakbreakbreakfakergonnafakefakefakefakefakebabiimgonnashakeshakeshakeshakeshakeshakeshakeoohoohoohnevermissbeatimlightninfeetdontseemmmmdontseemmmmimdancindancinillmakemovegomovegodontknowmmmmdontknowmmmmkeepcruisincantstopwontstopgroovinlikegotthimusicmindsayingonnaalrightcausplayergonnaplayplayplayplayplayhatergonnahatehatehatehatehatebabiimgonnashakeshakeshakeshakeshakeshakeshakeoohoohoohheartbreakgonnabreakbreakbreakbreakbreakfakergonnafakefakefakefakefakebabiimgonnashakeshakeshakeshakeshakeshakeshakeoohoohoohshakeshakeshakeshakeshakeshakeshakeshakeoohoohoohheyheyheythinkyouvgettinliardirtidirticheatworldcouldvgettinthisickbeatexmanbroughthinewgirlfriendlikeohgodimgonnashakefellahellagoodhairwontcomebabishakeshakeshakeyeahohcausplayergonnaplayplayplayplayplayhatergonnahatehatehatehatehatehatergonnahatebabiimgonnashakeshakeshakeshakeshakeshakeshakeoohoohoohheartbreakgonnabreakbreakbreakbreakbreakmmmmfakergonnafakefakefakefakefakefakefakefakebabiimgonnashakeshakeshakeshakeshakeshakeshakeoohoohoohshakeshakeshakeshakeshakeshakeshakeshakeoohoohoohshakeshakeshakeshakegotshakeshakeshakeshake,"3,359,729,829"
35,Cardigan,taylorswift,2020,alternativeindiefolk,vintagteebrandnewphonehighheelcobblestonyoungassumknownothsequinsmileblacklipsticksensualpolityoungassumknownothknewdancinlevidrunkstreetlightknewhandsweatshirtbabikissbetterfeltlikewaoldcardigansomeonbedputsaidwafavoritfriendfriendnonechasetwogirlloseoneyoungassumknownothinknewplayhideandseekgiveweekendknewheartbeathighlineonc20lifetimfeltlikewaoldcardigansomeonbedputsaidwafavoritkisscardowntownbarwaneeddrewstararoundscarimbleedincausknewsteppinlasttrainmarklikebloodstainknewtrichangendpeterlosewendiknewleavinlikefatherrunlikewateryoungassumknownothknewyoudlingerliketattookissknewyoudhauntwhatifsmellsmokewouldhangaroundthilongcauskneweverythwayoungknewidcurslongesttimechasinshadowgrocerilineknewyoudmissoncthrillexpiryoudstandinfrontporchlightknewyoudcomebackyoudcomebackyoudcomebackyoudcomebackfeltlikewaoldcardigansomeonbedputsaidwafavorit,"154,392,204"
36,Maniac,conangray,2019,popindiepop,friendpartialcoholkicksaidwantdeadshowhomealonshovelrosethinkimjokecauspeopllikealwaywantbackcantimpastknowturnbackratpacktellemimtrashtellfriendimcrazidrivemadimstalkerwatcherpsychopathtellhatedatelaughwhicalltellwantbackmaniacmaniacmaniacmaysayimmaniacmaniacmaysayimmaniacmaniacmaysayimwentfarwreckcarcallcridarkbreakheartshowplacerightawaywipetearfacebegstaywellpeopllikealwaywantbackcantimpastknowturnbackratpacktellemimtrashtellfriendimcrazidrivemadimstalkerwatcherpsychopathtellhatedatelaughwhicalltellwantbackmaniacmaniacmaniacmaysayimmaniacmaniacmaysayimmaniacmaniacmaysayimpsychopathdontdramatmagicmadetragicmanichonestliivelistenthinkneedgethelptellfriendimcrazidrivemadimstalkerwatcherpsychopathtellhatedatelaughwhicalltellwantbackmaniacmaniacmaniacmaysayimmaniacmaniacmaysayimmaniacmaniacmaysayim,"92,642,271"
37,Checkmate,conangray,2019,popindiepop,thinkfunnirightcalldrunklatenighttelltruthknowlieyeahthinkfunnirightthinksupersliflirttellminebuildinbuttercuplieimgonnaruinlifecausivegottentiregameplaytelllovethrowawaycririvertilldrownlakecausmaythinkwincheckmatyeahmaythinkwincheckmatthigetfunsawkisssomeonelstongusaidimonlionelovebabithigetfunillletthinkdateparkillplaysuperdumbholdhandoneimholdloadgunyeahbabirealliruncausivegottentiregameplaytelllovethrowawaycririvertilldrownlakecausmaythinkwincheckmatyeahmaythinkwincheckimagetgonecantplaylikepawnsetfirelawnlikeheartimawreckcarimawreckcarmaxcreditcardmaxcreditcardloverlargloverlarggonnawishneverharmcausivegottentiregameplaytelllovethrowawaycririvertilldrownlakecausmaythinkwincheckmatdamagimmakepayoneevergonnaloveanywaycausnarcissisttotalfakeyeahmaythinkwinthiheartbreakarentgonnawincauscheckmat,"9,986,286"
38,The story,conangray,2018,popindiepop,lettellstoriboygirlkindashortkindaboreendwhirlsixteenpeoplmeandidntlovethemselvtheyrgoneheadstonlawnwayoungerknewboyboybestfriendalwaywishcausloveoneanothneverdiscovcausafraidtheydsaymovedifferstateohimafraidwayworldworkaintfunniaintprettiaintsweetohimafraidwayworldworkthinkcouldworkwaitseeendstorisequelfriendparentevilmadebetworksavecouldrunawaywedbetterlifewarightwonderalrightohimafraidwayworldworkaintfunniaintprettiaintsweetohimafraidwayworldworkthinkcouldworkwaitseeendstoriokaymovialwayrunheadpeoplloverfriendhopegethappiendendohimafraidwayworldworkaintfunniaintprettiaintsweetohimafraidwayworldworkthinkcouldworkwaitseeendstori,"21,177,146"
39,Wish You Were Sober,conangray,2020,popindiepop,thipartishitwishcoulddipgoanywherdonttakehitdontkisslippleasdontdrinkbeerimacrawlouttawindowcausdontlikeanyonaroundkindahopefollowinthidefinitcrowdnineteenacttwentyfkneeweaktalkprettifliwowripjeancuptakemusicaintloudtradedrinkdontevenknowsavetilpartikissseatroverrealsweetwishsoberwishsoberwishwishwishsoberwishsobertriproadwalkhomekissdoorpullinclosebegstayimthirollercoastimacrawlouttawindowgetgoodsaygottabounchonestlialwayletknowhanginnineteenacttwentyfkneeweaktalkprettifliwowripjeancuptakemusicaintloudtradedrinkdontevenknowsavetilpartikissseatroverrealsweetwishsoberwishsoberwishwishwishsoberwishsoberwishwishwishwishwishwishsoberwishwishwishwishwishohwishsobernineteenacttwentyfkneeweaktalkprettifliwowripjeancuptakemusicaintloudtradedrinkdontevenknowsavetilpartikissseatroverrealsweetwishsober,"20,432,062"
40,Generation Why,conangray,2017,popindiepop,whiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwakeycarparkradiumlawnsuburbianmomcallfriendletmeettengowherevwantcausonecaregonethitowndontgotmuchhaventgotmuchlosewannarotroomlikealwaytalkfastgrewbigdreamwontpursugetcarlaughtilturnbluecaushelplessselfishonekindmillenniumkidwannadiewalkstreetlightinsideyeworthlesscursmuchtimegettroubllosemindsomethiveheardmilliontimelifegenerwhiparentthinkfastasleepsoonhomesneakwindowcausthirateearthdecayworldendnooncouldmovemoonthitowndontgotmuchhaventgotmuchlosewannaleaveveryonthiplacegoodcaushelplessselfishonekindmillenniumkidwannadiewalkstreetlightinsideyeworthlesscursmuchtimegettroubllosemindsomethiveheardmilliontimelifegenerwhiwhiwhiwhiwhiwhiwhiwhiwhiwhilivinnightnightwhiwhiwhiwhiwhiwhiwhiwhiwhisincbounddieohwhiwhiwhiwhiwhiwhiwhiwhiwhiohusetriwhiwhiwhiwhiwhiwhiwhiwhiwhiexactliwhihelplessselfishonekindmillenniumkidwannadiewalkstreetlightinsideyeworthlesscursmuchtimegettroubllosemindsomethiveheardmilliontimelifegenerwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhiwhi,"36,071,739"
41,People Watching,conangray,2018,popindiepop,wasntfunnilaughhardalmostcritheyrcountmonththeyvtogethalmost49makefunactroundholidaywearringtellpeopltheyrengagmetclassmetaphysphilosophitellhifriendlikecausmuchsmartertheyrtalkfutur4imhappiimhappiwannafeelloveemotattachpersonimholdsomedayillfallwithoutcautionimonlipeoplwatchimonlilooklivevicariiveneverrealliloveseriousdreamhousbehindpicketfencnextonechoostrusthopeusecommonsenscutpeoplliketagclothendalonstillkeephopewannafeelloveemotattachpersonimholdsomedayillfallinwithoutcautionimonlipeoplwatchcutpeoplliketagclothendalonstillkeephopewontscareletsomeonknowlifefeelmonotonstillkeephopecutpeoplliketagclothfeelendalonstillkeephopeloveemotwontscareletsomeonknowfeellifefeelmonotonstillkeephopeloveemotfeelloveemotwannafeelloveemotattachpersonimholdsomedayillfallwithoutcautionimonlipeoplwatch,"19,481,558"
42,Crush Culture,conangray,2018,popindiepop,goddontlookphoneonegonnacallquitcheckvolumcrushdontcareimforevalonimfallcausthibabiloveproofculturdontcaresayindontwannaparticipgamemanipulcrushdontwantsympathithilovesuffocletsadlonecauscrushculturmakewannaspillgutknowdointrigetpursucrushculturmakewannaspillgutspillgutspillgutohdontlookeyecausgetkissforgetcrushfeedinbeautiliehidebathroomtilfindsomeonelsnewculturdontcaresaydontwannaparticipgamemanipulcrushdontwantsympathithilovesuffocletsadlonecauscrushculturmakewannaspillgutknowdointrigetpursuyacrushculturmakewannaspillgutspillgutspillgutshutdamnmouthtalkloudonecaretwomadeimsickkisscultcrushculturmakewannaspillgutknowdointrigetpursuyacrushculturmakewannaspillgutspillgutspillgutcrushculturmakewannaspillgutknowdointrigetpursuyacrushculturmakewannaspillgutspillgutspillgut,"24,540,147"
43,Overdrive,conangray,2021,popindiepop,onlimetweekendsaidimcatchfeelohguessliedivedeependcantthinkreasontaketimeohnothlettrustnighthoohoohoohooburnstreetleftrightleftrightdontwannaseeredlightredlightfastlanebeatgotenfivtenfivrightnextfeelheatgooverdrgooverdryeahyeahknowstrangerimlikedangerdontknowdontgivefucklabelthrowdicetablletrollohnothlettrustnighthoohoohoohooburnstreetleftrightleftrightdontwannaseeredlightredlightfastlanebeatgotenfivtenfivrightnextfeelheatgooverdrgooverdryeahnothlettrustnightnightnothridediehoohoohoohooburnstreetleftrightleftrightdontwannaseeredlightredlightfastlanebeatgotenfivtenfivrightnextfeelheatgooverdrgooverdryeahgooverdrgooverdryeah,"12,875,504"
44,Idle Town,conangray,2017,popindiepop,thitownneverchangpeoplcomegospeedroaddoubtdayaniplacefarawayneverlearnanybodinamevowwouldntstaykisssigninterstsitwaitidltownidltownyeahinventlittlgameidltownlightstadiumfadeidltownmakelifespinarcadidltowncurfewmidnightwatchsunriswatchsunriswatchsunspringtimairthingetantsitheyrnoticeverybodipartiwatchstaricecreamkickseventhgearbreathatmospherdontevenneedsipbeerfeelidltownidltownyeahinventlittlgameidltownlightstadiumfadeidltownmakelifespinarcadidltowncurfewmidnightwatchsunriswatchsunriswatchsunwatchsunrisblinkredeyesoremindairplankeepflicricaustheyvnevereventouchskytheyllnevereventouchskyyeahinventlittlgameidltowneveryboditriescapidltownkilltimeyellowcafeidltowncurfewmidnightidltownyeahthinkwellokayidltownidltownstaystayidltowneveryonlovethiplaceidltowncurfewmidnightwatchsunris,"21,652,024"
45,Heather,conangray,2020,popindiepop,stillremembthirddecembsweatersaidlookbetteronliknewmuchlikewatcheyewalksightsoreeyebrighterblueskygotmesmerdiewhiwouldeverkissimevenhalfprettigavesweaterpolyestlikebetterwishheatherwatchstandholdhandputarmroundshoulderimgetcoldercouldhateangelkindawishdeadwalksightsoreeyebrighterblueskygotmesmerdiewhiwouldeverkissimevenhalfprettigavesweaterpolyestlikebetterwishheatherwishheatherohohwishheatherwhiwouldeverkissimevenhalfprettigavesweaterpolyestlikebetterwish,"152,746,405"
46,Side To Side,arianagrandefeatnickiminaj,2016,poprb,ivenightarianaivedaynickiminajboygotwalkinsidesidelethoeknowimtalkinyaseestandbodifeellikewannarockbodidontgottathinkboutnothinboutnothinimcominyacausknowgotbadreputdoesntmattercausgivetemptatdontgottathinkboutnothinboutnothinfriendkeeptalkinwaymuchsaygivecanthearcausivenightivedayboygotwalkinsidesideivenightivedayboygotwalkinsidesidesidesidetrynahidebabigonnahurtdontknowmakineverybodithinksololongknowgotgotboygotyacaustonightimmakedealdevilknowgonnagettroubllongknowgotfriendkeeptalkinwaymuchsaygivecanthearcausivenightivedayboygotwalkinsidesidesidesideivenightnightbabiivedaydaybabiboygotwalkinsidesidesidesidethinewstylefreshtypeflowwristiciclridedickbicyclcometrueyogetthitypeblowwannamenaggottricyclbitchflowminimbodismokecallyoungnickichimneyrapperfeelcausfeelinuhiigivezerofuckgotzerochillkisscopblueboxsaytiffanicurrishottellemcallstephanigunpopmakegumpopimqueenrapyoungarianarunpopfriendkeeptalkinwaymuchsaygivecanthearcausivenightivedayboygotwalkinsidesidesidesideivenightnightbabiivedaydaybabiboygotwalkinsidesidesidesidethinewstylefreshtypeflowwristiciclridedickbicyclcometrueyogetthitypeblowwannamenaggottricycl,"2,169,111,680"
47,7 rings,arianagrande,2019,poprb,breakfasttiffanibottlbubblgirltattoolikegettroubllashdiamondatmmachinbuyfavoritthingyeahbadshitsadbitchwouldthoughtitdturnsavagrathertiecallstringwritechecklikewritesingyeahyeahwriststopwatchinneckflossimakebigdepositglosspoppinlikehairgeethankboughtseelikewantgotyeahwantgotwantgotwantgotwantgotlikehairgeethankboughtseelikewantgotyepwearinringaintgonmrboughtmatchdiamondsixbitchidratherspoilfriendrichthinkretailtherapinewaddictwhoeversaidmoneycantsolvproblemmustenoughmoneysolvemsayonesaynahwantemhappipriceredbottomsmilebeaminyeahskingleamingleaminwayshineknowyouvseenyouvseenboughtcribclosetclosethiwantgotyeahwantgotwantgotwantgotwantgotbabilikehairgeethankboughtohyeahseelikewantgotyepyeahreceiptlookinlikephonenumberaintmoneywrongnumberblackcardbusicardwaysettintonedontmeanbraglikeputbagyeahseerackstacklikeassyeahshootgostoreboothmakebackoneloopgimmlootnevermindgotjuicnothinnetshootlooknecklookjetaintgotenoughmoneypayrespectaintbudgetimsetlikegetyeahwantgotwantgotohyeahyeahwantgotwantgotohyeahyeahlikehairgeethankboughtseelikewantgotseeyep,"1,334,107,583"
48,Into You,arianagrande,2016,poprb,imbarebreathwannafalldeepcloseaintcloseenoughtilcrosslineheyyeahnamegameplayillrolldiceheyohbabilookstarttemperaturrisethigonnahappenwaitwaitmakemoveoohoohbeformakemoveoohoohbabicomelightmaybillletlittlbitdangerbabiwantlittllessconverslittltouchbodicausimgoteveryonwatchinusbabiletkeepsecretlittlbitscandalbabidontletseelittllessconverslittltouchbodicausimoohyeahthicouldtaketimeheymademanimistakbettergetthirightrightbabiohbabilookstarttemperaturrisethigonnahappenwaitwaitmakemoveoohoohbeformakemoveoohoohbabicomelightmaybillletlittlbitdangerbabiwantlittllessconverslittltouchbodicausimgoteveryonwatchinusbabiletkeepsecretlittlbitscandalbabidontletseelittllessconverslittltouchbodicausimcausimtellcamecauscantcantwaitimedgcontrolneedneedknowknowohyeahbabicomelightlightmaybillletlittlbitdangerdangerbabiwantwantlittllessconverslittltouchbodicausimgoteveryonwatchinuswatchinusbabiletkeepsecretlittlbitscandalscandalbabidontletseelittllessconverslittltouchbodicausimcomelightcomelightbabilittldangerlittldangerbabilittllessconverslittltouchbodicausim,"1,021,752,019"
