number,song name,artist,year,genre,lyrics,view record
11,dont,edsheeran,2014,poprb,ahlahmlahlahahlahmlahlahimetthisgirllatelastyearshesaiddontyouworryifidisappearitoldherimnotreallylookingforanothermistakeicalledanoldfriendthinkingthatthetroublewouldwaitbutthenijumprightinaweeklaterreturnedireckonshewasonlylookingforalovertoburnbutigavehermytimefortwoorthreenightstheniputitonpauseuntilthemomentwasrightiwentawayformonthsuntilourpathscrossedagainshetoldmeiwasneverlookingforafriendmaybeyoucouldswingbymyroomaround1000babybringalemonandabottleofginwellbeinbetweenthesheetstilthelateambabyifyouwantedmethenyoushouldvejustsaidshessingingahlahmlahlahdontfuckwithmylovethatheartissocoldallovermyhomeidontwannaknowthatbabeahlahmlahlahdontfuckwithmyloveitoldhersheknowstakeaimandreloadidontwannaknowthatbabeahlahmlahlahandforacoupleweeksionlywannaseeherwedrinkawaythedayswithatakeawaypizzabeforeatextmessagewastheonlywaytoreachhernowshesstayingatmyplaceandlovesthewayitreathersingingoutarethaalloverthetracklikeafeatureandneverwantstosleepiguessthatidontwanttoeitherbutmeandherwemakemoneythesamewayfourcitiestwoplanesthesamedayandthoseshowshaveneverbeenwhatitsaboutbutmaybewellgotogetherandjustfigureitoutidratherputonafilmwithyouandsitonacouchbutweshouldgetonaplaneorwellbemissingitnowwishidhavewrittenitdownthewaythatthingsplayedoutwhenshewaskissinghimhowiwasconfusedaboutnowsheshouldfigureitoutwhileimsatheresingingahlahmlahlahdontfuckwithmylovethatheartissocoldallovermyhomeidontwannaknowthatbabeahlahmlahlahdontfuckwithmyloveitoldhersheknowstakeaimandreloadidontwannaknowthatbabeahlahmlahlahknockknockknockonmyhoteldooridontevenknowifsheknowswhatforshewascryingonmyshoulderialreadytoldyatrustandrespectiswhatwedothisforineverintendedtobenextbutyoudidntneedtotakehimtobedthatsallandineversawhimasathreatuntilyoudisappearedwithhimtohavesexofcourseitsnotlikewewerebothontourwewerestayingonthesamefuckinghotelfloorandiwasntlookingforapromiseorcommitmentbutitwasneverjustfunandithoughtyouweredifferentthisisnotthewayyourealizewhatyouwanteditsabittoomuchtoolateifimhonestandallthistimegodknowsimsingingahlahmlahlahdontfuckwithmylovethatheartissocoldallovermyhomeidontwannaknowthatbabeahlahmlahlahdontfuckwithmyloveitoldhersheknowstakeaimandreloadidontwannaknowthatbabeahlahmlahlah,"200,627,169"
12,sing,edsheeran,2014,pop,itslateintheeveningglassonthesideivebeensatwithyouformostofthenightignoringeverybodyherewewishtheywoulddisappearsomaybewecouldgetdownnowidontwannaknowifyouregettingaheadoftheprogramiwantyoutobemineladytoholdyourbodyclosetakeanotherstepintothenomanslandforthelongesttimeladyineedyoudarlingcomeonsetthetoneifyoufeelyourefallingwontyouletmeknowohohohoohoohohohoohohifyoulovemecomeongetinvolvedfeelitrushingthroughyoufromyourheadtotoeohohohoohoohohohoohohsingohohohoohoohohohoohohlouderohohohoohoohohohoohohsingohohohohohohohohohohohohohthisloveisablazeisawflamesfromthesideofthestageandthefirebrigadecomesinacoupleofdaysuntilthenwegotnothingtosayandnothingtoknowbutsomethingtodrinkandmaybesomethingtosmokeletitgountilourroadsarechangedsingingwefoundloveinalocalravenoidontreallyknowwhatimsupposedtosaybuticanjustfigureitoutandhopeandprayitoldhermynameandsaiditsnicetomeetyathenshehandedmeabottleofwaterfilledwithtequilaialreadyknowshesakeeperjustfromthisonesmallactofkindnessimindeepshitifanybodyfindsoutimmeanttodrivehomebutivedrunkallofitnownotsoberingupwejustsitonthecouchonethingledtoanothernowsheskissingmymouthineedyoudarlingcomeonsetthetoneifyoufeelyourefallingwontyouletmeknowohohohoohoohohohoohohifyoulovemecomeongetinvolvedfeelitrushingthroughyoufromyourheadtotoeohohohoohoohohohoohohsingohohohoohoohohohoohohlouderohohohoohoohohohoohohsingohohohohohohohohohohohohohcanyoufeelitalltheguysinheredontevenwannadancecanyoufeelitallthaticanhearismusicfromthebackcanyoufeelitfoundyouhidingheresowontyoutakemyhanddarlingbeforethebeatkicksinagaincanyoufeelitcanyoufeelitsingohohohohohohohohohohohohohx7ineedyoudarlingcomeonsetthetoneifyoufeelyourefallingwontyouletmeknowlouderohohohohoohohohohohoohsingifyoulovemecomeongetinvolvedfeelitrushingthroughyoufromyourheadtotoelouderohohohohoohohohohohoohs,"229,412,485"
13,afterglow,edsheeran,2020,pop,stoptheclocksitsamazingyoushouldseethewaythelightdancesoffyourhairamillioncoloursofhazelgoldenandredsaturdaymorningisfadingthesunsreflectedbythecoffeeinyourhandmyeyesarecaughtinyourgazealloveragainwewerelovedrunkwaitingonamiracletryingtofindourselvesinthewintersnowsoaloneinloveliketheworldhaddisappearedohiwontbesilentandiwontletgoiwillholdontightertiltheafterglowandwellburnsobrighttilthedarknesssoftlyclearsohiwillholdontotheafterglowohiwillholdontotheafterglowtheweatheroutsideschangingtheleavesareburiedundersixinchesofwhitetheradioisplayingironwinethisisanewdimensionthisisalevelwherewerelosingtrackoftimeimholdingnothingagainstitexceptyouandiwewerelovedrunkwaitingonamiracletryingtofindourselvesinthewintersnowsoaloneinloveliketheworldhaddisappearedohiwontbesilentandiwontletgoiwillholdontightertiltheafterglowandwellburnsobrighttilthedarknesssoftlyclearsohiwillholdontotheafterglowohiwillholdontotheafterglowohiwillholdontotheafterglow,"121,048,561"
14,iseefire,edsheeran,2013,popfolk,ohmistyeyeofthemountainbelowkeepcarefulwatchofmybrotherssoulsandshouldtheskybefilledwithfireandsmokekeepwatchingoverdurinssonsifthisistoendinfirethenweshouldallburntogetherwatchtheflamesclimbhighintothenightcallingoutfatherohstandbyandwewillwatchtheflamesburnauburnonthemountainsideandifweshoulddietonightthenweshouldalldietogetherraiseaglassofwineforthelasttimecallingoutfatherohstandbyandwewillwatchtheflamesburnauburnonthemountainsidedesolationcomesupontheskynowiseefireinsidethemountainiseefireburningthetreesandiseefirehollowingsoulsiseefirebloodinthebreezeandihopethatyouremembermeohshouldmypeoplefallthensurelyilldothesameconfinedinmountainhallswegottooclosetotheflamecallingoutfatherohstandbyandwewillwatchtheflamesburnauburnonthemountainsidedesolationcomesupontheskynowiseefireinsidethemountainiseefireburningthetreesandiseefirehollowingsoulsiseefirebloodinthebreezeandihopethatyouremembermeandifthenightisburningiwillcovermyeyesforifthedarkreturnsthenmybrotherswilldieandastheskyisfallingdownitcrashedintothislonelytownandwiththatshadowuponthegroundihearmypeoplescreamingoutnowiseefireinsidethemountainiseefireburningthetreesandiseefirehollowingsoulsiseefirebloodinthebreezeiseefireohyouknowisawacityburningoutfireandiseefirefeeltheheatuponmyskinyeahfireandiseefireuhuhuhuhfireandiseefireburnauburnonthemountainsid,"430,739,715"
15,happier,edsheeran,2018,pop,walkingdown29thandparkisawyouinanothersarmsonlyamonthwevebeenapartyoulookhappiersawyouwalkinsideabarhesaidsomethintomakeyoulaughisawthatbothyoursmilesweretwiceaswideasoursyeahyoulookhappieryoudoaintnobodyhurtyoulikeihurtyoubutaintnobodyloveyoulikeidopromisethatiwillnottakeitpersonalbabyifyouremovinonwithsomeonenewcausebabyyoulookhappieryoudomyfriendstoldmeonedayillfeelittooanduntilthenillsmiletohidethetruthbutiknowiwashappierwithyousatinthecorneroftheroomeverythingsremindingmeofyounursinganemptybottleandtellingmyselfyourehappierarentyouheyyeahheyyeahheyyeahohaintnobodyhurtyoulikeihurtyouheyyeahheyyeahbutaintnobodyneedyoulikeidoheyyeahheyyeahiknowthattheresothersthatdeserveyouheyyeahheyyeahbutmydarliniamstillinlovewithyoubutiguessyoulookhappieryoudomyfriendstoldmeonedayillfeelittooicouldtrytosmiletohidethetruthbutiknowiwashappierwithyouheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahheyyeahcausebabyyoulookhappieryoudoiknewonedayyoudfallforsomeonenewbutifhebreaksyourheartlikeloversdojustknowthatillbewaitinherefory,"409,651,145"
16,givemelove,edsheeran,2012,pop,givemelovelikehercauselatelyivebeenwakingupalonepaintsplatteredteardropsonmyshirttoldyouidletthemgoandthatillfightmycornermaybetonightillcallyaaftermybloodturnsintoalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovegivemelovelikeneverbeforecauselatelyivebeencravingmoreanditsbeenawhilebutistillfeelthesamemaybeishouldletyougoyouknowillfightmycornerandthattonightillcallyaaftermybloodisdrowninginalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovegivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovemmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemeloveloverlovemelovemelovememmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovelovememmymymmymymmymygivemelovelovergivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovegivemelovelikehercauselatelyivebeenwakingupalonepaintsplatteredteardropsonmyshirttoldyouidletthemgoandthatillfightmycornermaybetonightillcallyaaftermybloodturnsintoalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovegivemelovelikeneverbeforecauselatelyivebeencravingmoreanditsbeenawhilebutistillfeelthesamemaybeishouldletyougoyouknowillfightmycornerandthattonightillcallyaaftermybloodisdrowninginalcoholnoijustwannaholdyagivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovegivealittletimetomeorburnthisoutwellplayhideandseektoturnthisaroundalliwantisthetastethatyourlipsallowmymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemymymymyohgivemelovemmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemelovelovermmymymmymymmymygivemeloveloverlovemelovemelovememmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovemmymymmymymmymygivemelovelovergivemelovelovememmymymmymymmymygivemelovelovergivemelovemymymymyohgivemelovemymymymyohgivemelov,"663,967,483"
17,galwaygirl,edsheeran,2017,popfolk,sheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodanceimetherongraftonstreetrightoutsideofthebarshesharedacigarettewithmewhileherbrotherplayedtheguitarsheaskedmewhatdoesitmeanthegaelicinkonyourarmsaiditwasoneofmyfriendssongsdoyouwanttodrinkonshetookjamieasachaserjackforthefunshegotarthuronthetablewithjohnnyridingashotgunchattedsomemoreonemoredrinkatthebarthenputvanonthejukeboxgotuptodanceyouknowsheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodancewithmyprettylittlegalwaygirlyouremyprettylittlegalwaygirlyouknowshebeatmeatdartsandthenshebeatmeatpoolandthenshekissedmeliketherewasnobodyelseintheroomaslastorderswerecalledwaswhenshestoodonthestoolafterdancingtocå¹ilidhsingingtotradtunesineverheardcarrickferguseversangsosweetacapellainthebarusingherfeetforabeatohicouldhavethatvoiceplayingonrepeatforaweekandinthispackedoutroomswearshewassingingtomeyouknowsheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodancemyprettylittlegalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirlandnowweveoutstayedourwelcomeanditsclosingtimeiwasholdingherhandherhandwasholdingmineourcoatsbothsmellofsmokewhiskyandwineaswefillupourlungswiththecoldairofthenightiwalkedherhomethenshetookmeinsidetofinishsomedoritosandanotherbottleofwineiswearimgonnaputyouinasongthatiwriteaboutagalwaygirlandaperfectnightsheplayedthefiddleinanirishbandbutshefellinlovewithanenglishmankissedherontheneckandthenitookherbythehandsaidbabyijustwanttodancemyprettylittlegalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirlmymymymymymymygalwaygirl,"587,767,339"
18,supermarketflowers,edsheeran,2016,pop,itookthesupermarketflowersfromthewindowsillithrewthedayoldteafromthecuppackedupthephotoalbummatthewhadmadememoriesofalifethatsbeenlovedtookthegetwellsooncardsandstuffedanimalspouredtheoldgingerbeerdownthesinkdadalwaystoldmedontyoucrywhenyouredownbutmumtheresateareverytimethatiblinkohiminpiecesitstearingmeupbutiknowaheartthatsbrokeisaheartthatsbeenlovedsoillsinghallelujahyouwereanangelintheshapeofmymumwhenifelldownyoudbethereholdingmeupspreadyourwingsasyougoandwhengodtakesyoubackwellsayhallelujahyourehomefluffedthepillowsmadethebedsstackedthechairsupfoldedyournightgownsneatlyinacasejohnsaysheddrivethenputhishandonmycheekandwipedatearfromthesideofmyfaceihopethatiseetheworldasyoudidcauseiknowalifewithloveisalifethatsbeenlivedsoillsinghallelujahyouwereanangelintheshapeofmymumwhenifelldownyoudbethereholdingmeupspreadyourwingsasyougoandwhengodtakesyoubackwellsayhallelujahyourehomehallelujahyouwereanangelintheshapeofmymumyougottoseethepersonihavebecomespreadyourwingsandiknowthatwhengodtookyoubackhesaidhallelujahyourehom,"1,337,533,025"
19,wildestdream,taylorswift,2014,pop,hesaidletsgetoutofthistowndriveoutofthecityawayfromthecrowdsithoughtheavencanthelpmenownothinglastsforeverbutthisisgonnatakemedownhessotallandhandsomeashellhessobadbuthedoesitsowellicanseetheendasitbeginsmyoneconditionissayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustinyourwildestdreamsahahhawildestdreamsahahhaisaidnoonehastoknowwhatwedohishandsareinmyhairhisclothesareinmyroomandhisvoiceisafamiliarsoundnothinglastsforeverbutthisisgettinggoodnowhessotallandhandsomeashellhessobadbuthedoesitsowellandwhenwevehadourverylastkissmylastrequestissayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustinyourwildestdreamsahahhahaahhawildestdreamsahahhayoullseemeinhindsighttangledupwithyouallnightburningitdownsomedaywhenyouleavemeibetthesememoriesfollowyouaroundyoullseemeinhindsighttangledupwithyouallnightburningburningititdowndownsomedaywhenyouleavemeibetthesememoriesfollowfollowyouyouaroundfollowyouaroundsayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustpretendsayyoullremembermestandinginanicedressstaringatthesunsetbaberedlipsandrosycheekssayyoullseemeagainevenifitsjustpretendjustpretendinyourwildestdreamsahahhaahinyourwildestdreamsahahhaevenifitsjuststayedinyourwildestdreamsahahhainyourwildestdreamsahahha,"902,073,308"
20,longlive,taylorswift,2010,popcountry,isaidrememberthismomentinthebackofmymindthetimewestoodwithourshakinghandsthecrowdsinstandswentwildwewerethekingsandthequeensandtheyreadoffournamesthenightyoudancedlikeyouknewourliveswouldneverbethesameyouheldyourheadlikeaheroonahistorybookpageitwastheendofadecadebutthestartofanagelonglivethewallswecrashedthroughhowthekingdomlightsshinedjustformeandyouiwasscreaminglongliveallthemagicwemadeandbringonallthepretendersonedaywewillberememberedisaidrememberthisfeelingipassedthepicturesaroundofalltheyearsthatwestoodthereonthesidelineswishingforrightnowwearethekingsandthequeensyoutradedyourbaseballcapforacrownwhentheygaveusourtrophiesandweheldthemupforourtownandthecynicswereoutragedscreamingthisisabsurdcauseforamomentabandofthievesinrippedupjeansgottoruletheworldlonglivethewallswecrashedthroughhowthekingdomlightsshinedjustformeandyouiwasscreaminglongliveallthemagicwemadeandbringonallthepretendersimnotafraidlongliveallthemountainswemovedihadthetimeofmylifefightingdragonswithyouiwasscreaminglonglivethelookonyourfaceandbringonallthepretendersonedaywewillberememberedholdontospinningaroundconfettifallstothegroundmaythesememoriesbreakourfallwillyoutakeamomentpromisemethisthatyoullstandbymeforeverbutifgodforbidfateshouldstepinandforceusintoagoodbyeifyouhavechildrensomedaywhentheypointtothepicturespleasetellthemmynametellthemhowthecrowdswentwildtellthemhowihopetheyshinelonglivethewallswecrashedthroughihadthetimeofmylifewithyoulonglonglivethewallswecrashedthroughhowthekingdomlightsshinedjustformeandyouandiwasscreaminglongliveallthemagicwemadeandbringonallthepretendersimnotafraidsinginglongliveallthemountainswemovedihadthetimeofmylifefightingdragonswithyouandlonglonglivethelookonyourfaceandbringonallthepretendersonedaywewillberememb,"9,924,010"
21,outofthewoods,taylorswift,2014,popelectropop,lookingatitnowitallseemssosimplewewerelyingonyourcouchirememberyoutookapolaroidofusthendiscoveredthendiscoveredtherestoftheworldwasblackandwhitebutwewereinscreamingcolorandirememberthinkingareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodslookingatitnowlastdecemberlastdecemberwewerebuilttofallapartthenfallbacktogetherbacktogetheroohyournecklacehangingfrommyneckthenightwecouldntquiteforgetwhenwedecidedwedecidedtomovethefurnituresowecoulddancebabylikewestoodachancetwopaperairplanesflyingflyingflyingandirememberthinkingareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsrememberwhenyouhitthebrakestoosoontwentystitchesinahospitalroomwhenyoustartedcryingbabyididtoobutwhenthesuncameupiwaslookingatyourememberwhenwecouldnttaketheheatiwalkedoutisaidimsettingyoufreebutthemonstersturnedouttobejusttreeswhenthesuncameupyouwerelookingatmeyouwerelookingatmeohyouwerelookingatmeareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsirememberareweintheclearyetareweintheclearyetohirememberareweoutofthewoodsyetareweoutofthewoodsyetyeahareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetyeahareweintheclearyetyeahareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgoodareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsyetareweoutofthewoodsareweintheclearyetareweintheclearyetareweintheclearyetintheclearyetgood,"196,733,304"
22,enchanted,taylorswift,2010,popcountry,thereiwasagaintonightforcinglaughterfakingsmilessameoldtiredlonelyplacewallsofinsincerityshiftingeyesandvacancyvanishedwhenisawyourfaceallicansayisitwasenchantingtomeetyouyoureyeswhisperedhavewemetcrosstheroomyoursilhouettestartstomakeitswaytometheplayfulconversationstartscounterallyourquickremarkslikepassingnotesinsecrecyanditwasenchantingtomeetyouallicansayisiwasenchantedtomeetyouthisnightissparklingdontyouletitgoimwonderstruckblushingallthewayhomeillspendforeverwonderingifyouknewiwasenchantedtomeetyouthelingeringquestionkeptmeup2amwhodoyouloveiwondertilimwideawakeandnowimpacingbackandforthwishingyouwereatmydooridopenupandyouwouldsayheyitwasenchantingtomeetyoualliknowisiwasenchantedtomeetyouthisnightissparklingdontyouletitgoimwonderstruckblushingallthewayhomeillspendforeverwonderingifyouknewthatthisnightisflawlessdontyouletitgoimwonderstruckdancingaroundallaloneillspendforeverwonderingifyouknewiwasenchantedtomeetyouthisismeprayingthatthiswastheveryfirstpagenotwherethestorylineendsmythoughtswillechoyournameuntiliseeyouagainthesearethewordsiheldbackasiwasleavingtoosooniwasenchantedtomeetyoupleasedontbeinlovewithsomeoneelsepleasedonthavesomebodywaitingonyoupleasedontbeinlovewithsomeoneelsepleasedonthavesomebodywaitingonyouthisnightissparklingdontyouletitgoimwonderstruckblushingallthewayhomeillspendforeverwonderingifyouknewthisnightisflawlessdontyouletitgoimwonderstruckdancingaroundallaloneillspendforeverwonderingifyouknewiwasenchantedtomeetyoupleasedontbeinlovewithsomeoneelsepleasedonthavesomebodywaitingony,"129,821,421"
23,ivy,taylorswift,2020,alternativeindie,howsonetoknowidmeetyouwherethespiritmeetsthebonesinafaithforgottenlandinfromthesnowyourtouchbroughtforthanincandescentglowtarnishedbutsograndandtheoldwidowgoestothestoneeverydaybutidontijustsithereandwaitgrievingforthelivingohgoddamnmypainfitsinthepalmofyourfreezinghandtakingminebutitsbeenpromisedtoanotherohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredinyouiwishtoknowthefatalflawthatmakesyoulongtobemagnificentlycursedhesintheroomyouropaleyesarealliwishtoseehewantswhatsonlyyoursohgoddamnmypainfitsinthepalmofyourfreezinghandtakingminebutitsbeenpromisedtoanotherohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredcloverbloomsinthefieldsspringbreaksloosethetimeisnearwhatwouldhedoifhefoundusoutcrescentmooncoastisclearspringbreaksloosebutsodoesfearhesgonnaburnthishousetothegroundhowsonetoknowidliveanddieformomentsthatwestoleonbeggedandborrowedtimesotellmetorunordaretositandwatchwhatwellbecomeanddrinkmyhusbandswineohgoddamnmypainfitsinthepalmofyourfreezinghandtakingminebutitsbeenpromisedtoanotherohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredinyouandimcoveredinyousoyeahitsafireitsagoddamnblazeinthedarkandyoustartedityoustarteditsoyeahitsawaritsthegoddamnfightofmylifeandyoustartedityoustarteditohicantstopyouputtingrootsinmydreamlandmyhouseofstoneyourivygrowsandnowimcoveredinyouinyouyounowimcoveredinyouiny,"13,888,836"
24,style,taylorswift,2014,pop,midnightyoucomeandpickmeupnoheadlightslongdrivecouldendinburningflamesorparadisefadeintoviewohitsbeenawhilesinceihaveevenheardfromyouheardfromyouandishouldjusttellyoutoleavecauseiknowexactlywhereitleadsbutiwatchusgoroundandroundeachtimeyougotthatjamesdeandaydreamlookinyoureyeandigotthatredlipclassicthingthatyoulikeandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergooutofstyleyougotthatlonghairslickedbackwhitetshirtandigotthatgoodgirlfaithandatightlittleskirtandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergooutofstylesoitgoeshecantkeephiswildeyesontheroadmmtakesmehomethelightsareoffhestakingoffhiscoatmmyeahisayiheardohthatyouvebeenoutandaboutwithsomeothergirlsomeothergirlhesayswhatyouheardistruebuticantstopthinkinboutyouandiisaidivebeentheretooafewtimescauseyougotthatjamesdeandaydreamlookinyoureyeandigotthatredlipclassicthingthatyoulikeandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergooutofstyleyougotthatlonghairslickedbackwhitetshirtandigotthatgoodgirlfaithandatightlittleskirtatightlittleskirtandwhenwegocrashingdownwecomebackeverytimecausewenevergooutofstylewenevergowenevergooutofstyletakemehomejusttakemehomeyeahjusttakemehomeohwhoaohoutofstyleohyougotthatjamesdeandaydreamlookinyoureyeandigotthatredlipclassicthingthatyoulikemandwhenwegocrashingdownnowwegowecomebackeverytimecausewenevergooutofstylewenevergooutofstyl,"810,083,507"
25,seven,taylorswift,2020,alternativeindie,pleasepicturemeinthetreesihitmypeakatsevenfeetintheswingoverthecreekiwastooscaredtojumpinbutiiwashighintheskywithpennsylvaniaundermearetherestillbeautifulthingssweetteainthesummercrossyourheartwonttellnootherandthoughicantrecallyourfaceistillgotloveforyouyourbraidslikeapatternloveyoutothemoonandtosaturnpasseddownlikefolksongsthelovelastssolongandivebeenmeaningtotellyouithinkyourhouseishauntedyourdadisalwaysmadandthatmustbewhyandithinkyoushouldcomelivewithmeandwecanbepiratesthenyouwonthavetocryorhideintheclosetandjustlikeafolksongourlovewillbepassedonpleasepicturemeintheweedsbeforeilearnedcivilityiusedtoscreamferociouslyanytimeiwantediisweetteainthesummercrossmyheartwonttellnootherandthoughicantrecallyourfaceistillgotloveforyoupackyourdollsandasweaterwellmovetoindiaforeverpasseddownlikefolksongsourlovelastssolong,"18,617,946"
26,cowboylikeme,taylorswift,2019,alternativeindie,andthetenniscourtwascoveredupwithsometentlikethingandyouaskedmetodancebutisaiddancingisadangerousgameohithoughtthisisgonnabeoneofthosethingsnowiknowimnevergonnaloveagainivegotsometricksupmysleevetakesonetoknowoneyoureacowboylikemeneverwantedlovejustafancycarnowimwaitingbythephonelikeimsittinginanairportbaryouhadsometricksupyoursleevetakesonetoknowoneyoureacowboylikemeperchedinthedarktellingalltherichfolksanythingtheywannahearlikeitcouldbeloveicouldbethewayforwardonlyiftheypayforityoureabanditlikemeeyesfullofstarshustlingforthegoodlifeneverthoughtidmeetyouhereitcouldbelovewecouldbethewayforwardandiknowillpayforityoureacowboylikemeperchedinthedarktellingalltherichfolksanythingtheywannahearlikeitcouldbeloveicouldbethewayforwardonlyiftheypayforityoureabanditlikemeeyesfullofstarshustlingforthegoodlifeneverthoughtidmeetyouhereitcouldbelovewecouldbethewayforwardandiknowillpayforitandtheskeletonsinbothourclosetsplottedhardtofuckthisupandtheoldmenthativeswindledreallydidbelieveiwastheoneandtheladieslunchinghavetheirstoriesaboutwhenyoupassedthroughtownbutthatwasallbeforeilockeditdownnowyouhangfrommylipslikethegardensofbabylonwithyourbootsbeneathmybedforeveristhesweetestconivehadsometricksupmysleevetakesonetoknowoneyoureacowboylikemeandimnevergonnaloveagainimnevergonnaloveagainmmmmohohimnevergonnaloveagain,"10,349,049"
27,biggerthanthewholesky,taylorswift,2022,popcountry,nowordsappearbeforemeintheaftermathsaltstreamsoutmyeyesandintomyearseverysinglethingitouchbecomessickwithsadnesscauseitsallovernowallouttoseagoodbyegoodbyegoodbyeyouwerebiggerthanthewholeskyyouweremorethanjustashorttimeandivegotalottopineaboutivegotalottolivewithoutimnevergonnameetwhatcouldvebeenwouldvebeenwhatshouldvebeenyouwhatcouldvebeenwouldvebeenyoudidsomebirdflapitswingsoverinasiadidsomeforcetakeyoubecauseididntprayeverysinglethingtocomehasturnedintoashescauseitsalloveritsnotmeanttobesoillsaywordsidontbelievegoodbyegoodbyegoodbyeyouwerebiggerthanthewholeskyyouweremorethanjustashorttimeandivegotalottopineaboutivegotalottolivewithoutimnevergonnameetwhatcouldvebeenwouldvebeenwhatshouldvebeenyouwhatcouldvebeenwouldvebeenwhatshouldvebeenyouwhatcouldvebeenwouldvebeenwhatcouldvebeenwouldvebeenyoucouldvebeenwouldvebeencouldvebeenwouldvebeengoodbyegoodbyegoodbyeyouwerebiggerthanthewholeskyyouweremorethanjustashorttimeandivegotalottopineaboutivegotalottolivewithoutimnevergonnameetwhatcouldvebeenwouldvebeenwhatshouldvebeeny,"7,380,088"
