number,song_name,artist,year,genre,lyrics,view_record
89,Drunk,Keshi,2018,Pop/Alternative R&B,"All my friends are drunk again.  And I'm stumblin' back to bed all by myself. Don't need nobody else. All my friends are drunk again. And I'm stumblin' back to bed all by myself. Don't need nobody else. Smell like smoke, nuit de l'homme. It's been a while since we last spoke. So tell me, how's it go?  Still love blues, nothin' new. Careless love, I've had a few.How 'bout you?  All my friends are drunk again. And I'm stumblin' back to bed all by myself. Don't need nobody else. All my friends are drunk again. And I'm stumblin' back to bed all by myself. Don't need nobody else. I never have thought. When you're gone.I'd find it hard to carry on. And it's probably 'cause. I fell in love way back then. And I think about us when. I think about us when. All my friends are drunk again. And I'm stumblin' back to bed all by myself. I got nobody else. All my friends are drunk again. And I'm stumblin' back to bed all by myself. I got, I got nobody else","35,721,011"
71,Without You,Finding Hope,2020,Electronic/Ambient,"Is this what it feels like to be lonely?  And though I'm not afraid to know it won't be the same. without you  And now I'm far from home, and I'm not sure where to go. I never wanted to hurt you, but you wanted to hurt me. And then you left me in the cold  So here's what it feels like to be lonely. And though I'm not afraid, I know I will be okay without you  And now I'm far from home, and I'm not sure where to go. I never wanted to hurt you, but you wanted to hurt me. And then you left me in the cold","35,246,396"
58,Good Girls,LANY,2018,Pop/Alternative,"Dancing on the line of a dangerous love. You could break me overnight. But there's no one like us. Insatiably insane. Equally exchanged. Dancing in the light of a canyon sun. Racing every wave. Going north on the 1. The promises we make. I still haven't changed. Baby, come back, I know my way around your heart. Don't start thinking. Things have kinda changed. They're different from what they are. You know better. That nothing is better than what we built together at home. You can find me. Back in California and sleeping with all the lights on. Won't you come and turn them out? Come and turn them out. Come and turn them out. Come and turn them out. Making more than love on the west side of town.  You could draw a line from the top to the ground. I'm selfless, drunk on you. What more could I do?  Throw it all away 'cause you do what you want. You took a little time, let 'em talk to you too much. Good girls don't exist. But I expected more than this. Baby, come back, I know my way around your heart. Don't start thinking. Things have kinda changed, they're different from what they are.You know better   That nothing is better than what we built together at home. You can find me. Back in California and sleeping with all the lights on. Won't you come and turn them out?  Come and turn them out  Come and turn them out. Come and turn them out. Ooh-ooh-ooh. Ooh-ooh-ooh. Ooh-ooh-ooh. Ooh-ooh-ooh. Baby, come back, I know my way around your heart.  Don't start thinking. Things have kinda changed, they're different from what they are. You know better. That nothing is better than what we built together at home. You can find me. Back in California and sleeping with all the lights on. Won't you come and turn them out? (Ooh-ooh-ooh). Come and turn them out (ooh-ooh-ooh). Come and turn them out (ooh-ooh-ooh). Come and turn them out (ooh-ooh-ooh)","35,132,192"
84,Beside You,Keshi,2019,Pop/Alternative R&B,"Oh!  It's just you and I, and no other guys. We got no interruptions and we both feelin' the vibe. Say I'm not your type. But I know what's on your mind.We can talk about nothin' or we can see what it's like  Don't lie, baby, don't lie. His love never felt right.Switch sides and I'm beside you  If you say it's alright (don't lie, baby, don't lie). Way too many heads, need a steady view. Smokin' cigarettes at the rendezvous. Never meant to cross you. But my jaw hit the floor with the one, two. Think I want you.You say this ain't love, but it's still the same love  Make love, anythin' to sate ya  Don't be shy, you decide. Say, can I make you mine?  Don't lie, baby, don't lie. His love never felt right. Switch sides and I'm beside ya. If you say it's alright. (Lemme show you how it feel like). Don't lie, baby, don't lie. His love never felt right. Switch sides and I'm beside ya. If you say it's alright (don't lie, baby, don't lie). your skin so fine. (Ah-ah, ah) come close, baby, put it on mine. (Ah) your skin so fine. (Ah-ah, ah) come close, baby, put it on mine. It's just you and I, and no other guys. We got no interruptions and we both feelin' the vibe. Say I'm not your type. But I know what's on your mind. We can talk about nothin' or we can see what it's like. No, oh, oh. Don't lie, baby, don't lie. His love never felt right. Switch sides and I'm beside ya. If you say it's alright. (Lemme show you what it feel like). Don't lie, baby, don't lie","33,126,867"
57,Thick And Thin,LANY,2017,Pop/Alternative,"Late night. Your eyes fell to the floor. I'm trying to make sense. But you're losing your patience. Hands talk, won't stop. We go to war.  In the heat of the moment. You think that we're broken. I could see my whole life with you baby. Now you got me thinking that I'm crazy. Cause you're...  Out the door. Just one mistake. You say you're not in love no more  But was it really love. If you can leave me for. Something so innocent. Is this the end?  Thought you'd be there through thick and thin. Can't sleep, can't eat. My mind's a mess. What are you thinking?  You were happy last weekend. All the good times. How'd you forget?  I was your best friend, yeah  Remember when you said. You could see your whole life with me baby. Now you got me thinking that I'm crazy. Cause you're...  Out the door. Just one mistake. You say you're not in love no more. But was it really love. If you can leave me for. Something so innocent. Is this the end?  Thought you'd be. there through thick and thin. Thought you'd be there through thick and thin. Thought you'd be there through thick and thin. Thought you'd be there through thick and thin. Said you'd be there for me through everything. Said that you'd have my back with anything. Said you'd be there for me through everything. Said that you'd have my back with anything. Now you're out the door. Just one mistake. You say you're not in love no more. But was it really love. If you can leave me for. Something so innocent. Is this the end?  Thought you'd be there through thick and thin. Out the door. Just one mistake. You say you're not in love no more. But was it really love.  If you can leave me for. Something so innocent.  Is this the end?  Thought you'd be there through thick and thin. Said you'd be there for me through everything. Said that you'd have my back with anything. Said you'd be there for me through everything. Said that you'd have my back with anything","32,668,917"
88,Limbo,Keshi,2018,Pop/Alternative R&B,"I've just been goin' through motions, back and forth like a ocean. I am a fraud, I am the shit, hoping that nobody notice. Bang chest in the morning, head down in the night. Drink less if I wanted, strike up with a light.  And square up, I'm the mightiest.  Myself in the fight, hurt twice, but I tried it. No advice for this shit, might die for this shit. Do I feel alive, feel alive, feel alive?  Feel more like limbo, hands out my window. Chasin' that sunset, that's more my tempo. Yeah, that's more my tempo. Ooh, but this is all that I am. I only show you the best of me. The best of me. Looked in my demons and saw myself. Put all my meaning in someone else. Outta sight, outta mind, don't know where to find it. Don't know where to hide, but I still. Eat good, drink good, feel good, it's all good. Can't hear my head when I'm sat beside ya. Fucked lungs and a liver, good looks in the mirror. Do I feel alive, feel alive, feel alive?  Feel more like limbo, hands out my window. Chasin' that sunset, that's more my tempo. That's more my tempo ooh, but this is all that I am. I'll only show you the best of me. The best of me. Ooh, tryin', but I'm just a man.   Hopin' it won't get the best of me. The best of me","25,953,673"
68,Love,Finding Hope,2017,Electronic/Ambient,"(I love you, ooh...). I've said it before, I'll say it again. I wish we were more than friends. You know I love the way you dress, you know I love your style. Every moment I'm with you, I can't help but smile. I've thought it before, I'll think it again. When will we stop playing pretend?  Wishing you would just make up your mind. Let me love you and we'll be alright  I know I can't keep chasing after you if you don't feel some way. Or feel the same about me. I know I can't keep chasing after you. And babe if that's the case, just know that  (I love you, ooh...)","24,663,033"
59,I Don't Wanna Love You Anymore,LANY,2018,Pop/Alternative,"I used to love these sheets. Dark hair against the white. I missed watching you get dressed in our hazy bedroom light. It took a couple weeks.  Last night I finally cried. I remembered us in. London, your chocolate covered eyes. Sick of staring up at the ceiling. How'd you change your mind just like that?  The only way to get past this feeling. Is to tell myself you're not comingback   I don't wanna love you anymore. I don't wanna love you anymore. From the start, I never thought, I'd say this before. But I don't wanna love you anymore. You got that letter framed.  Is it still up on that shelf?  It's the one I left on our bed. When you were out of town. Sick of staring up at the ceiling. How'd you change your mind just like that?  The only way to get past this feeling. Is to tell myself you're not coming back. I don't wanna love you anymore. I don't wanna love you anymore. From the start, I never thought, I'd say this before. But I don't wanna love you anymore. I don't wanna love you anymore. I don't wanna love you anymore.  I can't forget, the way it felt, when you walked out the door. So I don't wanna love you anymore. Sometimes I just wanna talk for a minute.  But I can't bring myself to call. Because I know that your heart's not really in it. And whatever we had is gone,  Sometimes I just wanna talk for a minute. But I can't bring myself to call. Because I know that your heart's not really in it. And whatever we had is gone. I don't wanna love you anymore.I don't wanna love you anymore   From the start, I never thought, I'd say this before. But I don't wanna love you anymore. I don't wanna love you anymore (talk for a minute). I don't wanna love you anymore. I can't forget, the way it felt, when you walked out the door. So I don't wanna love you anymore","24,586,082"
42,Crush Culture,Conan Gray,2018,Pop/indie Pop,"My God, don't look at your phone. No one's gonna call you. Quit checking your volume (crush). I don't care if I'm forever alone. I'm not falling for you. 'Cause this baby is loveproof (culture). I don't care what you're sayin'. I don't wanna participate in your game of manipulation (crush). And no, I don't want your sympathy, all this love is suffocating. Just let me be sad and lonely. 'Cause. Crush culture makes me wanna spill my guts out. I know what you're doin', trying to get me to pursue you. Crush culture makes me wanna spill my guts out. Spill my guts out, spill my guts out. Oh, no, don't look in their eyes. 'Cause that's how they get you. Kiss you then forget you (crush). All they feedin' you is beautiful lies  So hide in the bathroom. 'Til they find someone else new (culture). I don't care what you're saying. I don't wanna participate in your game of manipulation (crush). And no, I don't want your sympathy, all this love is suffocating. Just let me be sad and lonely. 'Cause. Crush culture makes me wanna spill my guts out. I know what you're doin', trying to get me to pursue ya. Crush culture makes me wanna spill my guts out. Spill my guts out, spill my guts out. Shut your damn mouth. You're talking too loud. And no one cares if you two made out. I'm sick of the kissing cult. Crush culture makes me wanna spill my guts out. I know what you're doin', trying to get me to pursue ya. Crush culture makes me wanna spill my guts out. Spill my guts out, spill my guts out. Crush culture makes me wanna spill my guts out. I know what you're doin', trying to get me to pursue ya. Crush culture makes me wanna spill my guts out. Spill my guts out, spill my guts out","24,540,147"
60,Thru These Tears,LANY,2018,Pop/Alternative,"This hurts like hell. But I keep telling myself. It's gonna get better. But it's taking forever. I try to go out. But every time I leave the house. Something reminds me.Of what's now behind me  Every day I let go just a little bit more.In the end, I'm gonna be alright  But it might take a hundred sleepless nights  To make the memories of you disappear. But right now, I can't see nothing through these tears. Control my thoughts. Convincing myself it's your loss. I really mean it. And I'm starting to believe it. 'Cause every day I let go just a little bit more. In the end, I'm gonna be alright. But it might take a hundred sleepless nights. To make the memories of you disappear. But right now, I can't see nothing through these tearsOut of sight but you're not out of my mind. So it might take somebody else at night. To make it feel like you were never here. But right now, I can't see nothing through these tears   You said it was over. But when we got closer. You cried on my shoulder. Goodbye. In the end, I'm gonna be alright. But it might take a hundred sleepless nights. To make the memories of you disappear. But right now, I can't see nothing through these tears. Out of sight but you're not out of my mind. So it might take somebody else at night.To make it feel like you were never here  But right now, I can't see nothing through these tears. Driving home on an empty highway.I thought about you and I hit the brakes  What we had and who we were was so clear. But right now, I can't see nothing through these tears","21,817,039"
44,Idle Town,Conan Gray,2017,Pop/indie Pop,"This town will never change. People come and go, it's all the same. Speed the roads on our doubting days. To any place that's far away. I never learned anybody's name. We all vowed that we wouldn't stay. Kissing signs on the interstate. All we do for now is sit and wait. In our idle town. In our idle town. Yeah, we invent our own little games (In our idle town). When the lights out at the stadium fade (In our idle town). Making life a spinning arcade (in our idle town). And curfew's at midnight, we watch the sunrise. We watch the sunrise. We watch the sun. Springtime when the air is thin. We're getting antsy and they're noticing. While everybody's off partying. We're watching stars over ice cream. And now we're kicking up to seventh gear. And we're breathing in the atmosphere. I don't even need a sip of beer. I can feel it all. In our idle town. In our idle town. Yeah, we invent our own little games (In our idle town). When the lights out at the stadium fade (In our idle town). Making life a spinning arcade (In our idle town). And curfew's at midnight, we watch the sunrise. We watch the sunrise. We watch the sun. And they watched the sunrise. Blinking out of red eyes, and sore minds. The airplanes keep flying by, and they cry. 'Cause they've never even touched the sky. No, they'll never even touch the sky. Yeah, we invent our own little games (In our idle town). And everybody's trying to escape (In our idle town). Killing time at the yellow cafe (In our idle town). And curfew's at midnight (In our idle town). Yeah, I think that we'll all be okay (In our idle town). The idle town will stay as it stays (In our idle town). And everyone I love's in this place (In our idle town). So, curfew's at midnight, we watch the sunrise","21,652,024"
38,The story,Conan Gray,2018,Pop/indie Pop,"Let me tell you a story. About a boy and a girl. It's kinda short, kinda boring. But the end is a whirl. They were just sixteen. When the people were mean. So they didn't love themselves. And now they're gone. Headstones on a lawn. And when I was younger. I knew a boy and a boy. Best friends with each other. But always wished they were more. 'Cause they loved one another. But never discovered. 'Cause they were too afraid of what they'd say. Moved to different states. Oh, and I'm afraid that's just the way the world works. It ain't funny, it ain't pretty, it ain't sweet. Oh, and I'm afraid that's just the way the world works. But I think that it could work for you and me. Just wait and see. It's not the end of the story. Now it's on to the sequel. About me and my friend. Both our parents were evil. So we both made a bet. If we worked and we saved. We could both run away. And we'd have a better life. And I was right. I wonder if she's alright. Oh, and I'm afraid that's just the way the world works. It ain't funny, it ain't pretty, it ain't sweet. Oh, and I'm afraid that's just the way the world works. But I think that it could work for you and me. Just wait and see. It's not the end of the story. Okay. And the movie's always running in my head. All the people, all the lovers, all my friends.  And I hope that they all get their happy end. In the end. Oh, and I'm afraid that's just the way the world works. It ain't funny, it ain't pretty, it ain't sweet. Oh, and I'm afraid that's just the way the world works. But I think that it could work for you and me. Just wait and see. It's not the end of the story","21,177,146"
39,Wish You Were Sober,Conan Gray,2020,Pop/indie Pop,"This party's shit, wish we could dip. Go anywhere but here. Don't take a hit, don't kiss my lips. And please don't drink more beer. I'ma crawl outta the window now. 'Cause I don't like anyone around. Kinda hope you're followin' me out. But this is definitely not my crowd. Nineteen, but you act twenty-five now. Knees weak, but you talk pretty fly, wow. Ripped jeans and a cup that you just downed. Take me where the music ain't too loud. Trade drinks, but you don't even know her  Save me 'til the party is over. Kiss me in the seat of your Rover. Real sweet, but I wish you were sober. I wish you were sober. (Wish you were so, wish you were so, wish you were sober). I wish you were sober. Trip down the road, walking you home. You kiss me at your door. Pullin' me close, beg me, ""Stay over"". But I'm over this roller-coaster. I'ma crawl outta the window now. Getting good at saying, ""Gotta bounce"". Honestly, you always let me down. And I know we're not just hangin' out. Nineteen, but you act twenty-five now. Knees weak, but you talk pretty fly, wow. Ripped jeans and a cup that you just downed. Take me where the music ain't too loud. Trade drinks, but you don't even know her.  Save me 'til the party is over. Kiss me in the seat of your Rover. Real sweet, but I wish you were sober. I wish you were sober. (Wish you were so, wish you were so, wish you were sober). I wish you were sober.  I wish, I wish, I wish, I wish, I wish. I wish you were sober. I wish, I wish, I wish, I wish, I wish. Oh, I wish you were sober. Nineteen, but you act twenty-five now. Knees weak, but you talk pretty fly, wow. Ripped jeans and a cup that you just downed. Take me where the music ain't too loud. Trade drinks, but you don't even know her. Save me 'til the party is over. Kiss me in the seat of your Rover. Real sweet, but I wish you were sober","20,432,062"
87,Less Of You,Keshi,2020,Pop/Alternative R&B,"Hello. Are you awake right now?  God, I just need to hear the sound of you. Please, calm me down. And I know that it's selfish, but. You are the only thing that's. Ever made sense to me, I. I don't wanna do this. I don't know how to do this without you. Cling to your side. Voices at night. Cover my eyes. I'm terrified. No in between. A face on a screen. Ain't an adequate replacement for your being with me. Yeah, yeah. Too much time in the limelight. Gimme your all on the land line. Want it so bad but I won't lie. And it just gets worse in the night time. Never stays for long. And she's gone in the morning. When you come home. I just got over being less of you. When you leave me  I'm in pieces. Maybe it's better if we cut it loose. Tell me how your day was. No, I'm not okay. I don't know, I don't know, I don't know. I don't know, I don't know, I don't know. Time never moved so slow. Bed time, hit your phone up. Tell me where to go, where to go. Tell me where to go, where to go. Too much time in the limelight. Gimme your all on the land line. Want it so bad but I won't lie. And it just gets worse in the night time. Never stays for long. And she's gone in the morning. When you come home. I just got over being less of you. When you leave me. I'm in pieces. Maybe it's better if we cut it loose. I don't know how to do this without you. I don't know, I don't know, I don't know. I don't know how to do this without you.  I don't know, I don't know, I don't know. I don't know how to do this without you","20,269,410"
41,People Watching,Conan Gray,2018,Pop/indie Pop,"That wasn't funny but she laughed so hard, she almost cried. They're counting months they've been together, almost 49. He's making fun of how she acted 'round the holidays. She wears a ring, but they tell people that they're not engaged. They met in class for metaphysical philosophy.  He tells his friends, ""I like her 'cause she's so much smarter than me"". They're having talks about their futures until 4 a.m. And I'm happy for them (and I'm happy for them). But I wanna feel all that love and emotion. Be that attached to the person I'm holding. Someday, I'll be falling without caution. But for now, I'm only people watching. I'm only looking just to live through you vicariously. I've never really been in love, not seriously. I had a dream about a house behind a picket fence. Next one I choose to trust, I hope I use some common sense. But I cut people out, like tags on my clothing. I end up all alone, but I still keep hoping. I wanna feel all that love and emotion. Be that attached to the person I'm holding. Someday, I'll be fallin' without caution. But for now, I'm only people watching. Cut people out, like tags on my clothing. I end up all alone, but I still keep hoping. I won't be scared to let someone know me. Life feels so monotone, but I still keep hoping. Cut people out, like tags on my clothing (I feel). I end up all alone, but I still keep hoping (love emotion). I won't be scared to let someone know me (I feel). Life feels so monotone, but I still keep hoping (love emotion). (I feel love emotion). I wanna feel all that love and emotion. Be that attached to the person I'm holding. Someday, I'll be falling without caution. But for now, I'm only people watching","19,481,558"
25,Seven,Taylor Swift,2020,Alternative/Indie,"Please picture me  In the trees. I hit my peak at seven feet. In the swing. Over the creek. I was too scared to jump in. But I, I was high in the sky. With Pennsylvania under me. Are there still beautiful things?  Sweet tea in the summer. Cross your heart, won't tell no other. And though I can't recall your face. I still got love for you. Your braids like a pattern. Love you to the moon and to Saturn. Passed down like folk songs. The love lasts so long. And I've been meaning to tell you. I think your house is haunted. Your dad is always mad and that must be why. And I think you should come live with. Me and we can be pirates. Then you won't have to cry. Or hide in the closet. And just like a folk song. Our love will be passed on Please picture me. In the weeds. Before I learned civility. I used to scream ferociously. Any time I wanted. I, I. Sweet tea in the summer. Cross my heart, won't tell no other. And though I can't recall your face. I still got love for you. Pack your dolls and a sweater. We'll move to India forever. Passed down like folk songs Our love lasts so long","18,617,946"
62,You!,LANY,2015,Pop/Alternative,"Like water in the desert. Impossible to find. You found me when I was broken. Put me back together, gave me life. Like a flower in the concrete. So beautiful and rare. You gave me hope when I was empty. Walked me through the fire, you were there. You're the sun to the moon. You're my ocean, painted blue. You, I'm nothing without you. (Without you, without you). Like an angel in a nightmare  You opened up my eyes.  Looking in all the wrong places. You're the one I needed this whole time. You're the sun to the moon. You're my ocean, painted blue. You,  I'm nothing without you. (Without you, without you). You're the light in the dark. You're the arrow through my heart. You, I'm nothing without you (oh, oh). I'm nothing without you (oh, oh). I'm nothing without you (oh, oh). I'm nothing without you. You, I'm nothing without you. I'm nothing without you. I'm nothing without you. I'm nothing without you. You're the air in my lungs. You're the veins to my blood. Yeah, you, I'm nothing without you. You're the sun to the moon.  You're my ocean, painted blue. You, I'm nothing without you. (Without you, without you). You're the light in the dark. You're the arrow through my heart. You, I'm nothing without you (oh, oh). I'm nothing without you (oh, oh). I'm nothing without you (oh, oh). I'm nothing without you","17,028,197"
64,I always wanna die sometimes,The 1975,2018,Pop/Rock,"I bet you thought your life would change. But you're sat on a train again. Your memories are sceneries. For things you said but never really meant. You build it to a high to say goodbye. Because you're not the same as them. But your death, it won't happen to you.  It happens to your family and your friends. I pretend.  And I always wanna die. Sometimes. I always wanna die. Sometimes. You win, you lose, you sing the blues. There's no point in buying concreteshoes  I refuse. And I always wanna die. Sometimes. I always wanna die.  Sometimes. I always wanna die. Oh, am I me through geography?  A face collapsed through entropy. I can hardly speak. And when I try, it's nothing but a squeak. On the video. Living room for small. If you can't survive, just try  And I always wanna die. Sometimes. I always wanna die. Always wanna die (always wanna die). Always wanna die. And I always wanna die (always wanna die). Always wanna die. Sometimes (sometimes). Sometimes (sometimes). I sometimes. Always wanna die (always wanna die). Always wanna die (always wanna). Sometimes","14,981,476"
23,Ivy,Taylor Swift,2020,Alternative/Indie,"How's one to know?  I'd meet you where the spirit meets the bones. In a faith forgotten land. In from the snow. Your touch brought forth an incandescent glow. Tarnished but so grand. And the old widow goes to the stone every day. But I don't, I just sit here and wait.  Grieving for the living. Oh, goddamn. My pain fits in the palm of your freezing hand. Taking mine, but it's been promised to another. Oh, I can't. Stop you putting roots in my dreamland.  My house of stone, your ivy grows. And now I'm covered in you. I wish to know. The fatal flaw that makes you long to be. Magnificently cursed. He's in the room. Your opal eyes are all I wish to see. He wants what's only yours. Oh, goddamn. My pain fits in the palm of your freezing hand. Taking mine, but it's been promised to another. Oh, I can't. Stop you putting roots in my dreamland. My house of stone, your ivy grows. And now I'm covered. Clover blooms in the fields.  Spring breaks loose, the time is near. What would he do if he found us out?  Crescent moon, coast is clear. Spring breaks loose, but so does fear. He's gonna burn this house to the ground. How's one to know? I'd live and die for moments that we stole. On begged and borrowed time. So tell me to run. Or dare to sit and watch what we'll become. And drink my husband's wine. Oh, goddamn. My pain fits in the palm of your freezing hand. Taking mine, but it's been promised to another. Oh, I can't. Stop you putting roots in my dreamland. My house of stone, your ivy grows. And now I'm covered in you  And I'm covered in you. So yeah, it's a fire. It's a goddamn blaze in the dark. And you started it. You started it.  So yeah, it's a war. It's the goddamn fight of my life.  And you started it. You started it. Oh, I can't. Stop you putting roots in my dreamland. My house of stone, your ivy grows. And now I'm covered. In you. In you, you. Now I'm covered in you. In you","13,888,836"
43,Overdrive,Conan Gray,2021,Pop/indie Pop,"Only met on the weekend. Said I'm not catching feelings. Oh, I guess I lied. Diving off of the deep end. I can't think of a reason. We should take our time, oh. All or nothing. Let's just trust the night  Hoo, hoo, hoo, hoo. Burning down the street, no left right, left right. I don't wanna see no red light, red light. Fast lane on the beat, go ten-five, ten-five. You right next to me, feel the heat. Going overdrive. Going overdrive, yeah. Yeah, I know you're a stranger. But I'm liking the danger. Of the ""I don't know"". Don't give a fuck about labels. Throw the dice on the table. And just let them roll, oh. All or nothing. Let's just trust the night. Hoo, hoo, hoo, hoo. Burning down the street, no left right, left right. I don't wanna see no red light, red light. Fast lane on the beat, go ten-five, ten-five. You right next to me, feel the heat. Going overdrive. Going overdrive, yeah. All or nothing. Let's just trust the night, night. All or nothing. You're my ride or die. Hoo, hoo, hoo, hoo. Burning down the street, no left right, left right. I don't wanna see no red light, red light. Fast lane on the beat, go ten-five, ten-five. You right next to me, feel the heat. Going overdrive. Going overdrive, yeah. Going overdrive. Going overdrive, yeah","12,875,504"
63,Good Guys,LANY,2019,Pop/Alternative,"I wanna call you up. Tell you how I feel. But I might scare you away if. I get too real. So I won't text back. For a couple of hours. What I really wanna do is. Bring you flowers. I'm not gonna hold your hand. Ask if you wanna dance. I can not take you home, you know. I just wanna give you everything. Show you I'm a Southern gentleman. All I wanna do is let you in. But good guys, good guys never win. I just wanna be the one you call. Anything you need, anything at all. All I wanna do is let you in. But good guys, good guys never win.  When you stay out late. And I don't hear back. I always wonder where you've been but. I don't ask. You're the one I want. I don't wanna share. But when you talk about someone else. I act like I don't care.  I'm not gonna hold your hand. Ask if you wanna dance. I can not take you home, you know. I just wanna give you everything. Show you I'm a Southern gentleman. All I wanna do is let you in. But good guys, good guys never win. I just wanna be the one you call. Anything you need, anything at all. All I wanna do is let you in. But good guys, good guys never win. So I'm gonna play it cool. 'Til I know you want me too. So I'm gonna play it cool. 'Til I know you want me to. I just wanna give you everything. Show you I'm a Southern gentleman. All I wanna do is let you in. But good guys, good guys never win. I just wanna be the one you call. Anything you need, anything at all. All I wanna do is let you in. But good guys, good guys never win. So I'm gonna play it cool. 'Til I know you want me too. So I'm gonna play it cool. 'Til I know you want me too. So I'm gonna play it cool. 'Til I know you want me too","10,681,138"
26,Cowboy Like Me,Taylor Swift,2019,Alternative/Indie,"And the tennis court was covered up. With some tent-like thing. And you asked me to dance. But I said, ""Dancing is a dangerous game"". Oh, I thought. This is gonna be one of those things. Now I know. I'm never gonna love again. I've got some tricks up my sleeve. Takes one to know one. You're a cowboy like me. Never wanted love. Just a fancy car. Now I'm waiting by the phone. Like I'm sitting in an airport bar. You had some tricks up your sleeve  Takes one to know one. You're a cowboy like me. Perched in the dark. Telling all the rich folks anything they wanna hear  Like it could be love. I could be the way forward. Only if they pay for it. You're a bandit like me. Eyes full of stars. Hustling for the good life. Never thought I'd meet you here. It could be love. We could be the way forward. And I know I'll pay for it. You're a cowboy like me. Perched in the dark. Telling all the rich folks anything they wanna hear. Like it could be love. I could be the way forward. Only if they pay for it. You're a bandit like me. Eyes full of stars   Hustling for the good life. Never thought I'd meet you here. It could be love. We could be the way forward. And I know I'll pay for it. And the skeletons in both our closets. Plotted hard to fuck this up. And the old men that I've swindled. Really did believe I was the one. And the ladies lunching have their stories about. When you passed through town  But that was all before I locked it down. Now you hang from my lips Like the Gardens of Babylon. With your boots beneath my bed. Forever is the sweetest con. I've had some tricks up my sleeve. Takes one to know one  You're a cowboy like me. And I'm never gonna love again. I'm never gonna love again. Mm, mm, oh, oh. I'm never gonna love again","10,349,049"
85,Blue,Keshi,2017,Pop/Alternative R&B,"Impatient, just say it. Still waitin', for another round. New faces, I'm racin'. I'm fine but I'll never make it home. Sixth street for the occasion. Can't take all of the changes. Blue moon, in different phases. Blue moon, in different places. Three hours, three months away. Going back but not the same. I don't want you to see me. 'Cause I'm not what I seem. Always there to relieve it. Do we say what we mean?  Got the numb fight within the bloodline. Better dress up for the date night  For the date night. Don't hit my cell. There's an unknown number on my phone. I don't need your help. Just let me lay down on the floor. I don't know myself. Not like the time I did before. No, no. Impatient, just say it. Still waitin', for another round.  New faces, I'm racin'. I'm fine but I'll never make it home. Sixth street for the occasion. Can't take all of the changes. Blue moon, in different phases. Blue moon, in different places.Tear me to pieces  I won't even feel it. You know what I'm needing. Move on with the seasons. Impatient, just say it.Still waitin', for another round  New faces, I'm racing. I'm fine but I'll never make it home. Sixth street for the occasion. Can't take all of the changes. Blue moon, in different phases. Blue moon, in different places","10,341,948"
37,Checkmate,Conan Gray,2019,Pop/indie Pop,"You think you're funny, right?  Calling me drunk when it's too late at night. Telling me truths that you know all are lies. Yeah, you think you're funny, right? (What?). You think you're super sly. Flirting with them but telling me you're mine. Buildin' me up, but buttercup, you lied. Now I'm gonna ruin your life. 'Cause I've gotten tired of the games that you play. When you tell me you love me then you throw me away. So cry me a river till you drown in the lake.  'Cause you may think you're winning but checkmate. Yeah, you may think you're winning but checkmate. Now this is getting fun. I saw you kissing someone else's tongue. You said that I'm the only one you love. Baby, this is getting fun. I'll let you think you won. Date in the park, I'll play it super dumb. Holding your hand, but in the other one. I'm holding a loaded gun. Yeah, baby, you should really run. 'Cause I've gotten tired of the games that you play. When you tell me you love me then you throw me away. So cry me a river till you drown in the lake. 'Cause you may think you're winning but checkmate. Yeah, you may think you're winning but check-   And I'ma get you gone. Can't play me like your pawn. Set fire to your lawn. Just like you did to my heart. And I'ma wreck your car (And I'ma wreck your car). And max your credit card (And max your credit card). A lover on the large (A lover on the large). You're gonna wish you never harmed me. 'Cause I've gotten tired of the games that you play.  When you tell me you love me then you throw me away. So cry me a river till you drown in the lake. 'Cause you may think you're winning but checkmate. And you did some damage so I'm making you pay. And no one's ever gonna love you anyways. 'Cause you're just a narcissist who's totally fake. Yeah, you may think you're winning this heartbreak. But you aren't gonna win it, 'cause checkmate","9,986,286"
