number,song_name,artist,year,genre,lyrics,view_record
49,"thank u, next",Ariana Grande ,2018,Pop/R&B,"Thought I'd end up with Sean. But he wasn't a match. Wrote some songs about Ricky. Now I listen and laugh. Even almost got married. And for Pete, I'm so thankful. Wish I could say ""thank you"" to Malcolm. 'Cause he was an angel. One taught me love. One taught me patience. And one taught me pain. Now, I'm so amazing. Say I've loved and I've lost. But that's not what I see. So, look what I got. Look at what you taught me. And for that, I say. Thank you, next (next). Thank you, next (next). Thank you, next. I'm so grateful for my ex. Thank you, next (next). Thank you, next (next). Thank you, next (next). I'm so. Spend more time with my friends. I ain't worried 'bout nothin'. Plus, I met someone else. We're havin' better discussions. I know they say I move on too fast. But this one gon' last. 'Cause her name is Ari. And I'm so good with that (so good with that). She taught me love (love). She taught me patience (patience). She handles pain (pain). That amazing (yeah, she's amazing). I've loved and I've lost (yeah, yeah). But that's not what I see (yeah, yeah). 'Cause look what I've found (yeah, yeah). Ain't no need for searching. And for that, I say. Thank you, next (thank you, next). Thank you, next (thank you, next). Thank you, next (thank you). I'm so grateful for my ex. Thank you, next (thank you, next). Thank you, next (said thank you, next). Thank you, next (next). I'm so grateful for my ex. Thank you, next. Thank you, next. Thank you, next. I'm so. One day I'll walk down the aisle. Holding hands with my mama. I'll be thanking my dad. 'Cause she grew from the drama. Only wanna do it once, real bad. Gon' make that last. God forbid something happens. Least this song is a smash (song is a smash). I've got so much love (love). Got so much patience (patience). I've learned from the pain (pain). I turned out amazing (turned out amazing). I've loved and I've lost (yeah, yeah). But that's not what I see (yeah, yeah). 'Cause look what I've found (yeah, yeah). Ain't no need for searching. And for that, I'll say. Thank you, next (thank you, next). Thank you, next (thank you, next). Thank you, next. I'm so grateful for my ex. Thank you, next (thank you, next). Thank you, next (said thank you, next). Thank you, next (next). I'm so grateful for my ex. Thank you, next. Thank you, next. Thank you, next. Yeah, yee. Thank you, next. Thank you, next. Thank you, next. Yeah, yee","784,948,463"
50,Dangerous woman,Ariana Grande ,2016,Pop/R&B,"Oh, yeah. Don't need permission. Made my decision to test my limits. 'Cause it's my business. God as my witness. Start what I finished. Don't need no hold up. Taking control of this kind of moment. I'm locked and loaded. Completely focused, my mind is open. All that you got, skin to skin, oh my God. Don't you stop, boy. Somethin' 'bout you. Makes me feel like a dangerous woman. Somethin' 'bout, somethin' 'bout. Somethin' 'bout you. Makes me wanna do things that I shouldn't. Somethin' 'bout, somethin' 'bout, somethin' 'bout. Nothin' to prove and I'm bulletproof and. Know what I'm doing. The way we're movin' like introducing. Us to a new thing. I wanna savor, save it for later. The taste of flavor, 'cause I'm a taker. 'Cause I'm a giver, it's only nature. I live for danger. All that you got, skin to skin, oh my God. Don't you stop, boy. Oh, yeah. Somethin' 'bout you. Makes me feel like a dangerous woman. Somethin' 'bout,  somethin' 'bout. Somethin' 'bout you  Makes me wanna do things that I shouldn't. Somethin' 'bout, somethin' 'bout. Somethin' 'bout you. All girls wanna be like that. Bad girls underneath, like that. You know how I'm feeling inside (somethin' 'bout, somethin' 'bout). All girls wanna be like that. Bad girls underneath, like that. You know how I'm feeling inside (somethin' 'bout, somethin' 'bout). Somethin' 'bout you. Makes me feel like a dangerous woman. Somethin' 'bout, somethin' 'bout. Somethin' 'bout you. Makes me wanna do things that I shouldn't. Somethin' 'bout, somethin' 'bout. Somethin' 'bout you. All girls wanna be like that. Bad girls underneath like that. You know how I'm feeling inside (you know how I'm feeling inside, baby). Somethin' 'bout, somethin' 'bout you. All girls wanna be like that. Bad girls underneath like that. You know how I'm feeling inside (somethin' 'bout, somethin' 'bout). somethin' 'bout, somethin' 'bout. Somethin' 'bout you. (Yeah, there's somethin' 'bout you, boy). (Yeah, there's somethin' 'bout you, boy). (Yeah, there's somethin' 'bout you, boy) somethin' 'bout, somethin' 'bout. Somethin' 'bout you","706,462,145"
30,Love story,Taylor Swift,2021,Pop/Country,"We were both young when I first saw you. I close my eyes and the flashback starts. I'm standing there. On a balcony, in summer air. See the lights, see the party, the ball gowns. See you make your way through the crowd. And say, ""Hello"". Little did I kno  That you were Romeo, you were throwing pebbles. And my daddy said, ""Stay away from Juliet"". And I was crying on the staircase. Begging you, ""Please don't go"". And I said. ""Romeo take me somewhere we can be alone. I'll be waiting, all there's left to do is run. You'll be the prince, and I'll be the princess. It's a love story, baby, just say yes"". So I sneak out to the garden to see you. We keep quiet 'cause we're dead if they knew. So close your eyes. Escape this town for a little while, oh, oh. 'Cause you were Romeo, I was a scarlet letter. And my daddy said, ""Stay away from Juliet"". But you were everything to me. I was begging you, ""Please don't go"". And I said. ""Romeo, take me somewhere we can be alone. I'll be waiting, all there's left to do is run. You'll be the prince, and I'll be the princess. It's a love story, baby, just say yes"". Romeo, save me, they're trying to tell me how to feel. This love is difficult, but it's real. Don't be afraid, we'll make it out of this mess. It's a love story, baby, just say yes. Oh, oh-oh. I got tired of waiting. Wondering if you were ever coming around. My faith in you was fading. When I met you on the outskirts of town. And I said. ""Romeo, save me, I've been feeling so alone. I keep waiting for you, but you never come. Is this in my head? I don't know what to think"". He knelt to the ground and pulled out a ring. And said. ""Marry me, Juliet, you'll never have to be alone. I love you, and that's all I really know. I talked to your dad, go pick out a white dress. It's a love story, baby, just say yes"". Oh, oh-oh. Oh, oh-oh, oh. 'Cause we were both young when I first saw you","705,661,625"
16,Give Me Love,Ed Sheeran,2012,Pop,"Give me love like her. 'Cause lately I've been waking up alone. Paint splattered teardrops on my shirt. Told you I'd let them go. And that I'll fight my corner. Maybe tonight I'll call ya. After my blood turns into alcohol. No, I just wanna hold ya. Give a little time to me or burn this out. We'll play hide and seek to turn this around. All I want is the taste that your lips allow. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. Give me love like never before. 'Cause lately I've been craving more  And it's been a while but I still feel the same. Maybe I should let you go. You know I'll fight my corner. And that tonight I'll call ya. After my blood is drowning in alcohol. No I just wanna hold ya. Give a little time to me or burn this out. We'll play hide and seek to turn this around. All I want is the taste that your lips allow. My, my, my, my, oh give me love. Give a little time to me, or burn this out. We'll play hide and seek to turn this around. All I want is the taste that your lips allow.  My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My my, my, my, oh give me love. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, love  M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover (love me, love me, love me). M-my my, m-my my, m-my my, give me love, lover (give me love). M-my my, m-my my, m-my my, give me love, lover (give me love). M-my my, m-my my, m-my my, give me love, lover (give me love, love me). M-my my, m-my my, m-my my, give me love, lover (give me love). My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. Give me love like her. 'Cause lately I've been waking up alone. Paint splattered teardrops on my shirt. Told you I'd let them go. And that I'll fight my corner. Maybe tonight I'll call ya. After my blood turns into alcohol. No, I just wanna hold ya. Give a little time to me or burn this out. We'll play hide and seek to turn this around. All I want is the taste that your lips allow. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me loveMy, my, my, my, oh give me love  My, my, my, my, oh give me love  Give me love like never before. 'Cause lately I've been craving more And it's been a while but I still feel the same. Maybe I should let you go. You know I'll fight my corner. And that tonight I'll call ya. After my blood is drowning in alcohol. No I just wanna hold ya. Give a little time to me or burn this out. We'll play hide and seek to turn this around. All I want is the taste that your lips allow. My, my, my, my, oh give me love. Give a little time to me, or burn this out. We'll play hide and seek to turn this around. All I want is the taste that your lips allow. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My, my, my, my, oh give me love. My my, my, my, oh give me love. M-my my,  m-my my, m-my my, give me love, lover  M-my my, m-my my, m-my my, give me love, lover  M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover M-my my, m-my my, m-my my, give me love, lover. M-my my, m-my my, m-my my, give me love, lover (love me, love me, love me). M-my my, m-my my, m-my my, give me love, lover (give me love) M-my my, m-my my, m-my my, give me love, lover (give me love). M-my my, m-my my, m-my my, give me love, lover (give me love, love me). M-my my, m-my my, m-my my, give me love, lover (give me love). My, my, my, my, oh give me love. My, my, my, my, oh give me love","663,967,483"
97,Circles,Post Malone,2019,Pop/Rock,"We couldn't turn around. 'Til we were upside down. I'll be the bad guy now. But, no, I ain't too proud. I couldn't be there. Even when I tried. You don't believe it. We do this every time. Seasons change and our love went cold. Feed the flame 'cause we can't let it go. Run away, but we're running in circles. Run away, run away. I dare you to do something. I'm waiting on you again. So I don't take the blame. Run away, but we're running in circles. Run away, run away, run away. Let go. I got a feeling that it's time to let go. I say so. I knew that this was doomed from the get-go. You thought that it was special, special. But it was just the sex though, the sex though. And I still hear the echoes (the echoes). I got a feeling that it's time to let it go, let it go. Seasons change and our love went cold. Feed the flame 'cause we can't let it go. Run away, but we're running in circles. Run away, run away. I dare you to do something. I'm waiting on you again. So I don't take the blame. Run away, but we're running in circles. Run away, run away, run away. Maybe you don't understand what I'm going through. It's only me. What you got to lose?  Make up your mind, tell me. What are you gonna do?  It's only me. Let it go. Seasons change and our love went cold. Feed the flame 'cause we can't let it go. Run away, but we're running in circles. Run away, run away. I dare you to do something. I'm waiting on you again. So I don't take the blame. Run away, but we're running in circles. Run away, run away, run away","632,049,507"
96,Better Now,Post Malone,2018,Pop/Hip-Hop,"You prolly think that you are better now, better now. You only say that 'cause I'm not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything. You know I say that I am better now, better now. I only say that 'cause you're not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything, oh-oh. I did not believe that it would end, no (end, no) Everything came second to the Benzo (Benzo). You're not even speakin' to my friends, no. You knew all my uncles and my aunts though. 20 candles, blow 'em out and open your eyes. We were lookin' forward to the rest of our lives. Used to keep my picture posted by your bedside. Now it's in your dresser with the socks you don't like. And I'm rollin', rollin', rollin', rollin'. With my brothers like it's Jonas, Jonas. Drinkin' Henny and I'm tryna forget. But I can't get this shit outta my head. You prolly think that you are better now, better now. You only say that 'cause I'm not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything. You know I say that I am better now, better now. I only say that 'cause you're not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything, oh-oh. I seen you with your other dude. He seemed like he was pretty cool. I was so broken over you. Life, it goes on, what can you do?  I just wonder what it's gonna take (what it's gonna take?). Another foreign or a bigger chain (bigger chain). Because no matter how my life has changed. I keep on looking back on better days.  You prolly think that you are better now, better now. You only say that 'cause I'm not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything. You know I say that I am better now, better now. I only say that 'cause you're not around, not around.  You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything, oh-oh. I promise, I swear to you, I'll be okay. You're only the love of my life (the love of my life). You prolly think that you are better now, better now. You only say that 'cause I'm not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything. You know I say that I am better now, better now. I only say that 'cause you're not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything. Woulda gave you everything, oh-oh","600,364,763"
17,Galway Girl,Ed Sheeran,2017,Pop/Folk,"She played the fiddle in an Irish band. But she fell in love with an English man. Kissed her on the neck and then I took her by the hand. Said, ""Baby, I just want to dance"". I met her on Grafton street right outside of the bar. She shared a cigarette with me while her brother played the guitar. She asked me what does it mean, the Gaelic ink on your arm?  Said it was one of my friend's songs, do you want to drink on?  She took Jamie as a chaser, Jack for the fun. She got Arthur on the table with Johnny riding a shotgun. Chatted some more, one more drink at the bar. Then put Van on the jukebox, got up to dance. You know, she played the fiddle in an Irish band. But she fell in love with an English man. Kissed her on the neck and then I took her by the hand. Said, ""Baby, I just want to dance"". With my pretty little Galway Girl. You're my pretty little Galway Girl. You know she beat me at darts and then she beat me at pool. And then she kissed me like there was nobody else in the room. As last orders were called was when she stood on the stool  After dancing to CŹilidh singing to trad tunes. I never heard Carrickfergus ever sang so sweet  A capella in the bar using her feet for a beat. Oh, I could have that voice playing on repeat for a week. And in this packed out room swear she was singing to me. You know, she played the fiddle in an Irish band. But she fell in love with an English man. Kissed her on the neck and then I took her by the hand. Said, ""Baby, I just want to dance"". My pretty little Galway Girl. My, my, my, my, my, my, my Galway Girl. My, my, my, my, my, my, my Galway Girl. My, my, my, my, my, my, my Galway Girl. And now we've outstayed our welcome and it's closing time. I was holding her hand, her hand was holding mine. Our coats both smell of smoke, whisky and wine. As we fill up our lungs with the cold air of the night. I walked her home then she took me inside. To finish some Doritos and another bottle of wine. I swear I'm gonna put you in a song that I write. About a Galway Girl and a perfect night She played the fiddle in an Irish band. But she fell in love with an English man. Kissed her on the neck and then I took her by the hand. Said, ""Baby, I just want to dance"". My pretty little Galway Girl. My, my, my, my, my, my, my Galway Girl. My, my, my, my, my, my, my Galway Girl. My, my, my, my, my, my, my Galway Girl","587,767,339"
5,Bad habits,Ed Sheeran,2021,Pop,"One, two, three, four. Ooh-ooh, ooh-ooh-ooh. Every time you come around, you know I can't say no. Every time the sun goes down, I let you take control. I can feel the paradise before my world implodes. And tonight had something wonderful. My bad habits lead to late nights endin' alone. Conversations with a stranger I barely know. Swearin' this will be the last, but it probably won't. I got nothin' left to lose, or use, or do. My bad habits lead to wide eyes stare into space. And I know I'll lose control of the things that I say. Yeah, I was lookin' for a way out, now I can't escape. Nothin' happens after two, it's true. It's true, my bad habits lead to you. Ooh-ooh, ooh-ooh-ooh. My bad habits lead to you. Ooh-ooh, ooh-ooh-ooh. My bad habits lead to you. Every pure intention ends when the good times start. Fallin' over everything to reach the first time's spark. It started under neon lights, and then it all got dark. I only know how to go too far. My bad habits lead to late nights endin' alone. Conversations with a stranger I barely know. Swearin' this will be the last, but it probably won't. I got nothin' left to lose, or use, or do. My bad habits lead to wide eyes stare into space. And I know I'll lose control of the things that I say. Yeah, I was lookin' for a way out, now I can't escape. Nothin' happens after two, it's true It's true, my bad habits lead to you. Ooh-ooh, ooh-ooh-ooh. My bad habits lead to you. Ooh-ooh, ooh-ooh-ooh. We took the long way 'round. And burned 'til the fun ran out, now. My bad habits lead to late nights endin' alone. Conversations with a stranger I barely know. Swearin' this will be the last, but it probably won't. I got nothin' left to lose, or use, or do. My bad habits lead to wide eyes stare into space. And I know I'll lose control of the things that I say. Yeah, I was lookin' for a way out, now I can't escape. Nothin' happens after two, it's true. It's true, my bad habits lead to you. Ooh-ooh, ooh-ooh-ooh. My bad habits lead to you. Ooh-ooh, ooh-ooh-ooh. My bad habits lead to you","558,493,000"
51,Position,Ariana Grande ,2020,Pop/R&B,"Heaven sent you to me. I'm just hopin' I don't repeat history. Boy, I'm tryna meet your mama on a Sunday. Then make a lotta love on a Monday (ah-ah). Never need no (no), no one else, babe. 'Cause I'll be. Switchin' the positions for you. Cookin' in the kitchen, and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin' I wouldn't do. That I won't do, switchin' for y-  Perfect, perfect. You're too good to be true (you're too good to be true). But I get tired of runnin'. Fuck it, now I'm runnin' with you (wit' you). Said, boy, I'm tryna meet your mama on a Sunday. Then make a lotta love on a Monday (ah-ah). Never need no (no), no one else, bab_. 'Cause I'll be. Switchin' the positions for you (for you, ah). Cookin' in th_ kitchen, and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin' I wouldn't do. That I won't do, switchin' for you. Cookin' in the kitchen, and I'm in the bedroom (bedroom). I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin' I wouldn't do. That I won't do, switchin' for you.  This some shit that I usually don't do (yeah). But for you, I kinda, kinda want to. 'Cause you're down for me, and I'm down too (and I'm down too). Yeah, I'm down too, switching the positions for you. This some shit that I (yeah) usually don't do (don't do). But for you, I kinda, kinda want to. 'Cause you're down for me, and I'm down too. Switchin' the positions for you. Cookin' in the kitchen, and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops (to you, to you). Know my love infinite, nothin' I wouldn't do (do). That I won't do, switchin' for you. Cookin' in the kitchen and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops  Know my love infinite, nothin' I wouldn't do. That I won't do, switchin' for you. Yeah. Ah, yeah. Ah (ah), yeah","541,089,957"
6,Castle on the Hill,Ed Sheeran,2017,Pop/Rock,"When I was six years old, I broke my leg. When I was running from my brother and his friends. And tasted the sweet perfume of the mountain grass I rolled down. Well, I was younger then, take me back to when. I found my heart and broke it here. Made friends and lost them through the years. And I've not seen the roaring fields in so long, I know I've grown. But I can't wait to go home. I'm on my way. Driving at 90 down those country lanes. Singing to ""Tiny Dancer"". And I miss the way you make me feel, and it's real. And we watched the sunset over the castle on the hill. 15 years old and smoking hand-rolled cigarettes. Running from the law through the backfields. And getting drunk with my friends. Had my first kiss on a Friday night. I don't reckon that I did it right. But I was younger then, take me back to when. We found weekend jobs, when we got paid. We'd buy cheap spirits and drink them straight. Me and my friends have not thrown up in so long, oh, how we've grown. But I can't wait to go home. I'm on my way (hoo-hoo). Driving at 90 down those country lanes (hoo-hoo). Singing to ""Tiny Dancer"". And I miss the way you make me feel, and it's real. And we watched the sunset (hoo-hoo), over the castle on the hill. Hoo-hoo, over the castle on the hill. Hoo-hoo, over the castle on the hill. One friend left to sell clothes, one works down by the coast. One had two kids but lives alone, one's brother overdosed. One's already on his second wife, one's just barely getting by. But these people raised me and I can't wait to go home. And I'm on my way. I still remember these old country lanes. When we did not know the answers. And I miss the way (hoo-hoo) you make me feel, it's real. When we watched the sunset (hoo-hoo) over the castle on the hill. Hoo-hoo, over the castle on the hill. Hoo-hoo, over the castle on the hill","536,518,554"
75,Reminder,The Weeknd,2023,R&B,"Record man play my song on the radio. You too busy tryna find that blue-eyed soul. I let my black hair grow and my weed smoke. And I swear too much on the regular. We gon' let them hits fly, we gon' let it go. If it ain't XO then it gotta go. I just won a new award for a kids show. Talkin' 'bout a face numbin' off a bag of blow. I'm like goddamn bitch, I am not a Teen. Choice.Goddamn bitch, I am not a bleach boy  Whip game, make a nigga understand though. Got that Hannibal, Silence of the Lambo. Hit the gas so hard make it rotate (rotate). All my niggas blew up like a propane (propane). All these R&B niggas be so lame. Got a sweet Asian chick, she go low mane (lo Mein, oh, oh, oh). You know me (know me, na, na, na, na, na). You know me (know me, know me, oh, oh, oh). You know me (know me, know me, na, na, na, na, na). Every time you try to forget who I am. I'll be right there to remind you again. You know me (know me, pow, pow). You know me (know me, oh, yeah). Said I'm just tryna swim in somethin' wetter than the ocean. Faded off a double cup, I'm mixin' up the potion. All I wanna do is make that money and make dope shit. It just seem like niggas tryna sound like all my old shit. Everybody knows it, all these niggas know me. Platinum off a mixtape, sippin' on that codeine. Pour it in my trophies, rollin' 'til my nose bleed. I'ma keep on singin' while I'm burnin' up that OG. All my niggas get it, they make money all alone. Rock a chain around they neck, makin' sure. I'm gettin' home. When I travel 'round the globe, make a couple mil' a show. And I come back to my city, I fuck every girl I know. Used to walk around with a slouch, had a mattress on the floor. Now my shit straight  Eatin' all day, tryna lose weight. That good sex, we'll sweat it out. Hotel bedsprings we'll wear it out. I ain't gotta tell you 'cause. You know me (oh, oh, oh). You know me (know me, na, na, na, na, na). You know me (know me, know me, oh, oh, oh). You know me (know me, know me na, na, na, na, na)  Every time you try to forget who I am (try to forget who I am). I'll be right there to remind you again (hey). You know me (know me, pow, pow). You know me (know me, know me)  Why don't you shake somethin', shake somethin'. For the Don, don't you break nothin', break nothin'.  Baby girl, won't you work somethin', work somethin'. For the Don, don't you hurt nothin', hurt nothin'. Baby girl, won't you shake somethin', shake somethin'. For the Don, don't you break nothin', break nothin' (break). Baby girl, won't you work somethin', work somethin' (work). For the Don, don't you hurt nothin', hurt nothin'   'Cause you know me, they know me. You are a no-man, yeah, you know man Oh, oh, oh, na, na, na, na, na. Oh, oh, oh, na, na, na, na, na. Oh, oh, oh, na, na, na, na, na. Oh, oh, oh, na, na, na, na, na","447,156,328"
14,I See Fire,Ed Sheeran,2013,Pop/Folk,"Oh, misty eye of the mountain below. Keep careful watch of my brothers' souls. And should the sky be filled with fire and smoke. Keep watching over Durin's sons. If this is to end in fire. Then we should all burn together. Watch the flames climb high into the night. Calling out father oh. Stand by and we will. Watch the flames burn auburn on. The mountain side. And if we should die tonight. Then we should all die together. Raise a glass of wine for the last time. Calling out father oh. Stand by and we will. Watch the flames burn auburn on. The mountain side. Desolation comes upon the sky. Now I see fire. Inside the mountain. I see fire. Burning the trees. And I see fire. Hollowing souls. I see fire. Blood in the breeze. And I hope that you remember me. Oh, should my people fall. Then surely I'll do the same. Confined in mountain halls. We got too close to the flame. Calling out father oh. Stand by and we will. Watch the flames burn auburn on. The mountain side. Desolation comes upon the sky. Now I see fire. Inside the mountain. I see fire. Burning the trees. And I see fire. Hollowing souls. I see fire. Blood in the breeze. And I hope that you remember me. And if the night is burning. I will cover my eyes. For if the dark returns. Then my brothers will die. And as the sky is falling down. It crashed into this lonely town. And with that shadow upon the ground. I hear my people screaming out. Now I see fire. Inside the mountain. I see fire. Burning the trees. And I see fire. Hollowing souls. I see fire. Blood in the breeze.  I see fire (oh you know I saw a city burning out) (fire). And I see fire (feel the heat upon my skin, yeah) (fire). And I see fire (uh-uh-uh-uh) (fire). And I see fire burn auburn on the mountain side","430,739,715"
76,You Right,The Weeknd,2021,R&B,"I got a man, but I want you. I got a man, but I want you. And it's just nerves, it's just dick. Makin' me think 'bout someone new. You know I got so much to say. I try to hide it in my face. And it don't work, you see through. That I just want get wit' you. And you're right. You right, I got my guy. But I, I, can't help it, I want you. Said, you right, I got my guy. But I, I, can't help it I want you. I can't stop and look the other way. 'Cause I know what could be, babe. And you never feel the same. You'd be thinkin' 'bout it every day. Don't believe in fairytales, but we got our fantasies. And it's me and you, no she. Tryna be all through your sheets. Have you all on top of me. Acting like it's not that deep.Boy, you can take it out on me  Tell me what it's 'bout to be. Really feel it's bound to be. I can't tell no one but they all know. I got a man, but I want you  I got a man, but I want you. And it's just nerves, it's just dick. Makin' me think 'bout someonenew  You know I got so much to say. I try to hide it in my face  And it don't work, you see through. That I just want get wit' you. And you're right. You right, I got my guy (you right, you right, I). But I, I, can't help it I want you. Said, you right, I got my guy (you right, you right, I). But I, I, can't help it I want you. Girl, I want you like you want me too. I feel that energy (ooh, yeah). When you're on top of me (oh, yeah). I know your man, he ain't controllin' you. But you still hesitate (ooh, no). 'Cause you chose loyalty (oh, yeah). And I know your history, met him before your peak (hey, hey). He's so connected to that woman that you used to be. But-but-but this sex will cloud your memory. A couple strokes to put it in, then you'll belong to me. I got a man, but I want you  I got a man, but I want you (oh). And it's just nerves, it's just dick. Makin' me think 'bout someone new. You know I got so much to say. I try to hide it in my face. And it don't work, you see through. That I just want get wit' you (yeah, yeah, yeah, yeah, yeah). And you're right. You right, I got my guy (you right, you right, I). But I, I, can't help it I want you. Said, you right, I got my guy (you right, you right, I). But I, I, can't help it I want you","419,812,828"
15,Happier,Ed Sheeran,2018,Pop,"Walking down 29th and Park. I saw you in another's arms. Only a month we've been apart. You look happier. Saw you walk inside a bar. He said somethin' to make you laugh. I saw that both your smiles were twice as wide as ours. Yeah, you look happier, you do. Ain't nobody hurt you like I hurt you. But ain't nobody love you like I do. Promise that I will not take it personal, baby. If you're movin' on with someone new. 'Cause baby you look happier, you do. My friends told me one day I'll feel it too. And until then I'll smile to hide the truth. But I know I was happier with you. Sat in the corner of the room. Everything's reminding me of you. Nursing an empty bottle. And telling myself you're happier, aren't you?  (Hey, yeah, hey, yeah, hey, yeah). Oh, ain't nobody hurt you like I hurt you (hey, yeah, hey, yeah). But ain't nobody need you like I do (hey, yeah, hey, yeah). I know that there's others that deserve you (hey, yeah, hey, yeah). But my darlin', I am still in love with you. But I guess you look happier, you do. My friends told me one day I'll feel it too. I could try to smile to hide the truth. But I know I was happier with you. Hey, yeah, hey, yeah, hey, yeah. Hey, yeah, hey, yeah, hey, yeah. Hey, yeah, hey, yeah, hey, yeah. Hey, yeah, hey, yeah, hey, yeah. 'Cause baby, you look happier, you do. I knew one day you'd fall for someone new. But if he breaks your heart like lovers do. Just know that I'll be waitin' here for you","409,651,145"
52,God is woman,Ariana Grande ,2018,Pop/R&B,"You, you love it how I move you. You love it how I touch you. My one, when all is said and done. You'll believe God is a woman. And I, I feel it after midnight. A feelin' that you can't fight. My one, it lingers when we're done. You'll believe God is a woman. I don't wanna waste no time, yeah. You ain't got a one-track mind, yeah. Have it any way you like, yeah. And I can tell that you know I know how I want it. Ain't nobody else can relate. Boy, I like that you ain't afraid. Baby, lay me down and let's pray. I'm tellin' you the way I like it, how I want it. And I can be all the things you told me not to be. (Yeah). When you try to come for me, I keep on flourishing. (Yeah). And he see the universe when I'm the company. It's all in me. You, you love it how I move you. You love it how I touch you. My one, when all is said and done. You'll believe God is a woman. And I, I feel it after midnight. A feelin' that you can't fight. My one, it lingers when we're done  You'll believe God is a woman. I'll tell you all the things you should know. So, baby, take my hand, save your soul. We can make it last, take it slow, hmm. And I can tell that you know I know how I want it, yeah. But you're different from the rest. And boy, if you confess, you might get blessed. See if you deserve what comes next. I'm tellin' you the way I like it, how I want it. And I can be all the things you told me not to be. (Yeah)  When you try to come for me, I keep on flourishing. (Yeah). And he see the universe when I'm the company. It's all in me. You,  you love it how I move you. You love it how I touch you. My one, when all is said and done. You'll believe God is a woman. And I, I feel it after midnight. A feelin' that you can't fight. My one, it lingers when we're done. You'll believe God is a woman, yeah, yeah. Yeah, yeah. (God is a woman, yeah). My one. (One). When all is said and done. You'll believe God is a woman. You'll believe God. (God is a woman). Oh, yeah. (God is a woman, yeah). (One). It lingers when we're done. You'll believe God is a woman","392,973,256"
9,Beautiful People,Ed Sheeran feat. Khalid,2019,Pop,"L.A. on a Saturday night in the summer. Sundown and they all come out. Lamborghinis and their rented Hummers. The partyŐs on, so theyŐre headinŐ downtown (ÔRound here). EverybodyŐs lookinŐ for a come up. And they wanna know what youŐre about. Me in the middle with the one I love and. WeŐre just tryna figure everything out  We donŐt fit in well Őcause we are just ourselves. I could use some help gettinŐ out of this conversation, yeah. You look stunning, dear, so donŐt ask that question here  This is my only fear: that we become  Beautiful people. Drop top, designer clothes. Front row at fashion shows. ŇWhat dŐyou do?Ó and ŇWho dŐyou know?Ó  Inside the world of beautiful people. Champagne and rolled-up notes. Prenups and broken homes. Surrounded, but still alone. LetŐs leave the party  ThatŐs not who we are (We are, we are, we are). We are not beautiful. Yeah, thatŐs not who we are (We are, we are, we are). We are not beautiful (Beautiful)  L.A., mmm, drove for hours last night and we made it nowhere (Nowhere, nowhere). I see stars in your eyes when weŐre halfway there (All night). IŐm not fazed by all them lights and flashinŐ cameras. ÔCause with my arms around you, thereŐs no need to care  We donŐt fit in well, we are just ourselves. I could use some help gettinŐ out of this conversation, yeah. You look stunning, dear, so donŐt ask that question here. This is my only fear: that we become  Beautiful people. Drop top, designer clothes. Front row at fashion shows. ŇWhat dŐyou do?Ó and ŇWho dŐyou know?Ó  Inside the world of beautiful people. Champagne and rolled-up notes. Prenups and broken homes. Surrounded, but still alone. LetŐs leave the party  ThatŐs not who we are (We are, we are, we are). We are not beautiful, yeah. Yeah, thatŐs not who we are (We are, we are, we are). We are not beautiful (Beautiful)  We are, we are, we are. We are not beautiful","366,656,831"
